       x_coord        y_coord           Rho           Rho_Ref      %     Depth    Temp    Temp_Ref    Rho_cT     Rho_ref_cT  %_cT
      18.729017     2934.646280     1230.287500     1133.196350   8.6 22.654 14.987 20.454     1137.628199         1202.73  -5.4
       8.732390     2943.985727     1791.960990     1783.942440   0.4 17.514 12.500 16.394     1545.562014         1712.33  -9.7
      13.340243     2951.980563     2258.237680     2257.344090   0.0 7.319 7.566 8.340     1669.154116         1712.22  -2.5
      19.657987     2933.513517     1179.654340     1071.068890  10.1 23.086 15.197 20.796     1096.985665         1145.95  -4.3
      34.366747     2941.519303      511.294190      492.588560   3.8 7.981 7.886 8.863      382.009047         380.066   0.5
      10.574743     2951.102187     2239.393000     2192.892560   2.1 9.598 8.668 10.140     1716.961601          1762.0  -2.6
      22.011300     2947.518993     1293.357270     1344.741750  -3.8 8.281 8.031 9.100      971.020472         1045.54  -7.1
      20.004773     2946.818233     1491.396950     1549.352440  -3.7 9.782 8.757 10.286     1146.786289         1250.54  -8.3
       0.363200     2942.958457     1640.743100     1699.636250  -3.5 25.142 16.191 22.420     1566.560971         1887.44 -17.0
      13.126763     2947.620140     2036.623600     2086.383280  -2.4 11.680 9.676 11.785     1612.804726         1762.22  -8.5
      26.892840     2942.055673      778.427420      796.226010  -2.2 11.444 9.562 11.599      614.219148          668.81  -8.2
      14.229950     2947.551397     1980.168470     2062.777160  -4.0 11.749 9.709 11.839     1569.744931         1745.08 -10.0
      30.507033     2943.499180      576.059550      591.376280  -2.6 7.601 7.702 8.563      427.750067         451.851  -5.3
       5.153000     2952.359040     2359.658400     2244.300250   5.1 11.741 9.706 11.833     1870.360898         1898.31  -1.5
       4.322917     2951.893573     2306.184880     2213.329550   4.2 12.206 9.931 12.201     1840.964381         1892.46  -2.7
      16.730837     2947.441093     1830.138370     1932.473900  -5.3 10.659 9.182 10.979     1426.680156         1593.25 -10.5
       5.827083     2941.582690     1607.899790     1625.826000  -1.1 21.717 14.534 19.715     1468.582165         1695.52 -13.4
      54.371767     2932.116007      447.486930      487.182720  -8.1 10.384 9.049 10.761      347.348864         399.019 -12.9
      36.762667     2937.910357      481.408030      401.106370  20.0 10.190 8.955 10.608      372.547048          326.98  13.9
       9.386663     2953.760750     2383.504210     2313.122270   3.0 7.739 7.769 8.672     1773.851213          1773.7   0.0
      22.700903     2947.556530     1201.906500     1257.937230  -4.5 7.443 7.626 8.438      890.181163         957.238  -7.0
      14.945220     2946.568847     1887.851350     1958.021840  -3.6 12.131 9.894 12.142     1505.300686         1671.25  -9.9
      11.847207     2934.775163     1320.881140     1296.139280   1.9 25.225 16.232 22.486     1262.492024         1441.49 -12.4
      72.076170     2931.138513      585.583280      599.461910  -2.3 7.461 7.634 8.453      433.834611         456.379  -4.9
       6.034293     2946.302793     1904.283560     1876.080840   1.5 16.997 12.250 15.986     1630.525804         1781.61  -8.5
      63.675670     2931.625447      500.099950      518.043680  -3.5 7.875 7.834 8.779      373.003072          398.62  -6.4
      47.005797     2936.616360      253.991840      303.407170 -16.3 7.484 7.645 8.470      188.240210         231.121 -18.6
       9.999517     2950.488933     2224.709960     2164.829420   2.8 10.211 8.965 10.625     1722.212139         1765.67  -2.5
       0.836253     2950.980900     2171.973090     2168.667620   0.2 15.619 11.583 14.897     1823.514752         2000.44  -8.8
      13.327453     2951.249663     2208.871590     2242.316670  -1.5 8.050 7.919 8.918     1652.200661         1733.19  -4.7
      35.933310     2938.236270      499.783000      421.162950  18.7 10.464 9.087 10.824      388.424382          345.61  12.4
      62.785293     2931.359873      508.135660      531.907640  -4.5 8.140 7.963 8.989      380.629424         412.078  -7.6
       8.156063     2942.970503     1708.468980     1708.079130   0.0 19.629 13.524 18.065     1517.277228         1710.87 -11.3
      58.083277     2933.354480      410.749210      433.753920  -5.3 7.646 7.723 8.598      305.221883           331.8  -8.0
      45.256087     2931.192803      341.113840      381.376630 -10.6 13.907 10.754 13.545      279.321744         338.898 -17.6
      19.577963     2948.593860     1605.129520     1693.286300  -5.2 8.006 7.898 8.883     1199.752848         1307.34  -8.2
      27.137847     2945.237553      676.335440      780.586720 -13.4 7.562 7.683 8.532      501.895382         595.828 -15.8
      25.112657     2936.402253     1013.053540      891.120330  13.7 17.898 12.686 16.697      878.456818         862.097   1.9
      11.894277     2932.990187     1271.306140     1240.734070   2.5 27.010 17.096 23.896     1242.566398         1423.61 -12.7
      20.398657     2948.647943     1507.148160     1572.228330  -4.1 7.952 7.872 8.840     1125.530465         1212.19  -7.1
       0.415747     2946.207237     1805.567800     1846.720250  -2.2 21.893 14.619 19.853     1652.956281         1932.28 -14.5
      28.247143     2942.912647      667.154790      709.240760  -5.9 9.887 8.808 10.369      513.850565         573.935 -10.5
      38.936593     2934.325263      445.804880      388.041370  14.9 12.975 10.303 12.808      360.018300         337.674   6.6
       2.378563     2952.172737     2301.094380     2258.774230   1.9 12.727 10.183 12.613     1851.402545         1954.55  -5.3
      43.003673     2934.596207      316.133330      320.348140  -1.3 10.904 9.300 11.172      247.377753         265.665  -6.9
      58.697787     2932.601947      428.946490      456.684720  -6.1 8.398 8.088 9.192      322.649858         356.128  -9.4
       4.855037     2956.239917     3006.004010     2923.892200   2.8 7.860 7.827 8.767     2241.522964         2249.02  -0.3
      26.425710     2941.260333      847.937430      837.138370   1.3 12.240 9.947 12.227      677.226327         716.325  -5.5
      29.920297     2943.417253      593.355500      619.221230  -4.2 8.483 8.129 9.259      446.924964         483.912  -7.6
      24.890200     2946.487830      893.747140      994.173090 -10.1 7.812 7.804 8.730      665.932969         763.764 -12.8
