       x_coord        y_coord           Rho           Rho_Ref      %     Depth    Temp    Temp_Ref    Rho_cT     Rho_ref_cT  %_cT
      45.667713     2937.206547      289.868650      311.943330  -7.1 7.293 8.334 8.320      219.824739         236.452  -7.0
       9.725517     2945.881393     1980.474530     1932.586870   2.5 15.619 14.445 14.897     1804.462466         1782.65   1.2
       0.792690     2958.328167     3678.378720     3802.777160  -3.3 8.272 9.053 9.093     2855.573550         2955.97  -3.4
      22.868373     2942.313987     1090.979320     1099.048300  -0.7 12.686 12.293 12.580      935.311032         950.126  -1.6
      41.439830     2938.613330      407.142640      378.303010   7.6 7.487 8.476 8.472      310.204155         288.196   7.6
      18.396597     2943.783793     1580.735010     1570.840320   0.6 13.516 12.902 13.236     1379.266058         1383.75  -0.3
      28.612330     2940.721017      687.199520      690.057960  -0.4 11.179 11.186 11.389      570.141450         576.015  -1.0
      23.825393     2947.115267     1127.454270     1120.011500   0.7 7.885 8.768 8.787      867.248883         862.043   0.6
      17.825947     2948.724597     1918.582430     1936.956380  -0.9 8.575 9.275 9.333     1500.108131         1517.25  -1.1
      36.163330     2936.289350      476.288580      417.928120  14.0 11.811 11.650 11.888      400.677933         354.073  13.2
      53.997140     2934.909490      549.815390      532.513480   3.2 7.591 8.552 8.555      419.954940         406.767   3.2
      11.716223     2948.519097     2176.152070     2124.676180   2.4 11.481 11.408 11.628     1817.521114         1786.21   1.8
       6.037507     2955.748623     2738.322010     2689.591580   1.8 7.551 8.524 8.524     2089.593581          2052.4   1.8
      21.202367     2943.399097     1319.120460     1316.773400   0.2 12.401 12.083 12.355     1123.998126         1130.93  -0.6
      48.509527     2931.960490      369.299200      399.171170  -7.5 11.640 11.524 11.753      309.513326         336.833  -8.1
      28.270550     2944.927843      689.638780      714.651350  -3.5 7.872 8.759 8.777      530.317758         549.871  -3.6
      27.982323     2939.129297      741.571770      727.654420   1.9 13.671 13.015 13.358      649.158808         643.207   0.9
      13.301213     2935.837427     1334.403310     1307.715600   2.0 23.463 20.203 21.093     1407.879612         1408.85  -0.1
      22.232673     2942.401660     1189.984150     1192.701230  -0.2 13.398 12.815 13.143     1035.743692         1047.87  -1.2
      20.578467     2931.161683     1060.821690     1005.486790   5.5 25.438 21.653 22.654     1157.693712         1122.48   3.1
       1.491390     2940.097207     1569.462030     1562.470650   0.4 26.503 22.434 23.495     1743.438544         1777.12  -1.9
      29.418430     2935.543210      742.372150      686.832380   8.1 16.357 14.987 15.480      686.450723          643.56   6.7
       1.354537     2938.386680     1519.108860     1513.615780   0.4 28.213 23.690 24.847     1735.185689         1772.69  -2.1
      29.555213     2936.493357      711.539110      663.479800   7.2 15.407 14.289 14.729      645.534460         609.228   6.0
      22.833907     2937.156203     1070.575980     1041.815230   2.8 17.844 16.078 16.655     1019.143942         1006.77   1.2
       0.216770     2953.546393     2458.824600     2463.241360  -0.2 14.554 13.663 14.055     2192.247632         2220.33  -1.3
       6.693283     2945.123387     1860.119900     1821.971920   2.1 18.177 16.323 16.918     1782.117108         1772.67   0.5
      28.995143     2943.122837      646.747680      668.586010  -3.3 8.777 9.423 9.492      508.075853         526.377  -3.5
      48.195530     2933.016253      337.456850      368.464900  -8.4 11.084 11.116 11.314      279.384466         306.877  -9.0
      30.893847     2941.988500      549.477100      562.621560  -2.3 9.111 9.669 9.756      435.032540         446.666  -2.6
      18.307727     2939.018200     1327.432510     1305.039340   1.7 18.282 16.400 17.001     1274.329757         1272.43   0.1
      28.842607     2937.319030      725.202420      686.070630   5.7 14.581 13.683 14.077      646.942704         618.784   4.6
      19.308873     2938.301870     1265.669310     1242.380610   1.9 18.298 16.412 17.014     1215.416604         1211.74   0.3
       0.189033     2957.898770     3455.285660     3542.920780  -2.5 10.201 10.469 10.617     2804.715846         2888.98  -2.9
      15.430153     2936.307187     1310.578370     1281.270590   2.3 22.393 19.417 20.248     1357.016031         1353.29   0.3
      42.134037     2936.189140      336.371130      324.538710   3.6 9.911 10.256 10.388      271.246052         262.776   3.2
      36.880383     2936.971257      457.185510      399.585170  14.4 11.129 11.149 11.350      378.886714         333.151  13.7
      20.812117     2942.478910     1328.019530     1323.720670   0.3 13.321 12.759 13.082     1154.005023         1160.96  -0.6
      18.849003     2937.111023     1243.705880     1214.789570   2.4 20.189 17.800 18.507     1237.478108          1230.2   0.6
      26.156480     2939.551853      859.974640      852.511070   0.9 13.948 13.219 13.577      757.184788         758.245  -0.1
      40.730753     2934.505560      372.689350      352.978390   5.6 12.194 11.932 12.192      316.149725         301.722   4.8
       0.972953     2956.841383     3015.571450     3099.072670  -2.7 9.759 10.144 10.267     2423.299802         2499.97  -3.1
       0.041147     2935.895690     1450.241510     1447.354360   0.2 32.204 26.619 27.999     1762.730606         1809.17  -2.6
      41.846377     2935.368233      342.921000      329.954290   3.9 10.732 10.858 11.036      281.693431          272.51   3.4
       0.244377     2957.240620     3137.900710     3211.937960  -2.3 10.859 10.952 11.137     2584.985501         2660.84  -2.9
       7.359920     2951.744700     2287.698770     2197.892290   4.1 10.855 10.949 11.134     1884.422502         1820.61   3.5
      56.894817     2932.392040      429.798860      460.626170  -6.7 9.208 9.740 9.832      341.041530          366.57  -7.0
      15.966163     2939.876467     1462.776260     1440.059760   1.6 18.824 16.797 17.429     1418.800371         1419.49  -0.0
      14.644670     2935.318277     1296.841540     1267.085520   2.3 23.382 20.143 21.030     1366.325586         1363.05   0.2
      21.241460     2934.018653     1079.424390     1033.286370   4.5 21.781 18.969 19.765     1105.560001         1078.89   2.5
      21.498063     2941.806490     1241.990020     1239.531750   0.2 13.994 13.252 13.613     1094.573018         1103.58  -0.8
      21.650833     2935.330547     1085.713260     1046.156710   3.8 20.469 18.006 18.729     1085.864514         1065.22   1.9
      37.045170     2933.789750      499.817740      449.412010  11.2 14.310 13.485 13.863      443.397306         402.933  10.0
      17.857993     2944.551283     1671.483000     1661.635670   0.6 12.749 12.339 12.629     1434.907750         1438.54  -0.3
       2.698337     2937.779280     1493.922640     1486.013520   0.5 27.121 22.888 23.983     1676.465046          1708.3  -1.9
       3.859533     2938.860203     1516.233800     1505.893500   0.7 25.240 21.507 22.497     1649.169708         1675.21  -1.6
      21.251177     2944.954313     1363.080620     1357.008700   0.4 10.846 10.942 11.126     1122.555880         1123.81  -0.1
      31.337010     2936.130353      644.531050      589.220330   9.4 14.970 13.969 14.384      579.573862         535.955   8.1
      16.881110     2945.826380     1805.908950     1798.251240   0.4 12.274 11.990 12.254     1534.563620         1539.94  -0.3
      55.080673     2931.429783      462.313780      492.274520  -6.1 10.670 10.813 10.987      379.246814         405.972  -6.6
      22.068137     2944.974020     1284.605200     1280.594520   0.3 10.826 10.927 11.111     1057.463440         1060.03  -0.2
      36.747927     2932.800363      528.655260      477.837930  10.6 15.300 14.211 14.645      478.577450         437.756   9.3
      56.065123     2932.421857      441.763690      468.579370  -5.7 9.678 10.085 10.204      354.346990          377.25  -6.1
      30.527223     2936.715440      667.331180      619.286070   7.8 14.385 13.539 13.922      592.911456         556.147   6.6
      12.336110     2943.550687     1794.021290     1766.468920   1.6 16.449 15.055 15.553     1661.927104          1658.4   0.2
      20.911997     2936.333543     1128.642900     1094.504270   3.1 19.466 17.269 17.936     1108.027484         1092.77   1.4
      26.865600     2932.489173      884.883680      819.157290   8.0 21.011 18.403 19.157      893.797563         842.842   6.0
      55.827663     2931.644640      454.493640      486.053800  -6.5 10.455 10.655 10.818      371.039875          398.78  -7.0
      41.542927     2933.940283      364.073580      350.360130   3.9 12.160 11.906 12.164      308.609051         299.244   3.1
      11.097457     2943.318157     1776.796560     1746.997780   1.7 17.382 15.739 16.290     1676.375031          1672.3   0.2
      19.573653     2936.154413     1180.447930     1146.411420   3.0 20.446 17.988 18.710     1180.095400         1166.76   1.1
       6.978090     2961.178620     4021.893320     3633.183430  10.7 1.421 3.851 3.504     2599.222811         2316.52  12.2
       6.337507     2961.913220     4125.598320     3892.993190   6.0 1.387 3.807 3.458     2661.711681         2477.69   7.4
       6.593733     2960.980167     3416.577960     3209.935140   6.4 2.320 4.695 4.403     2280.124865         2118.77   7.6
      38.900147     2944.948443     2206.448310     1990.920550  10.8 2.352 4.716 4.426     1473.674411         1315.29  12.0
      39.237993     2944.758533     2033.617630     1896.445890   7.2 1.941 4.403 4.087     1342.339769         1236.83   8.5
      49.185347     2942.877963     2139.609540     1734.711110  23.3 0.722 2.756 2.366     1324.226884         1056.71  25.3
      36.928837     2946.696820     3337.171600     3005.533920  11.0 1.403 3.828 3.480     2154.790372         1914.52  12.6
      32.471517     2949.910957     4993.421730     4673.999650   6.8 0.289 1.832 1.411     2975.019004         2735.62   8.8
      58.215557     2939.980530      696.604050      551.259670  26.4 1.019 3.277 2.906      440.206482         343.243  28.2
      29.390307     2950.826723     4402.192750     3888.875750  13.2 1.073 3.362 2.995     2791.251973         2430.01  14.9
      64.312053     2938.951287      393.581500      278.165320  41.5 0.149 1.485 1.055      231.085931         160.326  44.1
      79.896083     2935.805953     1133.021900     1081.073010   4.8 2.994 5.048 4.802      766.138729         724.379   5.8
      18.238240     2955.000500     1504.563430     1565.168030  -3.9 2.300 4.681 4.388     1003.587131         1032.53  -2.8
      70.046917     2933.894193      661.664510      585.574360  13.0 5.006 6.655 6.513      474.004233         417.406  13.6
      29.353197     2951.548240     3710.533260     3197.324900  16.1 0.352 1.979 1.563     2224.332638         1883.46  18.1
       3.186477     2964.282333     4770.065540     4813.038040  -0.9 0.618 2.552 2.155     2927.904267          2906.5   0.7
      22.220173     2953.121070     1326.871700     1305.114320   1.7 2.679 4.905 4.637      892.478915         869.093   2.7
      67.149153     2936.925243      445.996580      419.826810   6.2 2.275 4.664 4.369      297.303685         276.763   7.4
      18.075410     2953.578453     1993.815750     2016.388800  -1.1 3.722 5.713 5.498     1381.346194         1386.17  -0.3
       7.644703     2957.842123     2843.744950     2741.917040   3.7 4.758 6.473 6.317     2024.268698         1941.05   4.3
      72.224287     2936.337143      818.663590      763.060830   7.3 2.263 4.656 4.360      545.556439         502.861   8.5
      52.220600     2938.268187      835.511100      813.217990   2.7 4.732 6.454 6.296      594.343957         575.273   3.3
      21.855837     2951.629387     1412.934780     1420.252210  -0.5 4.171 6.042 5.853      990.546035         988.949   0.2
       3.723333     2959.564377     4486.733360     4689.201910  -4.3 5.336 6.897 6.773     3241.367210         3373.08  -3.9
      54.480393     2938.201007     1398.185920     1181.514430  18.3 4.299 6.136 5.954      983.500069         825.707  19.1
      21.153360     2955.711983     2271.119730     2169.391170   4.7 0.088 1.328 0.893     1324.534782          1241.6   6.7
      66.913433     2938.808867      998.883610      728.390590  37.1 0.391 2.069 1.656      601.042375         430.767  39.5
      69.436583     2933.860807      617.973250      546.877780  13.0 5.239 6.827 6.697      445.351180         392.343  13.5
      18.684733     2955.654170     1518.884720     1489.481830   2.0 1.646 4.113 3.780      991.566691         959.958   3.3
      20.224067     2952.061630     1513.320140     1537.992090  -1.6 4.538 6.312 6.143     1071.134154          1082.1  -1.0
      65.445640     2934.051097      464.066420      440.516760   5.3 5.149 6.760 6.626      333.667167         315.252   5.8
       5.184353     2958.122730     3447.713340     3513.801770  -1.9 5.977 7.368 7.280     2531.338276         2572.11  -1.6
      38.636763     2941.204207      565.131580      509.128760  11.0 6.096 7.455 7.374      416.153161         373.875  11.3
      21.045350     2953.415873     1433.387960     1334.262280   7.4 2.384 4.737 4.449      958.103530          882.24   8.6
      32.672710     2949.674407     5375.589920     4858.602910  10.6 0.526 2.363 1.959     3274.079076         2910.21  12.5
       4.665820     2959.928820     4197.053050     4278.165100  -1.9 4.171 6.043 5.853     2942.411766         2979.02  -1.2
      55.118120     2939.640800     1868.107860     1651.638670  13.1 2.459 4.783 4.500     1250.846654         1094.21  14.3
       6.738343     2961.942937     4717.623050     4480.770570   5.3 1.357 3.768 3.418     3039.124914         2847.27   6.7
      49.086763     2937.534413      314.216210      365.273940 -14.0 6.066 7.433 7.350      231.209237         268.018 -13.7
      28.060280     2947.411993      824.749990      869.447870  -5.1 5.388 6.936 6.815      596.619933         626.318  -4.7
      39.018927     2940.467787      513.138090      458.414130  11.9 6.832 7.996 7.955      384.800240           343.3  12.1
      21.825530     2953.831153     2004.176880     1721.463070  16.4 1.969 4.427 4.113     1324.105829         1123.81  17.8
       7.203920     2956.252193     2787.233040     2701.282490   3.2 6.348 7.640 7.573     2065.359798         1997.11   3.4
      23.705863     2950.548060     1839.872390     1704.026420   8.0 4.452 6.249 6.075     1299.351147         1196.01   8.6
      40.251780     2945.231813     2854.618070     2582.869420  10.5 1.468 3.909 3.565     1848.982873         1650.76  12.0
      18.833343     2953.420093     1790.943890     1785.498850   0.3 3.880 5.829 5.623     1245.997763         1233.03   1.1
       8.675690     2957.207933     2746.853930     2641.067560   4.0 4.292 6.131 5.949     1931.819534         1845.36   4.7
      72.793853     2937.200113      799.280010      702.944890  13.7 1.400 3.824 3.476      516.006279         447.697  15.3
      18.366307     2954.483120     1607.337250     1651.461340  -2.7 2.817 4.971 4.713     1083.802452         1102.88  -1.7
      22.818483     2948.815627     1385.217740     1337.126450   3.6 6.184 7.520 7.444     1022.302074         984.247   3.9
      78.550063     2937.810850     1786.123260     1672.500100   6.8 0.789 2.882 2.496     1111.042988         1024.23   8.5
      15.037293     2958.586013     8446.447180     6793.193380  24.3 0.114 1.396 0.963     4940.349021         3899.77  26.7
       5.316540     2961.262313     3751.646690     3535.798190   6.1 2.838 4.981 4.724     2530.564948         2362.25   7.1
      28.392683     2947.929550      940.141410      983.667970  -4.4 4.870 6.556 6.406      671.164823         698.543  -3.9
       3.230820     2959.726780     4820.832530     5070.252930  -4.9 5.173 6.778 6.645     3468.365135         3630.91  -4.5
      18.092593     2957.224827     3983.458670     2540.165080  56.8 0.075 1.294 0.858     2319.814482         1451.59  59.8
      60.848383     2939.000520      797.729890      607.318680  31.4 1.099 3.403 3.037      506.615302          380.13  33.3
      38.931543     2942.621610      740.227300      691.848010   7.0 4.678 6.415 6.254      525.837810         488.686   7.6
       3.504627     2964.125373     4803.897430     4689.928210   2.4 0.775 2.855 2.468     2985.016169         2868.85   4.0
      10.195397     2957.586753     2883.583650     2792.815210   3.3 3.113 5.266 5.017     1965.603644         1886.37   4.2
       4.180983     2960.110620     4601.962350     4727.816770  -2.7 3.989 5.909 5.710     3210.927687         3275.15  -2.0
       7.020780     2961.703657     4681.951220     4343.236580   7.8 0.896 3.072 2.693     2934.676188         2681.22   9.5
      20.321150     2952.563040     1434.292570     1433.628450   0.0 4.037 5.944 5.747     1002.001380         994.479   0.8
      78.336810     2934.482533      903.542640      815.312800  10.8 4.117 6.003 5.811      632.552581         566.862  11.6
      70.670007     2937.719930      622.200520      558.774890  11.4 1.180 3.523 3.162      397.017104         351.499  12.9
      56.845760     2938.704650      530.035060      465.378550  13.9 2.895 5.006 4.754      357.857758         311.264  15.0
      78.641323     2932.325993      846.793770      801.972080   5.6 6.274 7.586 7.514      626.333542         591.744   5.8
      36.629950     2946.935760     4188.771180     3684.132520  13.7 1.164 3.500 3.138     2670.362029         2315.29  15.3
      24.092380     2950.236967     1724.954720     1596.239640   8.1 4.063 5.963 5.768     1205.884185          1108.1   8.8
      79.765803     2935.276010     1059.449180      999.960030   5.9 3.524 5.568 5.342      730.161998         683.521   6.8
      20.536003     2949.964077     1598.454830     1608.394260  -0.6 6.636 7.852 7.800     1192.917497         1198.27  -0.4
      49.782547     2937.371647      352.730480      404.985840 -12.9 6.228 7.553 7.478      260.602658         298.458 -12.7
      82.589083     2934.808897     1146.265420     1116.403360   2.7 4.291 6.131 5.948      806.130332          780.03   3.3
      28.803570     2949.322540     1767.285540     1712.219090   3.2 2.577 4.851 4.576     1186.340405          1137.6   4.3
       6.067420     2961.703443     3585.333110     3344.975840   7.2 1.597 4.059 3.722     2335.730076         2151.02   8.6
      54.962253     2937.889857     1061.957010      904.835190  17.4 4.210 6.071 5.884      745.261373         630.761  18.2
      71.569607     2937.756173      827.465230      676.514040  22.3 0.844 2.980 2.598      516.758454         416.023  24.2
      29.031457     2945.760647      709.279210      719.961740  -1.5 6.139 7.487 7.408      522.867938         529.317  -1.2
      65.323923     2938.046090      763.777780      609.513690  25.3 1.054 3.332 2.963      483.701629         380.382  27.2
      22.121810     2953.508007     1676.607640     1546.008280   8.4 2.292 4.676 4.382     1118.131559         1019.68   9.7
      20.044013     2953.097510     1466.391010     1433.688960   2.3 3.502 5.552 5.325     1010.043794         979.388   3.1
      54.853263     2937.127970      863.037600      751.698760  14.8 4.972 6.630 6.486      617.729283          535.32  15.4
       6.462860     2960.448587     3285.813250     3129.208920   5.0 2.851 4.987 4.731     2216.857121         2091.17   6.0
       9.101830     2959.554497     2908.700840     2756.362510   5.5 1.946 4.407 4.091     1920.218884         1797.92   6.8
       4.901707     2957.589713     3288.861400     3365.518370  -2.3 6.510 7.760 7.701     2446.875795         2498.99  -2.1
       7.375953     2960.182867     3408.549300     3025.616990  12.7 2.417 4.757 4.472     2280.105744         2002.33  13.9
       3.244850     2960.849813     5999.106990     6139.846740  -2.3 4.050 5.954 5.758     4192.451382         4260.69  -1.6
       8.343913     2961.876670     4222.545410     3110.214080  35.8 0.723 2.759 2.369     2613.637253          1894.8  37.9
      15.519450     2956.245030     2666.713580     2460.222530   8.4 2.455 4.781 4.497     1785.406914         1629.73   9.6
      59.146300     2937.218250      566.709740      553.412280   2.4 3.782 5.757 5.546      393.251279         381.102   3.2
      21.338590     2955.363803     4270.912130     3880.244200  10.1 0.436 2.169 1.760     2580.631631         2304.85  12.0
      43.317397     2942.427820     1275.712680     1175.210190   8.6 3.072 5.236 4.985      868.632121         792.827   9.6
      23.094403     2950.440373     1656.643930     1571.275850   5.4 4.560 6.328 6.160     1173.225506         1106.18   6.1
      58.850313     2939.588690      725.237150      592.894450  22.3 1.411 3.838 3.491      468.467825         377.832  24.0
      21.333830     2951.860720     1369.142350     1387.353260  -1.3 3.939 5.872 5.670      954.033140         959.703  -0.6
      66.164083     2938.025900      861.050240      667.267500  29.0 1.174 3.515 3.153      549.235666         419.595  30.9
      64.024183     2938.890767      373.268300      264.590820  41.1 0.209 1.638 1.212      220.579254         153.539  43.7
       7.404227     2961.864583     5839.083420     5082.125520  14.9 0.735 2.782 2.392     3617.569180         3099.14  16.7
      29.688307     2950.653353     5025.213210     4331.716030  16.0 1.247 3.619 3.261     3218.482771         2735.63  17.7
      22.030363     2951.035713     1499.138470     1482.104270   1.1 4.764 6.478 6.322     1067.311092          1049.4   1.7
      19.594467     2953.246133     1581.922770     1559.128310   1.5 3.354 5.443 5.208     1085.307293          1060.5   2.3
       7.305180     2957.383397     2906.251790     2821.797030   3.0 5.217 6.810 6.679     2093.226822         2023.17   3.5
      28.136360     2950.529487     2314.866670     2040.360370  13.5 2.271 4.661 4.366     1542.932436          1344.9  14.7
      32.830430     2947.956323     3404.242010     2962.379910  14.9 2.244 4.642 4.346     2267.436498         1951.14  16.2
      46.471843     2943.058090     2948.575980     2988.947600  -1.4 1.442 3.876 3.531     1907.460081         1907.76  -0.0
      78.961277     2934.555337      954.448180      878.804500   8.6 4.045 5.950 5.753      666.915470         609.743   9.4
      47.420643     2941.197473     1353.885390     1161.382790  16.6 2.903 5.009 4.757      914.192362         776.884  17.7
      74.461543     2935.691040      587.653690      606.068600  -3.0 2.609 4.868 4.595      394.730249         402.963  -2.0
      71.163773     2938.522853      754.706680      652.393990  15.7 0.377 2.037 1.623      453.518400         385.288  17.7
      58.133177     2936.141190      403.776830      399.016780   1.2 4.859 6.547 6.396      288.169120         283.267   1.7
      37.901947     2941.464003      581.949610      520.553070  11.8 5.836 7.265 7.168      425.763360         379.593  12.2
      73.098800     2937.885230      836.495180      615.242190  36.0 0.415 2.122 1.711      504.442764         364.695  38.3
      55.353713     2936.825203      618.823190      555.196850  11.5 5.275 6.853 6.725      446.367992         398.702  12.0
      18.399453     2953.230437     1966.741970     1974.873350  -0.4 4.070 5.968 5.773     1375.148879          1371.2   0.3
       8.510317     2961.572967     4478.439910     3113.978540  43.8 0.000 1.092 0.650     2585.430855         1763.29  46.6
      30.284890     2949.671080     3688.944500     3129.670170  17.9 1.429 3.860 3.514     2384.919811         1996.25  19.5
      22.823973     2949.933763     1539.399630     1473.279700   4.5 5.066 6.700 6.560     1104.504485         1051.93   5.0
      48.873633     2942.741997     2271.542460     1755.938690  29.4 0.858 3.005 2.624     1420.020582         1080.96  31.4
      28.688663     2948.916083     1376.436180     1383.472570  -0.5 2.984 5.044 4.797      930.591879         926.835   0.4
      21.441807     2953.856983     1679.701220     1485.919270  13.0 1.943 4.404 4.089     1108.785884         969.147  14.4
       0.989900     2962.481760     8008.645400     7730.601620   3.6 4.118 6.004 5.811     5606.810101         5374.97   4.3
       0.711527     2960.049157     4890.610490     4977.762030  -1.8 8.051 8.890 8.918     3776.812711         3847.58  -1.8
      77.145023     2937.606473     1915.825980     1658.398700  15.5 1.094 3.394 3.027     1216.248213         1037.62  17.2
      58.640907     2935.848530      414.129000      420.872650  -1.6 5.151 6.762 6.628      297.781300         301.215  -1.1
      58.605680     2939.926077      650.673460      518.491560  25.5 1.074 3.363 2.996      412.582035           324.0  27.3
       3.158310     2964.629123     4877.833110     4993.255430  -2.3 0.271 1.788 1.367     2900.852145         2916.88  -0.5
      51.374413     2939.009150      670.018160      713.904460  -6.1 4.391 6.204 6.027      472.427847         500.211  -5.6
      32.937220     2948.322187     4199.486940     3624.701050  15.9 1.878 4.346 4.026     2765.940905         2358.41  17.3
      26.222600     2952.540833     4324.096720     3885.193980  11.3 0.959 3.179 2.804     2721.876558         2409.18  13.0
      81.969713     2934.686300     1113.293980     1084.917270   2.6 4.214 6.074 5.887      781.361348         756.372   3.3
      14.507193     2952.826363     2426.377470     2329.625060   4.2 6.474 7.733 7.672     1803.565672         1728.13   4.4
      72.382133     2934.496603      707.861190      670.326170   5.6 4.103 5.993 5.800      495.377055         465.871   6.3
      66.836323     2938.441070      938.408410      696.739660  34.7 0.759 2.826 2.438      582.419478         425.675  36.8
      81.593737     2935.305330     1121.081460     1099.950450   1.9 3.595 5.619 5.398      774.092379         753.405   2.7
      15.716940     2953.569193     2379.652150     2306.853330   3.2 5.131 6.747 6.611     1710.197169         1650.05   3.6
      15.165950     2953.983807     2474.622600     2360.776680   4.8 4.716 6.443 6.284     1759.622781         1669.29   5.4
      12.945460     2957.354457     2586.947290     2585.882100   0.0 2.646 4.888 4.617     1738.917790         1720.71   1.1
      72.312467     2933.286463      639.642610      607.800330   5.2 5.314 6.881 6.756      461.840112         436.943   5.7
      58.562087     2937.343670      509.150150      481.511470   5.7 3.656 5.665 5.447      352.137736         330.395   6.6
      84.060227     2938.083980     1254.177180     1239.496730   1.2 1.016 3.272 2.900      792.380895         771.597   2.7
      48.525320     2938.742163      385.890660      431.980910 -10.7 4.858 6.547 6.396      275.397152          306.66 -10.2
      45.345573     2939.810773      626.566780      627.158240  -0.1 5.289 6.863 6.736      452.119488         450.558   0.3
      66.925757     2936.490120      445.691940      412.824770   8.0 2.710 4.920 4.654      299.954087         275.088   9.0
       5.585900     2960.130723     3652.559400     3618.451220   0.9 3.169 5.307 5.062     2493.533703         2448.04   1.9
      28.339100     2952.166397     5264.910640     4244.606070  24.0 0.634 2.584 2.188     3235.844528         2566.73  26.1
      65.156960     2933.618340      468.528880      458.070430   2.3 5.482 7.005 6.889      339.736585         330.824   2.7
      10.750913     2957.446517     3039.877780     2956.610440   2.8 3.253 5.369 5.128     2079.964661         2005.19   3.7
      51.925090     2938.820887      838.259560      832.985400   0.6 4.179 6.048 5.859      587.797422         580.164   1.3
       9.243050     2957.351650     2739.746850     2640.559980   3.8 4.148 6.026 5.835     1919.595976         1837.51   4.5
      81.126217     2938.666097     1281.137560     1335.287670  -4.1 0.234 1.698 1.274      759.021467         776.942  -2.3
      70.779067     2938.065803      612.535610      544.008010  12.6 0.834 2.963 2.580      382.270521         334.296  14.4
      52.407793     2936.510727      647.109620      633.093190   2.2 6.489 7.744 7.685      481.192738         469.827   2.4
      59.563823     2937.727247      704.179070      686.595190   2.6 2.873 4.996 4.742      475.258906         459.024   3.5
      75.666223     2934.090147      663.202730      613.788510   8.1 4.410 6.218 6.042      467.853574         430.293   8.7
      18.886363     2952.353567     1889.316780     1905.479720  -0.8 4.946 6.612 6.466     1351.413232         1356.02  -0.3
      52.644930     2937.168000      761.282780      731.480770   4.1 5.832 7.262 7.165      556.910456         533.346   4.4
      41.563563     2944.324687     1457.978570     1375.368810   6.0 1.775 4.247 3.922      956.702329         891.298   7.3
      51.993910     2937.695637      697.504960      695.668720   0.3 5.304 6.874 6.748      503.500959         499.985   0.7
      36.869603     2946.344077     2365.698240     2252.094730   5.0 1.756 4.228 3.901     1551.188099          1458.3   6.4
      19.437383     2950.605473     1749.166350     1786.438550  -2.1 5.995 7.381 7.294     1284.805595         1308.28  -1.8
      57.588573     2941.125730     3981.049550     2792.168370  42.6 0.474 2.253 1.846     2413.784620         1664.54  45.0
      52.385733     2941.866247     2875.174960     2563.270420  12.2 1.134 3.455 3.091     1829.677892         1607.86  13.8
      65.216970     2938.392660      597.770870      466.696090  28.1 0.707 2.728 2.337      369.547546         283.952  30.1
      74.211700     2936.122493      565.227730      613.764100  -7.9 2.178 4.595 4.293      375.798778         403.448  -6.9
      49.047083     2938.478713      355.322770      412.008410 -13.8 5.121 6.740 6.604      255.299618         294.625 -13.3
       7.658413     2959.816663     3165.168710     2872.075410  10.2 2.783 4.956 4.695     2132.991553         1916.75  11.3
      56.298557     2939.547517      768.799520      695.675540  10.5 2.052 4.497 4.188      509.275403         455.464  11.8
      71.845983     2934.799297      767.003310      701.528310   9.3 3.801 5.771 5.561      532.505772         483.363  10.2
      30.734290     2947.570813     1346.117830     1258.337370   7.0 3.529 5.571 5.346      927.859588         860.264   7.9
      11.531673     2955.736573     2674.998540     2621.490090   2.0 4.263 6.110 5.926     1879.878930          1830.2   2.7
      70.950000     2938.704153      677.323540      601.151910  12.7 0.196 1.604 1.177      399.694311         348.327  14.7
      71.812363     2936.602523      870.540680      762.442240  14.2 1.997 4.451 4.139      575.676645         498.241  15.5
      45.860380     2939.532260      551.733800      560.824130  -1.6 4.968 6.627 6.483      394.866504         399.342  -1.1
      31.109810     2947.318693     1335.702590     1237.469210   7.9 3.781 5.756 5.545      926.860008         852.159   8.8
      69.935557     2938.828120     1024.330360      823.981210  24.3 0.272 1.790 1.369      609.232010         481.392  26.6
      77.772743     2937.106623     1641.903930     1382.134350  18.8 1.493 3.939 3.597     1064.738013          884.45  20.4
      23.247730     2949.357597     1435.438450     1372.816890   4.6 5.642 7.123 7.015     1045.089728         995.824   4.9
      74.645233     2934.022643      623.535570      599.043430   4.1 4.477 6.267 6.095      440.642907         420.755   4.7
      60.922170     2938.654453      752.304100      637.777360  18.0 1.446 3.881 3.536      486.756914          407.15  19.6
      72.910070     2936.897057      720.828170      702.837270   2.6 1.703 4.174 3.844      471.669271         454.099   3.9
       8.365980     2956.687393     2762.757460     2654.663860   4.1 5.913 7.321 7.229     2025.160067         1939.83   4.4
      53.510513     2942.407233     1891.313620     1613.719010  17.2 0.093 1.341 0.906     1103.618138         924.089  19.4
      34.547867     2945.201087     1138.716980     1177.516600  -3.3 4.299 6.136 5.954      800.984959         822.912  -2.7
       1.876347     2963.592237     7618.938450     7380.782600   3.2 3.008 5.189 4.934     5178.725419         4969.87   4.2
      81.023737     2935.328127     1104.153200     1079.485360   2.3 3.572 5.603 5.380      761.941745         738.902   3.1
      76.351210     2936.311770      948.203020      768.764140  23.3 2.388 4.739 4.452      633.858558         508.377  24.7
      29.938150     2946.833760      935.473100      907.353350   3.1 5.066 6.700 6.560      671.193043         647.858   3.6
      47.831580     2941.436077     1652.492750     1319.413990  25.2 2.664 4.897 4.628     1111.180795         878.328  26.5
