       x_coord        y_coord           Rho           Rho_Ref      %     Depth    Temp    Temp_Ref    Rho_cT     Rho_ref_cT  %_cT
      18.729017     2934.646280     1109.610210     1133.196350  -2.1 22.654 5.116 20.454      752.208968         1202.73 -37.5
       8.732390     2943.985727     1916.963980     1783.942440   7.5 17.514 5.311 16.394     1308.876761         1712.33 -23.6
      13.340243     2951.980563     2277.902360     2257.344090   0.9 7.319 5.699 8.340     1577.382445         1712.22  -7.9
      19.657987     2933.513517     1059.207270     1071.068890  -1.1 23.086 5.100 20.796      717.605153         1145.95 -37.4
      34.366747     2941.519303      500.196280      492.588560   1.5 7.981 5.674 8.863      346.057439         380.066  -8.9
      10.574743     2951.102187     2405.057920     2192.892560   9.7 9.598 5.612 10.140     1660.228352          1762.0  -5.8
      22.011300     2947.518993     1259.920660     1344.741750  -6.3 8.281 5.662 9.100      871.308202         1045.54 -16.7
      20.004773     2946.818233     1461.355550     1549.352440  -5.7 9.782 5.605 10.286     1008.528604         1250.54 -19.4
       0.363200     2942.958457     1738.752770     1699.636250   2.3 25.142 5.022 22.420     1174.597633         1887.44 -37.8
      13.126763     2947.620140     2248.139640     2086.383280   7.8 11.680 5.533 11.785     1547.459827         1762.22 -12.2
      26.892840     2942.055673      712.029720      796.226010 -10.6 11.444 5.542 11.599      490.270065          668.81 -26.7
      14.229950     2947.551397     2170.732500     2062.777160   5.2 11.749 5.531 11.839     1494.036481         1745.08 -14.4
      30.507033     2943.499180      578.168160      591.376280  -2.2 7.601 5.688 8.563      400.210414         451.851 -11.4
       5.153000     2952.359040     2548.262310     2244.300250  13.5 11.741 5.531 11.833     1753.895065         1898.31  -7.6
       4.322917     2951.893573     2504.764370     2213.329550  13.2 12.206 5.513 12.201     1722.849094         1892.46  -9.0
      16.730837     2947.441093     1954.425500     1932.473900   1.1 10.659 5.572 10.979     1347.183477         1593.25 -15.4
       5.827083     2941.582690     1688.274280     1625.826000   3.8 21.717 5.152 19.715     1145.989419         1695.52 -32.4
      54.371767     2932.116007      445.986570      487.182720  -8.5 10.384 5.582 10.761      307.534560         399.019 -22.9
      36.762667     2937.910357      473.640780      401.106370  18.1 10.190 5.590 10.608      326.691251          326.98  -0.1
       9.386663     2953.760750     2479.015480     2313.122270   7.2 7.739 5.683 8.672     1715.658851          1773.7  -3.3
      22.700903     2947.556530     1169.598810     1257.937230  -7.0 7.443 5.694 8.438      809.776015         957.238 -15.4
      14.945220     2946.568847     2021.068010     1958.021840   3.2 12.131 5.516 12.142     1390.293330         1671.25 -16.8
      11.847207     2934.775163     1277.558950     1296.139280  -1.4 25.225 5.018 22.486      862.941512         1441.49 -40.1
      72.076170     2931.138513      631.035520      599.461910   5.3 7.461 5.693 8.453      436.888950         456.379  -4.3
       6.034293     2946.302793     2073.404820     1876.080840  10.5 16.997 5.331 15.986     1416.710918         1781.61 -20.5
      63.675670     2931.625447      549.011660      518.043680   6.0 7.875 5.678 8.779      379.885393          398.62  -4.7
      47.005797     2936.616360      256.234180      303.407170 -15.5 7.484 5.693 8.470      177.394894         231.121 -23.2
       9.999517     2950.488933     2425.506620     2164.829420  12.0 10.211 5.589 10.625     1672.931143         1765.67  -5.3
       0.836253     2950.980900     2379.893200     2168.667620   9.7 15.619 5.383 14.897     1629.243328         2000.44 -18.6
      13.327453     2951.249663     2333.288470     2242.316670   4.1 8.050 5.671 8.918     1614.115602         1733.19  -6.9
      35.933310     2938.236270      487.753750      421.162950  15.8 10.464 5.579 10.824      336.298595          345.61  -2.7
      62.785293     2931.359873      558.313980      531.907640   5.0 8.140 5.668 8.989      386.181218         412.078  -6.3
       8.156063     2942.970503     1808.018680     1708.079130   5.9 19.629 5.231 18.065     1230.857224         1710.87 -28.1
      58.083277     2933.354480      417.529710      433.753920  -3.7 7.646 5.686 8.598      288.998078           331.8 -12.9
      45.256087     2931.192803      365.868700      381.376630  -4.1 13.907 5.449 13.545      251.063881         338.898 -25.9
      19.577963     2948.593860     1682.387700     1693.286300  -0.6 8.006 5.673 8.883     1163.907974         1307.34 -11.0
      27.137847     2945.237553      702.920900      780.586720  -9.9 7.562 5.690 8.532      486.590407         595.828 -18.3
      25.112657     2936.402253      884.317930      891.120330  -0.8 17.898 5.297 16.697      603.478016         862.097 -30.0
      11.894277     2932.990187     1219.297480     1240.734070  -1.7 27.010 4.951 23.896      821.520534         1423.61 -42.3
      20.398657     2948.647943     1549.550930     1572.228330  -1.4 7.952 5.675 8.840     1072.088572         1212.19 -11.6
       0.415747     2946.207237     1946.527750     1846.720250   5.4 21.893 5.145 19.853     1320.965716         1932.28 -31.6
