       x_coord        y_coord           Rho           Rho_Ref      %     Depth    Temp    Temp_Ref    Rho_cT     Rho_ref_cT  %_cT
      18.729017     2934.646280     1173.460520     1133.196350   3.6 22.654 16.983 20.454     1143.622868         1202.73  -4.9
       8.732390     2943.985727     1647.751180     1783.942440  -7.6 17.514 13.910 16.394     1479.249270         1712.33 -13.6
      13.340243     2951.980563     2268.359670     2257.344090   0.5 7.319 7.813 8.340     1690.666384         1712.22  -1.3
      19.657987     2933.513517     1140.276360     1071.068890   6.5 23.086 17.242 20.796     1118.659853         1145.95  -2.4
      34.366747     2941.519303      524.869980      492.588560   6.6 7.981 8.208 8.863      396.387775         380.066   4.3
      10.574743     2951.102187     2194.533470     2192.892560   0.1 9.598 9.175 10.140     1710.391398          1762.0  -2.9
      22.011300     2947.518993     1367.756250     1344.741750   1.7 8.281 8.388 9.100     1039.085788         1045.54  -0.6
      20.004773     2946.818233     1566.891350     1549.352440   1.1 9.782 9.285 10.286     1225.524243         1250.54  -2.0
       0.363200     2942.958457     1534.854300     1699.636250  -9.7 25.142 18.471 22.420     1552.913206         1887.44 -17.7
      13.126763     2947.620140     2025.985250     2086.383280  -2.9 11.680 10.421 11.785     1642.089056         1762.22  -6.8
      26.892840     2942.055673      775.346100      796.226010  -2.6 11.444 10.280 11.599      625.698569          668.81  -6.4
      14.229950     2947.551397     2018.648830     2062.777160  -2.1 11.749 10.462 11.839     1638.217377         1745.08  -6.1
      30.507033     2943.499180      601.361450      591.376280   1.7 7.601 7.981 8.563      450.739778         451.851  -0.2
       5.153000     2952.359040     2268.751090     2244.300250   1.1 11.741 10.457 11.833     1840.926504         1898.31  -3.0
       4.322917     2951.893573     2230.680580     2213.329550   0.8 12.206 10.735 12.201     1825.557742         1892.46  -3.5
      16.730837     2947.441093     1927.483960     1932.473900  -0.3 10.659 9.810 10.979     1532.832742         1593.25  -3.8
       5.827083     2941.582690     1471.897920     1625.826000  -9.5 21.717 16.423 19.715     1413.866310         1695.52 -16.6
      54.371767     2932.116007      394.120050      487.182720 -19.1 10.384 9.646 10.761      311.804385         399.019 -21.9
      36.762667     2937.910357      475.787620      401.106370  18.6 10.190 9.529 10.608      375.032502          326.98  14.7
       9.386663     2953.760750     2357.388210     2313.122270   1.9 7.739 8.064 8.672     1771.817081          1773.7  -0.1
      22.700903     2947.556530     1263.934920     1257.937230   0.5 7.443 7.887 8.438      944.386681         957.238  -1.3
      14.945220     2946.568847     1902.850240     1958.021840  -2.8 12.131 10.690 12.142     1555.124638         1671.25  -6.9
      11.847207     2934.775163     1224.959660     1296.139280  -5.5 25.225 18.520 22.486     1240.897746         1441.49 -13.9
      72.076170     2931.138513      629.533790      599.461910   5.0 7.461 7.898 8.453      470.544516         456.379   3.1
       6.034293     2946.302793     1756.652520     1876.080840  -6.4 16.997 13.600 15.986     1563.434995         1781.61 -12.2
      63.675670     2931.625447      524.715690      518.043680   1.3 7.875 8.145 8.779      395.438612          398.62  -0.8
      47.005797     2936.616360      264.698730      303.407170 -12.8 7.484 7.911 8.470      197.936515         231.121 -14.4
       9.999517     2950.488933     2152.301110     2164.829420  -0.6 10.211 9.542 10.625     1697.208616         1765.67  -3.9
       0.836253     2950.980900     2155.844880     2168.667620  -0.6 15.619 12.776 14.897     1874.303245         2000.44  -6.3
      13.327453     2951.249663     2248.204070     2242.316670   0.3 8.050 8.250 8.918     1700.209911         1733.19  -1.9
      35.933310     2938.236270      499.965860      421.162950  18.7 10.464 9.693 10.824      396.139296          345.61  14.6
      62.785293     2931.359873      530.776060      531.907640  -0.2 8.140 8.304 8.989      402.113206         412.078  -2.4
       8.156063     2942.970503     1564.465930     1708.079130  -8.4 19.629 15.174 18.065     1453.953349         1710.87 -15.0
      58.083277     2933.354480      403.987570      433.753920  -6.9 7.646 8.008 8.598      303.071668           331.8  -8.7
      45.256087     2931.192803      383.390370      381.376630   0.5 13.907 11.752 13.545      323.509583         338.898  -4.5
      19.577963     2948.593860     1759.012840     1693.286300   3.9 8.006 8.224 8.883     1329.095579         1307.34   1.7
      27.137847     2945.237553      683.949550      780.586720 -12.4 7.562 7.958 8.532      512.249851         595.828 -14.0
      25.112657     2936.402253     1010.077190      891.120330  13.3 17.898 14.139 16.697      912.575629         862.097   5.9
      11.894277     2932.990187     1188.034250     1240.734070  -4.2 27.010 19.588 23.896     1235.195048         1423.61 -13.2
      20.398657     2948.647943     1639.222420     1572.228330   4.3 7.952 8.191 8.840     1237.257541         1212.19   2.1
       0.415747     2946.207237     1710.014360     1846.720250  -7.4 21.893 16.528 19.853     1647.080092         1932.28 -14.8
      28.247143     2942.912647      674.638790      709.240760  -4.9 9.887 9.349 10.369      528.725124         573.935  -7.9
      38.936593     2934.325263      496.915820      388.041370  28.1 12.975 11.195 12.808      412.376635         337.674  22.1
       2.378563     2952.172737     2289.925640     2258.774230   1.4 12.727 11.047 12.613     1891.873584         1954.55  -3.2
      43.003673     2934.596207      358.483710      320.348140  11.9 10.904 9.956 11.172      286.396807         265.665   7.8
      58.697787     2932.601947      424.963150      456.684720  -6.9 8.398 8.458 9.192      323.588549         356.128  -9.1
       4.855037     2956.239917     2935.323260     2923.892200   0.4 7.860 8.136 8.767     2211.496607         2249.02  -1.7
      26.425710     2941.260333      839.113640      837.138370   0.2 12.240 10.755 12.227      687.135837         716.325  -4.1
      29.920297     2943.417253      613.488870      619.221230  -0.9 8.483 8.509 9.259      467.918396         483.912  -3.3
      24.890200     2946.487830      916.496270      994.173090  -7.8 7.812 8.108 8.730      689.839313         763.764  -9.7
       7.093607     2955.044237     2560.130030     2523.307130   1.5 7.556 7.954 8.527     1917.175432         1925.73  -0.4
       4.842337     2946.379847     1748.106390     1868.580200  -6.4 17.720 14.033 16.557     1574.722485         1801.17 -12.6
      23.572353     2940.729307     1039.433040     1039.309200   0.0 14.271 11.970 13.832      882.735144         931.009  -5.2
       4.025403     2941.596703     1467.506490     1627.287110  -9.8 22.503 16.893 20.336     1426.891944          1722.3 -17.2
      16.380893     2950.438713     2283.738290     2208.907060   3.4 7.661 8.017 8.610     1713.799859         1690.39   1.4
      26.097090     2935.732677      979.102620      833.354630  17.5 17.767 14.061 16.594      882.681916         804.066   9.8
      43.360867     2932.741340      390.198290      351.693490  10.9 12.759 11.066 12.637      322.554247         304.543   5.9
      12.181013     2950.671143     2205.830460     2211.939860  -0.3 9.329 9.015 9.928     1710.326704         1765.56  -3.1
      39.995997     2939.055033      408.582370      392.380360   4.1 7.645 8.008 8.598      306.515309         300.147   2.1
      22.649897     2940.134697     1117.617060     1109.066500   0.8 14.865 12.325 14.302      959.067631         1006.52  -4.7
      33.414383     2941.401937      547.003620      503.793620   8.6 8.098 8.279 8.955      414.063140         389.879   6.2
       5.163547     2950.204620     2064.652590     2092.922910  -1.4 13.895 11.745 13.535     1741.814904         1859.32  -6.3
      53.534327     2931.869187      386.723360      485.234190 -20.3 10.631 9.793 10.956      307.379555         399.789 -23.1
      16.303380     2946.672013     1868.314020     1904.198570  -1.9 11.428 10.270 11.586     1507.259200         1598.87  -5.7
      46.231010     2936.515407      275.324110      298.617540  -7.8 7.985 8.211 8.866      207.943936         230.427  -9.8
       0.145420     2941.174850     1445.791190     1615.857590 -10.5 26.925 19.537 23.829     1501.354074         1851.32 -18.9
       8.734510     2949.183550     2045.875220     2092.722460  -2.2 12.316 10.801 12.288     1677.680777         1793.88  -6.5
      12.150177     2946.801293     1956.257780     2038.300310  -4.0 13.199 11.329 12.985     1629.994224         1782.75  -8.6
      45.050677     2934.654497      305.593360      304.093210   0.5 10.446 9.682 10.810      242.048339         249.432  -3.0
      32.628753     2932.296457      798.725790      601.933480  32.7 17.904 14.142 16.702      721.694948         582.398  23.9
      62.212123     2932.119427      511.768730      509.035940   0.5 7.981 8.208 8.863      386.492618         392.755  -1.6
      26.450480     2945.236563      741.750100      840.807740 -11.8 8.263 8.378 9.086      563.313455         653.436 -13.8
       3.055707     2949.385143     1974.643100     2031.549090  -2.8 15.515 12.714 14.815     1713.688077         1869.77  -8.3
      42.217100     2932.190977      436.269970      375.865920  16.1 13.909 11.754 13.546      368.141964         334.014  10.2
      48.822927     2933.783597      297.832410      364.363170 -18.3 9.816 9.306 10.313      233.100074         294.341 -20.8
       2.450733     2955.869123     3004.504360     2891.615090   3.9 9.031 8.836 9.692     2316.207107         2291.05   1.1
      14.544007     2940.167377     1394.039110     1474.916390  -5.5 19.133 14.877 17.673     1285.210065         1462.85 -12.1
      54.631210     2932.970147      396.799110      477.475730 -16.9 9.130 8.896 9.771      306.484160         379.242 -19.2
      49.778270     2935.802087      304.789410      388.277000 -21.5 7.798 8.099 8.718      229.347556         298.181 -23.1
       5.252543     2955.654540     2751.482190     2724.504330   1.0 8.445 8.486 9.230     2097.068493         2127.15  -1.4
       6.381113     2955.066860     2601.764920     2568.288910   1.3 8.233 8.359 9.062     1974.701567         1994.42  -1.0
      20.177020     2945.944563     1499.060400     1501.365770  -0.2 10.655 9.808 10.976     1192.050890         1237.72  -3.7
      40.543327     2938.455863      403.218720      372.943020   8.1 8.244 8.366 9.071      306.103407         289.692   5.7
      59.554510     2932.939967      449.397370      463.438740  -3.0 7.660 8.017 8.609      337.235629          354.64  -4.9
       5.240143     2948.944323     1965.743950     2025.115890  -2.9 15.156 12.499 14.531     1695.409447         1849.49  -8.3
      31.338573     2931.861600      871.028400      666.560020  30.7 19.238 14.941 17.756      804.406865           662.5  21.4
      43.555290     2933.854253      361.083430      330.502460   9.3 11.646 10.400 11.758      292.478962         278.929   4.9
       0.676630     2949.933250     2024.730520     2076.996260  -2.5 18.167 14.300 16.910     1837.428320         2020.38  -9.1
      25.313500     2945.911507      837.524610      929.315740  -9.9 8.388 8.452 9.185      637.614121         724.516 -12.0
