       x_coord        y_coord           Rho           Rho_Ref      %     Depth    Temp    Temp_Ref    Rho_cT     Rho_ref_cT  %_cT
      18.729017     2934.646280     1217.744250     1133.196350   7.5 22.654 20.168 20.454     1283.756862         1202.73   6.7
       8.732390     2943.985727     1902.352980     1783.942440   6.6 17.514 16.211 16.394     1817.269532         1712.33   6.1
      13.340243     2951.980563     2453.235160     2257.344090   8.7 7.319 8.361 8.340     1862.064636         1712.22   8.8
      19.657987     2933.513517     1167.949120     1071.068890   9.0 23.086 20.502 20.796     1240.992214         1145.95   8.3
      34.366747     2941.519303      567.312440      492.588560  15.2 7.981 8.870 8.863      437.825282         380.066  15.2
      10.574743     2951.102187     2274.056850     2192.892560   3.7 9.598 10.115 10.140     1825.801225          1762.0   3.6
      22.011300     2947.518993     1193.487300     1344.741750 -11.2 8.281 9.101 9.100      927.977342         1045.54 -11.2
      20.004773     2946.818233     1365.605990     1549.352440 -11.9 9.782 10.257 10.286     1101.257365         1250.54 -11.9
       0.363200     2942.958457     1679.532290     1699.636250  -1.2 25.142 22.084 22.420     1851.011708         1887.44  -1.9
      13.126763     2947.620140     2271.196640     2086.383280   8.9 11.680 11.718 11.785     1914.532965         1762.22   8.6
      26.892840     2942.055673      745.298690      796.226010  -6.4 11.444 11.537 11.599      624.879444          668.81  -6.6
      14.229950     2947.551397     2199.232890     2062.777160   6.6 11.749 11.771 11.839     1856.780506         1745.08   6.4
      30.507033     2943.499180      593.182560      591.376280   0.3 7.601 8.578 8.563      453.452914         451.851   0.4
       5.153000     2952.359040     2193.995550     2244.300250  -2.2 11.741 11.766 11.833     1852.035884         1898.31  -2.4
       4.322917     2951.893573     2173.286050     2213.329550  -1.8 12.206 12.124 12.201     1854.027341         1892.46  -2.0
      16.730837     2947.441093     1906.321740     1932.473900  -1.4 10.659 10.932 10.979     1569.491614         1593.25  -1.5
       5.827083     2941.582690     1687.512740     1625.826000   3.8 21.717 19.447 19.715     1748.572090         1695.52   3.1
      54.371767     2932.116007      481.974820      487.182720  -1.1 10.384 10.721 10.761      394.263500         399.019  -1.2
      36.762667     2937.910357      518.226810      401.106370  29.2 10.190 10.571 10.608      421.979428          326.98  29.1
       9.386663     2953.760750     2188.656410     2313.122270  -5.4 7.739 8.684 8.672     1678.930400          1773.7  -5.3
      22.700903     2947.556530     1140.534890     1257.937230  -9.3 7.443 8.456 8.438      868.416668         957.238  -9.3
      14.945220     2946.568847     2039.969840     1958.021840   4.2 12.131 12.066 12.142     1737.339527         1671.25   4.0
      11.847207     2934.775163     1369.834710     1296.139280   5.7 25.225 22.148 22.486     1511.890545         1441.49   4.9
      72.076170     2931.138513      583.856430      599.461910  -2.6 7.461 8.470 8.453      444.757640         456.379  -2.5
       6.034293     2946.302793     1944.019340     1876.080840   3.6 16.997 15.813 15.986     1837.722496         1781.61   3.1
      63.675670     2931.625447      535.021920      518.043680   3.3 7.875 8.788 8.779      411.811776          398.62   3.3
      47.005797     2936.616360      230.456740      303.407170 -24.0 7.484 8.487 8.470      175.650676         231.121 -24.0
       9.999517     2950.488933     2251.947270     2164.829420   4.0 10.211 10.588 10.625     1834.634334         1765.67   3.9
       0.836253     2950.980900     2127.980730     2168.667620  -1.9 15.619 14.752 14.897     1955.172855         2000.44  -2.3
      13.327453     2951.249663     2447.713480     2242.316670   9.2 8.050 8.924 8.918     1892.312432         1733.19   9.2
      35.933310     2938.236270      548.173790      421.162950  30.2 10.464 10.782 10.824      449.256778          345.61  30.0
      62.785293     2931.359873      537.578000      531.907640   1.1 8.140 8.993 8.989      416.527469         412.078   1.1
       8.156063     2942.970503     1810.225990     1708.079130   6.0 19.629 17.840 18.065     1802.971793         1710.87   5.4
      58.083277     2933.354480      398.817730      433.753920  -8.1 7.646 8.612 8.598      305.215692           331.8  -8.0
      45.256087     2931.192803      323.303530      381.376630 -15.2 13.907 13.434 13.545      286.394692         338.898 -15.5
      19.577963     2948.593860     1535.553910     1693.286300  -9.3 8.006 8.890 8.883     1185.820979         1307.34  -9.3
      27.137847     2945.237553      689.524310      780.586720 -11.7 7.562 8.548 8.532      526.591130         595.828 -11.6
      25.112657     2936.402253      986.197210      891.120330  10.7 17.898 16.506 16.697      949.369139         862.097  10.1
      11.894277     2932.990187     1312.949570     1240.734070   5.8 27.010 23.523 23.896     1494.220229         1423.61   5.0
      20.398657     2948.647943     1413.104920     1572.228330 -10.1 7.952 8.848 8.840     1089.789397         1212.19 -10.1
       0.415747     2946.207237     1820.390750     1846.720250  -1.4 21.893 19.582 19.853     1892.406355         1932.28  -2.1
