       x_coord        y_coord           Rho           Rho_Ref      %     Depth    Temp    Temp_Ref    Rho_cT     Rho_ref_cT  %_cT
      18.729017     2934.646280     1227.193540     1133.196350   8.3 22.654 19.586 20.454     1275.836918         1202.73   6.1
       8.732390     2943.985727     1713.328450     1783.942440  -4.0 17.514 15.823 16.394     1620.099520         1712.33  -5.4
      13.340243     2951.980563     2269.636930     2257.344090   0.5 7.319 8.361 8.340     1722.701293         1712.22   0.6
      19.657987     2933.513517     1172.149570     1071.068890   9.4 23.086 19.902 20.796     1227.894036         1145.95   7.2
      34.366747     2941.519303      524.543920      492.588560   6.5 7.981 8.845 8.863      404.487199         380.066   6.4
      10.574743     2951.102187     2088.475690     2192.892560  -4.8 9.598 10.029 10.140     1672.273648          1762.0  -5.1
      22.011300     2947.518993     1336.558940     1344.741750  -0.6 8.281 9.065 9.100     1037.994890         1045.54  -0.7
      20.004773     2946.818233     1535.393490     1549.352440  -0.9 9.782 10.163 10.286     1234.581141         1250.54  -1.3
       0.363200     2942.958457     1631.843940     1699.636250  -4.0 25.142 21.407 22.420     1770.820008         1887.44  -6.2
      13.126763     2947.620140     1982.764100     2086.383280  -5.0 11.680 11.553 11.785     1663.174961         1762.22  -5.6
      26.892840     2942.055673      809.515940      796.226010   1.7 11.444 11.380 11.599      675.545990          668.81   1.0
      14.229950     2947.551397     1972.589700     2062.777160  -4.4 11.749 11.603 11.839     1657.122030         1745.08  -5.0
      30.507033     2943.499180      573.372560      591.376280  -3.0 7.601 8.567 8.563      438.154086         451.851  -3.0
       5.153000     2952.359040     2185.930550     2244.300250  -2.6 11.741 11.597 11.833     1836.038456         1898.31  -3.3
       4.322917     2951.893573     2185.911970     2213.329550  -1.2 12.206 11.938 12.201     1854.642527         1892.46  -2.0
      16.730837     2947.441093     1867.311090     1932.473900  -3.4 10.659 10.805 10.979     1531.443298         1593.25  -3.9
       5.827083     2941.582690     1563.378870     1625.826000  -3.8 21.717 18.900 19.715     1598.557408         1695.52  -5.7
      54.371767     2932.116007      425.215000      487.182720 -12.7 10.384 10.604 10.761      346.593601         399.019 -13.1
      36.762667     2937.910357      488.455190      401.106370  21.8 10.190 10.462 10.608      396.403565          326.98  21.2
       9.386663     2953.760750     2207.898360     2313.122270  -4.5 7.739 8.668 8.672     1692.802800          1773.7  -4.6
