       x_coord        y_coord           Rho           Rho_Ref      %     Depth    Temp    Temp_Ref    Rho_cT     Rho_ref_cT  %_cT
      18.729017     2934.646280     1068.909260     1133.196350  -5.7 22.654 4.431 20.454      706.316808         1202.73 -41.3
       8.732390     2943.985727     1625.670140     1783.942440  -8.9 17.514 4.822 16.394     1090.089455         1712.33 -36.3
      13.340243     2951.980563     2384.589560     2257.344090   5.6 7.319 5.597 8.340     1645.171324         1712.22  -3.9
      19.657987     2933.513517     1032.941480     1071.068890  -3.6 23.086 4.398 20.796      681.700579         1145.95 -40.5
      34.366747     2941.519303      557.403430      492.588560  13.2 7.981 5.546 8.863      383.862353         380.066   1.0
      10.574743     2951.102187     2342.229440     2192.892560   6.8 9.598 5.424 10.140     1605.806954          1762.0  -8.9
      22.011300     2947.518993     1306.956460     1344.741750  -2.8 8.281 5.524 9.100      899.305024         1045.54 -14.0
      20.004773     2946.818233     1496.464420     1549.352440  -3.4 9.782 5.410 10.286     1025.436649         1250.54 -18.0
       0.363200     2942.958457     1626.571580     1699.636250  -4.3 25.142 4.242 22.420     1067.121836         1887.44 -43.5
      13.126763     2947.620140     1983.736230     2086.383280  -4.9 11.680 5.265 11.785     1352.180445         1762.22 -23.3
      26.892840     2942.055673      809.362600      796.226010   1.6 11.444 5.283 11.599      552.050609          668.81 -17.5
      14.229950     2947.551397     1954.037620     2062.777160  -5.3 11.749 5.260 11.839     1331.681665         1745.08 -23.7
      30.507033     2943.499180      625.510990      591.376280   5.8 7.601 5.575 8.563      431.216891         451.851  -4.6
       5.153000     2952.359040     2337.331220     2244.300250   4.1 11.741 5.261 11.833     1592.931183         1898.31 -16.1
       4.322917     2951.893573     2297.528150     2213.329550   3.8 12.206 5.225 12.201     1563.772798         1892.46 -17.4
      16.730837     2947.441093     1855.236380     1932.473900  -4.0 10.659 5.343 10.979     1268.189508         1593.25 -20.4
       5.827083     2941.582690     1481.126200     1625.826000  -8.9 21.717 4.502 19.715      981.337855         1695.52 -42.1
      54.371767     2932.116007      480.959890      487.182720  -1.3 10.384 5.364 10.761      329.022421         399.019 -17.5
      36.762667     2937.910357      470.997600      401.106370  17.4 10.190 5.379 10.608      322.381188          326.98  -1.4
       9.386663     2953.760750     2596.582730     2313.122270  12.3 7.739 5.565 8.672     1789.358072          1773.7   0.9
      22.700903     2947.556530     1212.151040     1257.937230  -3.6 7.443 5.587 8.438      835.999193         957.238 -12.7
      14.945220     2946.568847     1806.822350     1958.021840  -7.7 12.131 5.231 12.142     1230.040794         1671.25 -26.4
      11.847207     2934.775163     1168.216930     1296.139280  -9.9 25.225 4.236 22.486      766.230697         1441.49 -46.8
      72.076170     2931.138513      573.594460      599.461910  -4.3 7.461 5.586 8.453      395.578347         456.379 -13.3
       6.034293     2946.302793     1796.359110     1876.080840  -4.2 16.997 4.861 15.986     1206.309359         1781.61 -32.3
      63.675670     2931.625447      513.775560      518.043680  -0.8 7.875 5.555 8.779      353.921128          398.62 -11.2
      47.005797     2936.616360      257.104470      303.407170 -15.3 7.484 5.584 8.470      177.300795         231.121 -23.3
       9.999517     2950.488933     2266.259340     2164.829420   4.7 10.211 5.377 10.625     1551.082068         1765.67 -12.2
       0.836253     2950.980900     2254.661290     2168.667620   4.0 15.619 4.966 14.897     1519.976742         2000.44 -24.0
      13.327453     2951.249663     2342.349050     2242.316670   4.5 8.050 5.541 8.918     1612.775977         1733.19  -6.9
      35.933310     2938.236270      496.736730      421.162950  17.9 10.464 5.358 10.824      339.740028          345.61  -1.7
      62.785293     2931.359873      519.852840      531.907640  -2.3 8.140 5.534 8.989      357.845230         412.078 -13.2
       8.156063     2942.970503     1545.183280     1708.079130  -9.5 19.629 4.661 18.065     1029.909169         1710.87 -39.8
      58.083277     2933.354480      404.256170      433.753920  -6.8 7.646 5.572 8.598      278.653158           331.8 -16.0
      45.256087     2931.192803      346.437920      381.376630  -9.2 13.907 5.096 13.545      234.677472         338.898 -30.8
      19.577963     2948.593860     1727.150070     1693.286300   2.0 8.006 5.545 8.883     1189.338483         1307.34  -9.0
      27.137847     2945.237553      768.318570      780.586720  -1.6 7.562 5.578 8.532      529.722083         595.828 -11.1
      25.112657     2936.402253      919.092790      891.120330   3.1 17.898 4.793 16.697      615.625949         862.097 -28.6
      11.894277     2932.990187     1134.912560     1240.734070  -8.5 27.010 4.100 23.896      740.537417         1423.61 -48.0
      20.398657     2948.647943     1593.360390     1572.228330   1.3 7.952 5.549 8.840     1097.372864         1212.19  -9.5
       0.415747     2946.207237     1819.433290     1846.720250  -1.5 21.893 4.489 19.853     1204.880727         1932.28 -37.6
      28.247143     2942.912647      726.910580      709.240760   2.5 9.887 5.402 10.369      497.962070         573.935 -13.2
      38.936593     2934.325263      421.618420      388.041370   8.7 12.975 5.167 12.808      286.351809         337.674 -15.2
       2.378563     2952.172737     2349.550770     2258.774230   4.0 12.727 5.186 12.613     1596.855992         1954.55 -18.3
      43.003673     2934.596207      306.193010      320.348140  -4.4 10.904 5.324 11.172      209.162809         265.665 -21.3
      58.697787     2932.601947      426.080000      456.684720  -6.7 8.398 5.515 9.192      293.087073         356.128 -17.7
       4.855037     2956.239917     2743.532100     2923.892200  -6.2 7.860 5.556 8.767     1889.994006         2249.02 -16.0
      26.425710     2941.260333      849.758940      837.138370   1.5 12.240 5.223 12.227      578.320058         716.325 -19.3
      29.920297     2943.417253      648.221080      619.221230   4.7 8.483 5.508 9.259      445.786646         483.912  -7.9
      24.890200     2946.487830      950.411020      994.173090  -4.4 7.812 5.559 8.730      654.815923         763.764 -14.3
       7.093607     2955.044237     2637.521690     2523.307130   4.5 7.556 5.579 8.527     1818.489453         1925.73  -5.6
       4.842337     2946.379847     1806.786450     1868.580200  -3.3 17.720 4.806 16.557     1210.829822         1801.17 -32.8
      23.572353     2940.729307     1006.791360     1039.309200  -3.1 14.271 5.068 13.832      681.306365         931.009 -26.8
       4.025403     2941.596703     1501.901210     1627.287110  -7.7 22.503 4.443 20.336      992.859675          1722.3 -42.4
      16.380893     2950.438713     2324.353840     2208.907060   5.2 7.661 5.571 8.610     1602.103906         1690.39  -5.2
      26.097090     2935.732677      880.307450      833.354630   5.6 17.767 4.803 16.594      589.864931         804.066 -26.6
      43.360867     2932.741340      329.675130      351.693490  -6.3 12.759 5.183 12.637      224.041764         304.543 -26.4
      12.181013     2950.671143     2301.052820     2211.939860   4.0 9.329 5.444 9.928     1578.752597         1765.56 -10.6
      39.995997     2939.055033      435.210000      392.380360  10.9 7.645 5.572 8.598      299.990043         300.147  -0.1
      22.649897     2940.134697     1056.751440     1109.066500  -4.7 14.865 5.023 14.302      713.921000         1006.52 -29.1
      33.414383     2941.401937      578.341190      503.793620  14.8 8.098 5.538 8.955      398.152416         389.879   2.1
       5.163547     2950.204620     2145.871930     2092.922910   2.5 13.895 5.097 13.535     1453.664456         1859.32 -21.8
      53.534327     2931.869187      476.068920      485.234190  -1.9 10.631 5.345 10.956      325.453274         399.789 -18.6
      16.303380     2946.672013     1771.059140     1904.198570  -7.0 11.428 5.284 11.586     1208.060244         1598.87 -24.4
      46.231010     2936.515407      255.749330      298.617540 -14.4 7.985 5.546 8.866      176.122856         230.427 -23.6
       0.145420     2941.174850     1527.970830     1615.857590  -5.4 26.925 4.107 23.829      997.256144         1851.32 -46.1
       8.734510     2949.183550     2111.465930     2092.722460   0.9 12.316 5.217 12.288     1436.691374         1793.88 -19.9
      12.150177     2946.801293     1914.181510     2038.300310  -6.1 13.199 5.150 12.985     1299.245653         1782.75 -27.1
      45.050677     2934.654497      270.664130      304.093210 -11.0 10.446 5.359 10.810      185.128438         249.432 -25.8
      32.628753     2932.296457      672.220670      601.933480  11.7 17.904 4.792 16.702      450.258872         582.398 -22.7
      62.212123     2932.119427      491.865040      509.035940  -3.4 7.981 5.546 8.863      338.728694         392.755 -13.8
      26.450480     2945.236563      820.702460      840.807740  -2.4 8.263 5.525 9.086      564.745403         653.436 -13.6
       3.055707     2949.385143     2065.841770     2031.549090   1.7 15.515 4.974 14.815     1393.093495         1869.77 -25.5
      42.217100     2932.190977      362.689480      375.865920  -3.5 13.909 5.096 13.546      245.685040         334.014 -26.4
      48.822927     2933.783597      325.006710      364.363170 -10.8 9.816 5.407 10.313      222.686072         294.341 -24.3
       2.450733     2955.869123     2814.116690     2891.615090  -2.7 9.031 5.467 9.692     1932.359028         2291.05 -15.7
      14.544007     2940.167377     1294.333540     1474.916390 -12.2 19.133 4.699 17.673      863.932524         1462.85 -40.9
      54.631210     2932.970147      476.034570      477.475730  -0.3 9.130 5.459 9.771      326.787364         379.242 -13.8
      49.778270     2935.802087      352.536480      388.277000  -9.2 7.798 5.560 8.718      242.900778         298.181 -18.5
       5.252543     2955.654540     2659.579650     2724.504330  -2.4 8.445 5.511 9.230     1829.201896         2127.15 -14.0
       6.381113     2955.066860     2617.718590     2568.288910   1.9 8.233 5.527 9.062     1801.466769         1994.42  -9.7
      20.177020     2945.944563     1425.412360     1501.365770  -5.1 10.655 5.343 10.976      974.382809         1237.72 -21.3
      40.543327     2938.455863      413.116370      372.943020  10.8 8.244 5.526 9.071      284.290611         289.692  -1.9
      59.554510     2932.939967      430.720330      463.438740  -7.1 7.660 5.571 8.609      296.882985          354.64 -16.3
       5.240143     2948.944323     2040.665840     2025.115890   0.8 15.156 5.001 14.531     1377.508833         1849.49 -25.5
      31.338573     2931.861600      737.379920      666.560020  10.6 19.238 4.691 17.756      492.032896           662.5 -25.7
      43.555290     2933.854253      307.567100      330.502460  -6.9 11.646 5.268 11.758      209.667877         278.929 -24.8
       0.676630     2949.933250     2137.428640     2076.996260   2.9 18.167 4.772 16.910     1430.598171         2020.38 -29.2
      25.313500     2945.911507      895.416510      929.315740  -3.6 8.388 5.515 9.185      615.945207         724.516 -15.0
      11.946630     2945.643243     1763.959390     1929.399580  -8.6 14.357 5.062 13.900     1193.401537         1731.63 -31.1
      22.894647     2936.001457      998.763320     1012.320660  -1.3 18.999 4.709 17.567      666.901859         1001.36 -33.4
      42.188537     2934.578793      329.161570      331.431440  -0.7 11.521 5.277 11.660      224.466673         278.897 -19.5
      11.508157     2951.118740     2350.247810     2207.592990   6.5 9.581 5.425 10.127     1611.378180         1773.09  -9.1
      49.740693     2933.546573      375.372220      406.905830  -7.7 10.053 5.389 10.500      257.026151         330.613 -22.3
      19.157473     2949.346583     1862.672400     1782.562490   4.5 7.953 5.549 8.841     1282.847552         1374.41  -6.7
       4.184283     2948.489583     1994.675840     1987.529630   0.4 15.610 4.967 14.890     1344.740825         1833.01 -26.6
      52.572237     2935.156597      565.335970      551.182420   2.6 7.843 5.557 8.754      389.472662         423.781  -8.1
      20.467190     2940.174507     1153.604770     1251.268540  -7.8 16.425 4.905 15.534      775.933535         1174.13 -33.9
       4.261000     2950.860983     2200.930480     2133.490090   3.2 13.239 5.147 13.017     1493.707193          1867.7 -20.0
      23.795007     2935.444570      955.579600      944.727910   1.1 19.555 4.667 18.007      637.055808         944.888 -32.6
      11.717420     2941.352490     1406.445620     1601.246990 -12.2 18.648 4.736 17.290      940.060645         1572.81 -40.2
      33.147823     2939.823163      572.183680      486.815600  17.5 9.677 5.418 10.203      392.196979         391.919   0.1
      31.354613     2938.217920      645.679000      554.804330  16.4 12.882 5.174 12.735      438.641355         481.776  -9.0
      28.040830     2942.152987      751.573170      726.923450   3.4 10.647 5.344 10.969      513.772114         599.151 -14.2
      81.864820     2931.195947     1040.094660     1009.982690   3.0 7.704 5.567 8.644      716.819980         773.753  -7.4
       1.880697     2943.716987     1654.048580     1732.435540  -4.5 22.883 4.414 20.636     1092.246180         1846.58 -40.9
      34.801530     2940.722730      539.210110      469.483630  14.9 7.977 5.547 8.860      371.336822         362.207   2.5
      24.668980     2940.396073      943.526830      953.703710  -1.1 13.904 5.096 13.542      639.152094         847.416 -24.6
      16.933700     2949.817043     2206.012060     2108.261600   4.6 8.283 5.523 9.102     1517.928950         1639.25  -7.4
      19.496580     2940.717693     1218.459230     1342.935350  -9.3 15.882 4.946 15.105      820.813233         1245.74 -34.1
      49.617953     2931.605663      395.194900      428.374680  -7.7 11.994 5.241 12.034      269.141826         364.477 -26.2
      22.955493     2946.123777     1131.112700     1184.192290  -4.5 8.876 5.478 9.570      777.029315          934.63 -16.9
       2.213267     2953.930440     2534.349770     2458.394890   3.1 12.670 5.190 12.567     1722.731218         2124.48 -18.9
      12.814050     2944.792317     1655.897580     1850.482530 -10.5 15.208 4.997 14.572     1117.615435          1691.9 -33.9
       1.818560     2949.041167     2046.520150     2013.351190   1.6 17.559 4.819 16.429     1372.116215          1934.3 -29.1
       2.380933     2933.491720     1258.083900     1354.716090  -7.1 31.408 3.766 27.371      810.393510         1672.08 -51.5
      23.662123     2945.799077     1054.327050     1103.359980  -4.4 9.201 5.454 9.827      723.630187         877.908 -17.6
       6.885087     2940.379620     1402.954670     1560.578610 -10.1 22.920 4.411 20.665      926.337440         1664.56 -44.3
      38.813030     2935.471473      418.878890      374.618560  11.8 11.829 5.254 11.903      285.403432         317.513 -10.1
