0.0,2968.1
1.5375,2966.6
3.0751,2964.9
4.6126,2964.1
6.1501,2963.3
7.6877,2962.6
9.2252,2961.5
10.763,2960.7
12.3,2960.0
13.838,2959.3
15.375,2958.7
16.913,2958.1
18.45,2957.3
19.988,2956.6
21.525,2955.8
23.063,2955.0
24.601,2954.3
26.138,2953.5
27.676,2952.8
29.213,2951.9
30.751,2951.1
32.288,2950.2
33.826,2949.5
35.363,2948.7
36.901,2948.1
38.438,2947.3
39.976,2946.7
41.513,2946.1
43.051,2945.5
44.589,2945.1
46.126,2944.5
47.664,2944.1
49.201,2943.6
50.739,2943.4
52.276,2943.0
53.814,2942.5
55.351,2942.1
56.889,2941.6
58.426,2941.0
59.964,2940.6
61.501,2940.1
63.039,2939.5
64.576,2939.1
66.114,2939.2
67.652,2939.2
69.189,2939.1
70.727,2938.9
72.264,2938.6
73.802,2938.3
75.339,2938.5
76.877,2938.7
78.414,2938.6
79.952,2938.8
81.489,2938.9
83.027,2939.1
84.564,2939.1
