    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    2    8         4    6       -0.35818          605.51726      600.02250         0.32642E+01    0.32642E+01    0
    2   20         8   14       -0.38186           65.32048       40.95062         0.21540E+01    0.21540E+01    0
    2   23         9   16       -1.51557           99.38653       44.19452         0.51541E+01    0.43536E+01    1
    2   26        10   18        2.40928         -105.83527       -3.87826         0.14405E+02    0.42361E+01    1
    2   31        13   24       -1.78472           -5.62519      -23.52950         0.27863E+02    0.15777E+02    1
    2   34        14   26        0.30116          -21.41661      -20.36047         0.50291E+02    0.50291E+02    0
    2   37        15   28        0.18522           -0.47015        7.20447         0.47549E+01    0.47549E+01    0
    3    6         4    5        0.06308          855.08047      856.83518         0.76616E+00    0.76616E+00    0
    3    9         5    7       -0.06160          887.18152      886.21493         0.27061E+01    0.27061E+01    0
    3   12         6    9        0.04208           -0.28085        1.22451         0.17442E+01    0.17442E+01    0
    3   15         7   11       -0.97265         -185.40104     -188.30110         0.29754E+02    0.29441E+02    1
    3   18         8   13        1.28557          -35.18576       -4.67740         0.46803E+01    0.46607E+01    1
    3   21         9   15        1.16507          -17.22826       -7.68902         0.17082E+02    0.16177E+02    1
    3   24        10   17       -0.62611          -44.72379      -45.76835         0.92412E+02    0.92412E+02    0
    3   27        11   19       -0.48845          -16.46396      -42.94444         0.32005E+01    0.32005E+01    0
    3   29        13   23       -1.61670          -37.64340      -41.57532         0.92042E+02    0.56106E+02    1
    3   32        14   25        0.95934          -25.33634      -15.41441         0.15041E+02    0.15041E+02    0
    4    7         5    6       -0.34215         2612.12513     2591.76989         0.71092E+00    0.39673E+00    1
    4   10         6    8       -0.11859           81.25133       77.53127         0.13269E+01    0.13269E+01    0
    4   13         7   10        0.19334         -242.80236     -220.51211         0.56532E+00    0.56532E+00    0
    4   16         8   12       -0.30734          -85.91418      -92.08054         0.44525E+01    0.44525E+01    0
    4   19         9   14       -1.34730          -18.94347      -21.67887         0.71213E+02    0.54292E+02    1
    4   22        10   16        1.39330         -106.34933      -68.76450         0.53356E+01    0.49024E+01    1
    4   28        12   20        0.00302          -44.03193      -43.99464         0.13825E+02    0.13825E+02    0
    4   30        14   24       -0.78271          -26.81866      -28.18577         0.82246E+02    0.76969E+02    1
    4   33        15   26        0.64068          -28.40514      -20.90746         0.13185E+02    0.13185E+02    0
    4   36        16   28        0.66976          -32.48473      -21.97476         0.11099E+02    0.11099E+02    0
    4   45        19   30       -1.33425           40.45208       18.21511         0.22671E+02    0.21752E+02    1
    5    8         6    7        0.03104         1852.87359     1854.12228         0.84870E+00    0.50956E+00    1
    5   14         8   11       -0.98590         -157.04011     -162.13334         0.13503E+02    0.12778E+02    1
    5   17         9   13       -1.26180          -36.78204      -38.26764         0.17962E+03    0.74857E+02    1
    5   20        10   15        0.65880         -186.89149     -151.00292         0.20191E+01    0.20191E+01    0
    5   23        11   17       -1.88833          -88.48196     -116.54154         0.17005E+02    0.88211E+01    1
    5   26        12   19       -1.60857          -87.45631      -88.21160         0.40435E+03    0.32180E+03    1
    5   31        15   25        1.65997          -53.65896      -44.20156         0.30645E+02    0.23633E+02    1
    5   34        16   27       -1.69797          -50.59780      -52.72535         0.17093E+03    0.12218E+03    1
    5   43        19   29        0.48904            3.32867        4.46879         0.14786E+03    0.14786E+03    0
    5   46        20   31        1.92516           -9.33317       20.84367         0.45684E+02    0.23143E+02    1
    6    9         7    8       -0.29229         1028.93151     1020.98234         0.84027E+00    0.84027E+00    0
    6   15         9   12        0.76945          -85.76972      -71.71278         0.36809E+01    0.36809E+01    0
    6   18        10   14       -1.27086         -104.55755     -131.33140         0.42044E+01    0.42044E+01    0
    6   24        12   18       -1.76524          -56.07735      -67.46682         0.37065E+02    0.20127E+02    1
    6   27        13   20       -1.44261         -101.48644     -129.61486         0.86762E+01    0.76993E+01    1
    6   29        15   24       -1.81012          -41.09499      -57.89642         0.20783E+02    0.12224E+02    1
    6   32        16   26        2.67045          -54.77394      -37.76737         0.15654E+03    0.20880E+02    1
    6   44        20   30       -0.29331           20.43995       18.35667         0.48723E+02    0.48723E+02    0
    6   47        21   32        0.46975           16.62902       22.19955         0.30748E+02    0.30748E+02    0
    7   16        10   13       -0.22375           88.80570       87.21704         0.91761E+01    0.91761E+01    0
    7   22        12   17       -0.09030          -38.97573      -41.11110         0.45395E+01    0.45395E+01    0
    7   25        13   19        1.44173          -92.64073      -74.00285         0.11193E+02    0.99391E+01    1
    7   28        14   21       -0.82126          -41.89645      -51.42483         0.12704E+02    0.12704E+02    0
    7   30        16   25       -1.50333          -16.75933      -20.95680         0.76799E+02    0.40235E+02    1
    7   33        17   27       -1.42868           10.77005       -8.62332         0.10859E+02    0.97301E+01    1
    7   42        20   29       -0.60251           45.61609       39.40144         0.31608E+02    0.31608E+02    0
    7   45        21   31       -0.27945           49.27295       46.34006         0.32756E+02    0.32756E+02    0
    7   48        22   33       -0.87373           32.20750       20.87602         0.28118E+02    0.28118E+02    0
    8   14        10   12        1.28386         -243.94452     -213.43870         0.21389E+01    0.18311E+01    1
    8   20        12   16        0.07402         -102.81215     -100.05157         0.22674E+01    0.22674E+01    0
    8   26        14   20       -0.05455         -129.46763     -129.51266         0.15428E+03    0.15428E+03    0
    8   31        17   26       -1.71752          -30.56678      -53.21807         0.12232E+02    0.84335E+01    1
    8   43        21   30        1.83336           -1.34987       17.26793         0.55001E+02    0.32305E+02    1
    9   18        12   15       -0.85297          -86.64000      -98.40414         0.45866E+01    0.45866E+01    0
    9   21        13   17       -0.43967         -184.29952     -190.32976         0.62429E+01    0.62429E+01    0
    9   24        14   19        0.16837         -139.04373     -138.38185         0.27311E+02    0.27311E+02    0
    9   27        15   21       -1.09883          -75.10384      -94.49086         0.71875E+01    0.71875E+01    0
    9   29        17   25       -0.39611          -67.90542      -68.98279         0.33475E+02    0.33475E+02    0
    9   32        18   27       -2.29484           24.67013      -25.30218         0.14468E+02    0.50805E+01    1
    9   41        21   29        0.41049           -2.48488       26.04115         0.44320E+01    0.44320E+01    0
    9   44        22   31        1.83897           12.75079       20.23358         0.25801E+03    0.80629E+02    1
    9   47        23   33        0.32489           12.55746       18.80789         0.17987E+02    0.17987E+02    0
   10   16        12   14       -0.88409           99.97892       94.48810         0.68521E+01    0.67862E+01    1
   10   19        13   16        0.90728         -143.78883     -136.22941         0.75887E+01    0.75887E+01    0
   10   25        15   20        1.35012          -82.97939      -56.60461         0.57344E+01    0.54374E+01    1
   10   28        16   22       -0.43388          -38.71473      -47.33794         0.63246E+01    0.63246E+01    0
   10   30        18   26       -1.47732          -19.56877      -46.87785         0.55727E+01    0.48290E+01    1
   10   33        19   28       -0.81966          -29.04611      -32.27920         0.28014E+02    0.28014E+02    0
   10   42        22   30       -0.66142           22.24879       17.26302         0.41433E+02    0.41433E+02    0
   10   48        24   34       -1.57881           36.76949        9.65849         0.25061E+02    0.20321E+02    1
   11   14        12   13        0.39597          728.30188      733.68865         0.15110E+01    0.15110E+01    0
   11   17        13   15       -0.15610          -76.09669      -76.83330         0.90316E+01    0.90316E+01    0
   11   20        14   17       -0.01549         -138.70024     -139.30027         0.16612E+01    0.16612E+01    0
