    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    2    8         4    6        0.07981          397.08327      399.98091         0.15185E+01    0.13792E+01    1
    2   20         8   14        0.23418           24.53314       37.51744         0.24793E+01    0.24793E+01    0
    2   23         9   16        0.19635           35.35415       37.50903         0.14446E+02    0.14446E+02    0
    2   26        10   18       -4.65508          231.31883        8.24965         0.31026E+02    0.37410E+01    1
    2   31        13   24        0.03994           -4.25563       -3.66111         0.10632E+02    0.10632E+02    0
    2   34        14   26        2.16286          -26.92177       -0.74192         0.50366E+02    0.14570E+02    1
    2   37        15   28        1.02672            6.87372       27.81460         0.96596E+01    0.96596E+01    0
    3    6         4    5       -0.75726         1275.71844     1228.79094         0.50538E+00    0.34394E+00    1
    3    9         5    7        0.08881          304.57396      306.55204         0.19064E+01    0.19064E+01    0
    3   12         6    9       -0.92164         -212.76104     -224.73764         0.48068E+01    0.48012E+01    1
    3   15         7   11       -0.95530         -266.45834     -286.61138         0.42054E+01    0.41610E+01    1
    3   18         8   13        1.62488         -264.65996     -183.11311         0.22859E+01    0.22039E+01    1
    3   21         9   15       -1.08720          -79.81461      -82.06435         0.80929E+02    0.64010E+02    1
    3   24        10   17       -0.14046         -144.30614     -145.62757         0.16388E+02    0.16388E+02    0
    3   27        11   19        0.67018          -99.52947      -74.52819         0.46512E+01    0.46512E+01    0
    3   29        13   23        0.08886          -27.84773      -26.65081         0.10131E+02    0.10131E+02    0
    3   32        14   25       -1.72685          -18.91404      -30.05938         0.26156E+02    0.24102E+02    1
    4    7         5    6       -0.90178         2082.08078     2020.20505         0.52544E+00    0.34398E+00    1
    4   10         6    8        0.93946         -220.80840     -187.33316         0.19316E+01    0.11682E+01    1
    4   13         7   10        2.11808         -326.10960     -246.54689         0.33812E+01    0.17351E+01    1
    4   16         8   12        0.44821         -246.28808     -239.83428         0.62042E+01    0.62042E+01    0
    4   19         9   14        0.20361         -118.41781     -116.25603         0.10382E+02    0.10382E+02    0
    4   22        10   16       -0.92102         -201.03717     -204.04418         0.41493E+02    0.40505E+02    1
    4   28        12   20       -2.25519          -66.93400      -69.93856         0.50853E+03    0.12806E+03    1
    4   30        14   24        0.51729          -29.01656      -28.70705         0.29388E+03    0.22469E+03    1
    4   33        15   26        1.75683          -45.09022      -29.42098         0.22116E+02    0.17300E+02    1
    4   36        16   28        0.13904          -21.13016      -10.36962         0.22504E+01    0.22504E+01    0
    4   45        19   30        1.01666           60.27081       64.41330         0.89484E+02    0.88973E+02    1
    5    8         6    7       -0.06636         1454.06293     1451.88968         0.62593E+00    0.62593E+00    0
    5   14         8   11       -1.11154         -290.31610     -310.23558         0.38401E+01    0.36836E+01    1
    5   17         9   13       -1.46911         -169.49626     -188.75516         0.89301E+01    0.67230E+01    1
    5   20        10   15        0.17305         -222.57730     -215.00655         0.25142E+01    0.25142E+01    0
    5   23        11   17       -1.41563         -120.66180     -150.61540         0.63085E+01    0.61948E+01    1
    5   26        12   19       -0.04272         -103.61246     -104.64186         0.62708E+01    0.62708E+01    0
    5   31        15   25       -0.16274          -66.02746      -66.07849         0.72822E+03    0.42940E+03    1
    5   34        16   27        0.02553          -34.90691      -33.21877         0.23154E+01    0.23154E+01    0
    5   43        19   29       -0.23267           53.25160       52.73369         0.15486E+03    0.15486E+03    0
    5   46        20   31        1.51430           42.22980       72.92827         0.18646E+02    0.17894E+02    1
    6    9         7    8       -0.07672         1152.01040     1149.17611         0.61856E+00    0.61856E+00    0
    6   15         9   12        2.38602         -353.01403     -240.31166         0.33141E+01    0.14237E+01    1
    6   18        10   14        0.68902         -293.81822     -264.92884         0.21126E+01    0.21126E+01    0
    6   24        12   18       -0.82134         -129.00371     -130.78044         0.19917E+03    0.60030E+02    1
    6   27        13   20       -0.63233          -55.44938      -73.71414         0.51973E+01    0.51973E+01    0
    6   29        15   24       -2.37553          -36.39584      -42.84063         0.61350E+02    0.41822E+02    1
    6   32        16   26       -0.01177          -21.54147      -22.19742         0.23860E+01    0.23860E+01    0
    6   44        20   30        0.10755           67.45935       70.00284         0.14633E+02    0.14633E+02    0
    6   47        21   32       -0.14551           69.26308       68.10608         0.45855E+02    0.45855E+02    0
    7   16        10   13       -0.51842         -204.13263     -210.44938         0.53471E+01    0.53471E+01    0
    7   22        12   17       -1.98719          -44.99564     -137.29813         0.31340E+01    0.23112E+01    1
    7   25        13   19        0.76956         -102.80405      -78.48720         0.40662E+01    0.40662E+01    0
    7   28        14   21       -0.98648          -38.92964      -39.24403         0.50300E+03    0.46248E+03    1
    7   30        16   25        0.00408          -36.52040      -36.31694         0.22544E+01    0.22544E+01    0
    7   33        17   27       -1.64056            0.63619      -19.98880         0.11169E+02    0.10506E+02    1
    7   42        20   29       -0.47002           80.07468       70.94666         0.16788E+02    0.16788E+02    0
    7   45        21   31       -1.47433           99.89403       91.40964         0.72135E+02    0.59740E+02    1
    7   48        22   33       -0.39930           54.18244       48.20152         0.24346E+02    0.24346E+02    0
    8   14        10   12        0.71768         -475.68745     -452.05436         0.20612E+01    0.13213E+01    1
    8   20        12   16       -0.15770         -176.39856     -182.62997         0.21400E+01    0.21400E+01    0
    8   26        14   20        0.21964          -83.07320      -82.50563         0.49291E+02    0.49291E+02    0
    8   31        17   26       -1.18919          -49.85410      -61.84087         0.11034E+02    0.11034E+02    0
    8   43        21   30       -1.16039           85.11964       76.78449         0.45671E+02    0.45671E+02    0
    9   18        12   15        0.47502         -215.54473     -199.15093         0.18329E+01    0.18329E+01    0
    9   21        13   17       -1.47920          -99.49185     -147.62352         0.27263E+01    0.26314E+01    1
    9   24        14   19       -0.00719         -161.14500     -161.24075         0.80668E+01    0.80668E+01    0
    9   27        15   21       -1.83282          -28.37969      -60.84401         0.87822E+01    0.71594E+01    1
    9   29        17   25        0.29820          -76.28954      -73.65624         0.10311E+02    0.10311E+02    0
    9   32        18   27       -1.48718           70.07618      -26.37855         0.17058E+01    0.17058E+01    0
    9   41        21   29        2.45026           47.18034       68.28178         0.55858E+02    0.35763E+02    1
    9   44        22   31        1.12249           48.03927       67.08784         0.19333E+02    0.19333E+02    0
    9   47        23   33        0.76018           46.19879       66.72980         0.12813E+02    0.12813E+02    0
   10   16        12   14       -0.49651         -187.76768     -196.28519         0.31484E+01    0.24569E+01    1
   10   19        13   16       -0.15388         -239.95901     -242.19340         0.43545E+01    0.43545E+01    0
   10   25        15   20        2.00478         -120.34488     -109.86374         0.29355E+02    0.20317E+02    1
   10   28        16   22       -0.10234            6.04849        0.41211         0.22822E+01    0.22822E+01    0
   10   30        18   26       -1.40269           28.69117      -54.19449         0.15107E+01    0.15107E+01    0
   10   33        19   28       -1.05004          -15.74902      -23.15136         0.15675E+02    0.15675E+02    0
   10   42        22   30        0.45124           44.58653       51.74582         0.19685E+02    0.19685E+02    0
   10   48        24   34       -1.50526           64.82830       52.94365         0.47878E+02    0.44195E+02    1
   11   14        12   13       -0.61398          149.21334      135.95821         0.10497E+01    0.95211E+00    1
   11   17        13   15        1.60495         -297.10676     -252.61501         0.29206E+01    0.15374E+01    1
   11   20        14   17       -0.63515         -229.12719     -260.44917         0.13048E+01    0.13048E+01    0
   11   23        15   19       -1.39470         -220.31241     -245.12535         0.53933E+01    0.48738E+01    1
   11   26        16   21       -0.13657          -87.49460      -94.58068         0.20625E+01    0.20625E+01    0
   11   31        19   27        2.39345         -118.73954      -98.45255         0.23021E+02    0.10557E+02    1
   11   40        22   29        0.86394           19.83170       35.47514         0.16187E+02    0.16187E+02    0
   11   43        23   31        0.60998           61.43645       70.65231         0.20694E+02    0.20694E+02    0
   11   46        24   33       -0.80529           64.53897       54.87590         0.27469E+02    0.27469E+02    0
   12   15        13   14       -2.32757          967.67352      704.14116         0.71048E+00    0.19442E+00    1
   12   18        14   16        0.92012         -461.91350     -432.70206         0.13849E+01    0.13491E+01    1
   12   24        16   20       -0.38451         -208.64788     -224.39462         0.21238E+01    0.21238E+01    0
   12   27        17   22        1.62753         -119.26613      -84.67551         0.54447E+01    0.49765E+01    1
   12   29        19   26        0.09107         -100.36391      -99.69551         0.92508E+01    0.92508E+01    0
   12   32        20   28        0.49846          -64.88849      -61.95073         0.15146E+02    0.15146E+02    0
   12   41        23   30        0.42140           31.57917       43.77379         0.10223E+02    0.10223E+02    0
   12   44        24   32       -2.20845           56.53898       47.77075         0.12939E+03    0.79108E+02    1
   12   47        25   34        0.00366           65.49212       65.66312         0.71000E+01    0.71000E+01    0
   12   50        26   36       -0.79095           62.42719       40.66483         0.12737E+02    0.12737E+02    0
   13   16        14   15       -0.51704           15.85547        7.19864         0.12811E+01    0.12811E+01    0
   13   19        15   17       -0.01461         -338.81511     -339.16925         0.17725E+01    0.17725E+01    0
   13   22        16   19        0.16726         -347.92618     -338.93986         0.12340E+01    0.12340E+01    0
   13   25        17   21       -2.66907         -140.96174     -195.68868         0.79388E+01    0.41668E+01    1
   13   30        20   27        0.01934         -110.45026     -110.28248         0.77510E+01    0.77510E+01    0
   13   39        23   29       -0.30060           41.08159       38.79714         0.36488E+02    0.36488E+02    0
   13   42        24   31       -0.98476           63.04226       54.13748         0.32817E+02    0.32817E+02    0
   13   45        25   33       -0.14847           64.30195       60.32952         0.11659E+02    0.11659E+02    0
   14   17        15   16        0.52854         -374.74169     -364.91252         0.12779E+01    0.11461E+01    1
   14   23        17   20        0.07690         -272.10893     -271.44634         0.75395E+01    0.75395E+01    0
   14   31        21   28       -0.02778         -209.50328     -209.63608         0.14152E+02    0.14152E+02    0
   14   40        24   30       -0.57034           40.77230       35.39347         0.29696E+02    0.29696E+02    0
   14   43        25   32        0.23370           39.72880       46.00646         0.11080E+02    0.11080E+02    0
   14   46        26   34       -0.08156           47.71326       45.79575         0.13403E+02    0.13403E+02    0
   14   52        28   38        1.52485          -28.93148      -17.65948         0.94493E+02    0.47060E+02    1
   15   18        16   17       -0.73304          409.49655      359.88435         0.44514E+00    0.32650E+00    1
   15   21        17   19        0.94384         -461.35664     -436.86563         0.21676E+01    0.16894E+01    1
   15   24        18   21        0.98906         -348.82091     -306.32238         0.15120E+01    0.15120E+01    0
   15   27        19   23        0.14559         -122.16908     -120.43632         0.70963E+01    0.70963E+01    0
   15   29        21   27       -0.48970         -170.65712     -174.04332         0.65525E+01    0.65525E+01    0
   15   38        24   29       -2.72346           38.94001       18.02105         0.83659E+02    0.34209E+02    1
   15   41        25   31        0.15535           48.71259       53.70959         0.86617E+01    0.86617E+01    0
   15   50        28   37        0.82197          -22.60676      -13.27987         0.29143E+02    0.29143E+02    0
   16   19        17   18       -0.98825         -156.67859     -183.07575         0.98469E+00    0.78606E+00    1
   16   25        19   22       -0.90533         -161.45053     -167.50638         0.94878E+01    0.93895E+01    1
