    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    2    8         4    6       -0.46592          863.80138      854.72207         0.26106E+01    0.25697E+01    1
    2   20         8   14        1.29340          203.81226      264.14117         0.29472E+01    0.29472E+01    0
    2   23         9   16       -1.79542          190.77127      176.02197         0.10034E+03    0.19299E+02    1
    2   26        10   18        0.01378          162.69039      163.06696         0.65599E+01    0.65599E+01    0
    2   31        13   24       -0.54705           51.01634       45.05164         0.14516E+02    0.14516E+02    0
    2   34        14   26        2.41306          -24.42811       36.89061         0.69025E+02    0.69404E+01    1
    2   37        15   28        1.38314           26.09327       87.56368         0.45282E+01    0.44331E+01    1
    3    6         4    5       -0.19110         1042.57212     1037.74022         0.84293E+00    0.84293E+00    0
    3    9         5    7       -0.13431          582.73100      581.51511         0.46904E+01    0.46904E+01    0
    3   12         6    9        0.80766          240.64810      250.33124         0.69260E+01    0.52040E+01    1
    3   15         7   11       -2.58273          223.50272       86.42203         0.82095E+01    0.16539E+01    1
    3   18         8   13        1.64835          114.65189      187.76820         0.31355E+01    0.24935E+01    1
    3   21         9   15       -1.02055           62.65377       58.08099         0.37877E+02    0.29561E+02    1
    3   24        10   17        1.01224            3.48641       25.33899         0.71415E+01    0.71415E+01    0
    3   27        11   19        0.49641           47.55124       70.01406         0.38345E+01    0.38345E+01    0
    3   29        13   23        0.27229           10.52937       12.45400         0.19305E+02    0.19305E+02    0
    3   32        14   25        1.36472            9.13924       19.99486         0.22578E+02    0.19556E+02    1
    4    7         5    6       -0.09904         1457.43590     1455.19265         0.10420E+01    0.10420E+01    0
    4   10         6    8        0.19241          222.35902      224.01536         0.48354E+01    0.48354E+01    0
    4   13         7   10       -0.02940            8.07618        7.61578         0.41618E+01    0.41618E+01    0
    4   16         8   12       -0.99902           79.16308       62.83450         0.69819E+01    0.54657E+01    1
    4   19         9   14        0.45130           72.77281       74.16287         0.37452E+02    0.35787E+02    1
    4   22        10   16       -1.66228           18.83155       -1.07618         0.14619E+02    0.11042E+02    1
    4   28        12   20        0.17943           14.00239       14.89374         0.34577E+02    0.34346E+02    1
    4   30        14   24       -2.02150            5.66677       -9.69924         0.28855E+02    0.17686E+02    1
    4   33        15   26        1.88717          -30.03203       12.67538         0.13270E+02    0.68184E+01    1
    4   36        16   28        0.86486          -13.20827       35.50700         0.30919E+01    0.30919E+01    0
    4   45        19   30       -3.47406           54.30026       34.11722         0.52911E+03    0.62402E+02    1
    5    8         6    7       -0.14778         1116.87300     1114.49440         0.12736E+01    0.12736E+01    0
    5   14         8   11       -1.38271           87.21257       47.30585         0.41904E+01    0.22872E+01    1
    5   17         9   13       -0.30372          154.16798      150.00837         0.64352E+01    0.64352E+01    0
    5   20        10   15       -0.13353           -0.79972       -6.78481         0.24539E+01    0.24539E+01    0
    5   23        11   17       -1.60522           41.49261      -24.14814         0.41146E+01    0.32054E+01    1
    5   26        12   19        1.11048           -6.17448       35.64752         0.40120E+01    0.40120E+01    0
    5   31        15   25        0.72823            9.27408       17.39081         0.12081E+02    0.12081E+02    0
    5   34        16   27        1.15527          -13.23139       19.00336         0.54868E+01    0.54868E+01    0
    5   43        19   29        0.99140           23.95167       26.25939         0.19124E+03    0.14809E+03    1
    5   46        20   31        2.69964           10.29921       27.59134         0.35390E+03    0.56634E+02    1
    6    9         7    8        0.22915          821.92553      825.84574         0.13358E+01    0.13358E+01    0
    6   15         9   12        0.43275          101.44314      107.63136         0.71332E+01    0.47025E+01    1
    6   18        10   14        0.97856           38.65887       62.89090         0.46055E+01    0.35770E+01    1
    6   24        12   18       -0.00797           -6.68536       -6.96751         0.36688E+01    0.36688E+01    0
    6   27        13   20       -0.30845          -37.17501      -42.04674         0.95050E+01    0.95050E+01    0
    6   29        15   24       -0.37846            3.11334       -3.06615         0.69491E+01    0.69491E+01    0
    6   32        16   26        0.28758          -22.18201      -13.81735         0.45716E+01    0.45716E+01    0
    6   44        20   30       -0.10012           25.63702       25.42542         0.16375E+03    0.16375E+03    0
    6   47        21   32       -0.19170           19.37946       15.47063         0.17882E+02    0.17882E+02    0
    7   16        10   13        0.71145          282.88178      293.56797         0.43376E+01    0.43376E+01    0
    7   22        12   17       -0.61020           31.96042       12.37256         0.33442E+01    0.33442E+01    0
    7   25        13   19        1.98801          -47.66449       32.84514         0.45601E+01    0.31727E+01    1
    7   28        14   21        1.61216            0.42682       27.67632         0.10589E+02    0.87199E+01    1
    7   30        16   25        0.05634           21.45904       22.98455         0.41490E+01    0.41490E+01    0
    7   33        17   27       -2.48153           75.24015       68.35130         0.12079E+03    0.47578E+02    1
    7   42        20   29       -1.64808           61.26437       50.54381         0.74456E+02    0.50120E+02    1
    7   45        21   31       -2.10967           71.10243       29.48263         0.68466E+02    0.17426E+02    1
    7   48        22   33       -1.73305           43.03872       31.77138         0.89361E+02    0.56089E+02    1
    8   14        10   12        0.22064           91.87954       95.61731         0.25684E+01    0.25684E+01    0
    8   20        12   16       -0.00927           39.07605       38.68375         0.19989E+01    0.19989E+01    0
    8   26        14   20        1.40143          -15.81964       -8.43228         0.29054E+02    0.24163E+02    1
    8   31        17   26        0.65169           17.79496       22.79486         0.14497E+02    0.14497E+02    0
    8   43        21   30        0.01001           19.75162       19.80839         0.57858E+02    0.57858E+02    0
    9   18        12   15        1.46950           79.65624      120.64194         0.24886E+01    0.22681E+01    1
    9   21        13   17       -1.43152           17.71638      -21.35677         0.35979E+01    0.31369E+01    1
    9   24        14   19        1.91512          -49.19197       10.03053         0.48550E+01    0.34719E+01    1
    9   27        15   21       -0.05015           83.53623       82.57180         0.65945E+01    0.65945E+01    0
    9   29        17   25        0.40615           40.44658       42.89082         0.15129E+02    0.15129E+02    0
    9   32        18   27       -0.95196           97.47095       63.59400         0.31088E+01    0.31088E+01    0
    9   41        21   29        0.36687           12.46784       31.20076         0.60318E+01    0.60318E+01    0
    9   44        22   31        0.86243           17.64241       18.72332         0.26463E+03    0.26176E+03    1
    9   47        23   33        0.96865           20.78399       41.96825         0.15823E+02    0.15823E+02    0
   10   16        12   14       -0.96203          244.02187      230.59952         0.37458E+01    0.30209E+01    1
   10   19        13   16       -0.39886           36.45567       33.47625         0.88007E+01    0.84645E+01    1
   10   25        15   20        0.54812           12.01899       19.23249         0.80712E+01    0.80712E+01    0
   10   28        16   22       -1.14457           40.11962       19.69577         0.70443E+01    0.70443E+01    0
   10   30        18   26       -1.14483           49.71140        6.81140         0.23822E+01    0.23822E+01    0
   10   33        19   28       -0.27029            5.90931        5.75912         0.23955E+03    0.19887E+03    1
   10   42        22   30       -3.26845           23.62780       13.28618         0.32227E+03    0.98709E+02    1
   10   48        24   34       -0.82104           36.16432       34.63624         0.25031E+03    0.18749E+03    1
   11   14        12   13        0.08058          726.38438      727.74078         0.12211E+01    0.12211E+01    0
   11   17        13   15        0.31099          127.14829      129.90272         0.48117E+01    0.48117E+01    0
   11   20        14   17       -2.11246          173.88913      -78.08955         0.13183E+01    0.53944E+00    1
   11   23        15   19       -0.54640           91.18092       74.86163         0.29032E+01    0.29032E+01    0
   11   26        16   21       -0.53334           75.21371       59.46625         0.36244E+01    0.36244E+01    0
   11   31        19   27        0.95665           53.95278       55.24816         0.13733E+03    0.66081E+02    1
   11   40        22   29        0.10934           16.32817       16.72372         0.81018E+02    0.81018E+02    0
   11   43        23   31       -0.56027           22.06454       19.16364         0.60385E+02    0.60385E+02    0
