    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    2    8         4    6       -0.65590          881.54719      879.73526         0.23704E+02    0.18127E+02    1
    2   20         8   14        1.41267          177.44668      207.48018         0.64937E+01    0.64660E+01    1
    2   23         9   16       -1.76402          184.26765      144.72717         0.11608E+02    0.70730E+01    1
    2   26        10   18       -1.85199          224.30029      151.18226         0.73668E+01    0.45406E+01    1
    2   31        13   24       -1.62213           55.61145       36.60814         0.16016E+02    0.13510E+02    1
    2   34        14   26       -0.02046            7.18117        7.09363         0.41210E+02    0.41210E+02    0
    2   37        15   28        0.09160           24.67604       29.02345         0.41513E+01    0.41513E+01    0
    3    6         4    5       -0.07341          762.57223      760.25484         0.67517E+00    0.67517E+00    0
    3    9         5    7       -0.01906          725.76939      725.70474         0.12520E+02    0.12520E+02    0
    3   12         6    9       -0.38911          357.08079      356.53348         0.53816E+02    0.44357E+02    1
    3   15         7   11       -1.78800          148.71294      124.06431         0.83096E+01    0.63676E+01    1
    3   18         8   13        1.12921          119.73495      209.14318         0.13969E+01    0.13969E+01    0
    3   21         9   15       -0.28919           81.59536       78.74028         0.13416E+02    0.13416E+02    0
    3   24        10   17        0.90055           78.43111       94.14589         0.88350E+01    0.88350E+01    0
    3   27        11   19       -0.77410           82.24275       75.83937         0.20976E+02    0.20976E+02    0
    3   29        13   23       -0.75684           29.76475       23.57898         0.16696E+02    0.16696E+02    0
    3   32        14   25       -0.34530           26.15204       22.68528         0.15494E+02    0.15494E+02    0
    4    7         5    6       -1.76200         2404.92098     1579.54876         0.67331E-01    0.50386E-01    1
    4   10         6    8       -0.26570          488.34094      487.94360         0.45307E+02    0.27835E+02    1
    4   13         7   10        1.22493          133.21765      140.85780         0.11872E+02    0.10450E+02    1
    4   16         8   12        0.25918          160.74361      161.87586         0.20449E+02    0.20449E+02    0
    4   19         9   14       -0.42868          104.71602       99.56661         0.91763E+01    0.91763E+01    0
    4   22        10   16       -0.80266           70.86191       70.03777         0.27056E+03    0.12880E+03    1
    4   28        12   20        0.08821           36.98583       37.44449         0.32812E+02    0.32812E+02    0
    4   30        14   24       -2.25393           25.81888       10.59086         0.75388E+02    0.19898E+02    1
    4   33        15   26        2.02884          -11.19983        1.50117         0.41809E+02    0.24648E+02    1
    4   36        16   28        0.19156           -5.22597        3.56145         0.37966E+01    0.37966E+01    0
    4   45        19   30       -1.99372           32.53196       -3.77964         0.31843E+02    0.19905E+02    1
    5    8         6    7        0.10030         1137.68565     1138.34303         0.36367E+01    0.31274E+01    1
    5   14         8   11       -1.84567          182.30649      148.00213         0.94997E+01    0.35516E+01    1
    5   17         9   13       -0.40626          182.87304      181.56422         0.30354E+02    0.27357E+02    1
    5   20        10   15        1.43224           58.01424       81.96276         0.75698E+01    0.65780E+01    1
    5   23        11   17       -0.85255           87.36088       51.56221         0.31216E+01    0.31216E+01    0
    5   26        12   19        2.39371           27.12631       43.17004         0.72540E+02    0.22544E+02    1
    5   31        15   25       -0.65231           26.93502       26.84003         0.92471E+03    0.92471E+03    0
    5   34        16   27        0.23725            1.97505        3.00274         0.35343E+02    0.35343E+02    0
    5   43        19   29       -1.45785           12.39651        0.26619         0.44837E+02    0.41429E+02    1
    5   46        20   31       -0.30148           -5.85082       -5.96952         0.10000E+04    0.92137E+03    1
    6    9         7    8       -0.14993          890.46828      889.16500         0.28753E+01    0.26288E+01    1
    6   15         9   12        0.21103          239.35591      240.48411         0.12578E+02    0.12578E+02    0
    6   18        10   14        0.79959          133.13563      182.96185         0.14214E+01    0.14214E+01    0
    6   24        12   18       -0.20669           54.05744       50.96634         0.86829E+01    0.86829E+01    0
    6   27        13   20        0.13634           -1.77088       -0.14672         0.12602E+02    0.12602E+02    0
    6   29        15   24       -0.08324           22.81853       22.04323         0.12182E+02    0.12182E+02    0
    6   32        16   26        2.05805           -2.79881       10.05106         0.47142E+02    0.21297E+02    1
    6   44        20   30       -1.02517           11.18351        2.55289         0.41106E+02    0.41106E+02    0
    6   47        21   32       -0.50773            7.06424        1.92685         0.36035E+02    0.36035E+02    0
    7   16        10   13       -0.31392          354.99212      354.38716         0.10141E+03    0.33808E+02    1
    7   22        12   17       -0.42499           74.89775       63.72193         0.40823E+01    0.40823E+01    0
    7   25        13   19        2.01430           10.37548       31.77217         0.42378E+02    0.12096E+02    1
    7   28        14   21        0.23221           29.66978       31.59634         0.17765E+02    0.17765E+02    0
    7   30        16   25        0.21089           44.19735       45.32164         0.21072E+02    0.21072E+02    0
    7   33        17   27       -0.51593           52.70509       49.50149         0.21271E+02    0.21271E+02    0
    7   42        20   29       -0.53598           22.32615       19.12080         0.54516E+02    0.54516E+02    0
    7   45        21   31       -0.52623           18.95766       14.27315         0.38618E+02    0.38618E+02    0
    7   48        22   33       -1.08415           25.85483       15.90396         0.39730E+02    0.39730E+02    0
    8   14        10   12        0.08757          332.82734      333.29274         0.81864E+01    0.81864E+01    0
    8   20        12   16       -0.41865           80.17488       75.83578         0.81590E+01    0.81590E+01    0
    8   26        14   20       -0.26430            6.32803        5.81676         0.65844E+02    0.65844E+02    0
    8   31        17   26        1.26168           26.87165       30.52775         0.42262E+02    0.38382E+02    1
    8   43        21   30        1.02871            3.88113        9.31311         0.62127E+02    0.62127E+02    0
    9   18        12   15        0.01869          149.05240      149.87595         0.14353E+01    0.14353E+01    0
    9   21        13   17       -0.88593           55.59568       31.32633         0.31256E+01    0.31256E+01    0
    9   24        14   19        0.03196            5.22464        5.29725         0.47247E+02    0.47247E+02    0
    9   27        15   21       -1.33485           41.46297       33.92279         0.23297E+02    0.22450E+02    1
    9   29        17   25        1.85025           42.34568       53.87814         0.22035E+02    0.14608E+02    1
    9   32        18   27       -3.25807           83.79330       63.47039         0.11550E+03    0.17736E+02    1
    9   41        21   29        0.87244           -7.22292       18.41487         0.10481E+02    0.10481E+02    0
    9   44        22   31        0.69475           10.89825       16.78188         0.38740E+02    0.38740E+02    0
    9   47        23   33        1.30000           12.15273       28.20988         0.28017E+02    0.28017E+02    0
   10   16        12   14       -0.79999          307.95023      307.24557         0.68307E+02    0.47849E+02    1
   10   19        13   16       -0.37183          119.40070      116.63969         0.85152E+01    0.85152E+01    0
   10   25        15   20        0.04341           26.91228       27.03412         0.37843E+02    0.37843E+02    0
   10   28        16   22       -0.00346           25.46183       25.45275         0.47829E+02    0.47829E+02    0
   10   30        18   26       -2.54885           53.61522       31.72419         0.21603E+02    0.10394E+02    1
   10   33        19   28        1.45907           17.86825       20.45044         0.75611E+02    0.62439E+02    1
   10   42        22   30       -0.58708           18.85411       14.13455         0.38851E+02    0.38851E+02    0
   10   48        24   34       -2.26387           31.07335       15.10958         0.11468E+03    0.49484E+02    1
   11   14        12   13       -0.00962          736.13292      736.09426         0.51153E+01    0.51153E+01    0
   11   17        13   15        0.56887          278.91334      279.18513         0.22753E+03    0.89202E+02    1
   11   20        14   17       -2.04818          189.90182       83.54430         0.25670E+01    0.12391E+01    1
   11   23        15   19       -1.84511          113.40157       71.17964         0.50467E+01    0.37892E+01    1
