    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    2    8         4    6        0.08607          762.51770      764.81287         0.19681E+01    0.18780E+01    1
    2   20         8   14        0.12732          177.49697      196.14293         0.93863E+00    0.93863E+00    0
    2   23         9   16       -0.52921          144.65268      129.62946         0.55848E+01    0.55848E+01    0
    2   26        10   18       -2.91525          328.01013      128.08227         0.14526E+02    0.26140E+01    1
    2   31        13   24       -0.97359           17.18476        6.32498         0.14189E+02    0.14189E+02    0
    2   34        14   26        1.27394          -29.49234       -3.08017         0.91885E+01    0.85066E+01    1
    2   37        15   28        1.97739            6.97456       34.96968         0.26200E+02    0.13916E+02    1
    3    6         4    5       -0.59730         1236.64140     1208.88818         0.45871E+00    0.45871E+00    0
    3    9         5    7       -0.44721          873.79528      866.44833         0.25847E+01    0.25847E+01    0
    3   12         6    9       -0.34849          320.39418      312.21999         0.26599E+01    0.26599E+01    0
    3   15         7   11       -0.38228            6.64874      -48.59762         0.60740E+00    0.60740E+00    0
    3   18         8   13        0.87237           61.96145      100.07820         0.25314E+01    0.25314E+01    0
    3   21         9   15        0.46891           16.82098       27.29784         0.59282E+01    0.59282E+01    0
    3   24        10   17        1.08765           16.19611       34.01542         0.94104E+01    0.94104E+01    0
    3   27        11   19       -0.38135           50.31075       45.58479         0.14001E+02    0.14001E+02    0
    3   29        13   23       -1.29801          -13.39121      -24.43866         0.17645E+02    0.16033E+02    1
    3   32        14   25       -0.11544            1.39970       -2.49105         0.46156E+01    0.46156E+01    0
    4    7         5    6        0.22508         2104.30206     2121.83951         0.31447E+00    0.30292E+00    1
    4   10         6    8       -0.02407          306.85371      301.93909         0.20389E+00    0.20389E+00    0
    4   13         7   10       -0.22509           31.03527       28.06566         0.49403E+01    0.49403E+01    0
    4   16         8   12       -1.80608           38.13531       27.09901         0.28982E+02    0.14620E+02    1
    4   19         9   14       -1.22595           12.84422        5.92263         0.24408E+02    0.19524E+02    1
    4   22        10   16        1.25140          -50.42912      -15.86675         0.50805E+01    0.47882E+01    1
    4   28        12   20       -0.13866          -11.32553      -12.64982         0.17864E+02    0.17864E+02    0
    4   30        14   24       -1.23045          -13.63938      -31.53660         0.96429E+01    0.92426E+01    1
    4   33        15   26        0.32711          -43.47031      -32.47659         0.45911E+01    0.45911E+01    0
    4   36        16   28        1.22851          -31.28639      -17.22361         0.15848E+02    0.15214E+02    1
    4   45        19   30       -1.37053           33.00005       13.66751         0.29866E+02    0.25701E+02    1
    5    8         6    7       -0.30835         1744.01933     1733.79408         0.61814E+00    0.61814E+00    0
    5   14         8   11       -1.13750           31.19633        1.88330         0.25616E+01    0.25616E+01    0
    5   17         9   13       -1.18917           45.88180       35.54289         0.10221E+02    0.10137E+02    1
    5   20        10   15        0.48269          -91.46098      -46.00725         0.11680E+01    0.11680E+01    0
    5   23        11   17       -1.44161           30.96327        1.86639         0.79381E+01    0.64942E+01    1
    5   26        12   19       -0.07214          -24.40741      -24.85917         0.24128E+02    0.24128E+02    0
    5   31        15   25       -1.62220          -20.43477      -30.83826         0.28878E+02    0.20995E+02    1
    5   34        16   27       -0.24706          -32.25102      -38.67054         0.58921E+01    0.58921E+01    0
    5   43        19   29        0.44247           -6.96833        1.57422         0.17855E+02    0.17855E+02    0
    5   46        20   31        0.78854           -7.75290       11.22339         0.15074E+02    0.15074E+02    0
    6    9         7    8       -0.32940         1076.14239     1064.52660         0.64803E+00    0.64803E+00    0
    6   15         9   12        0.44225           19.62781       72.16274         0.56609E+00    0.56609E+00    0
    6   18        10   14        1.39436           -9.66522       33.40336         0.33904E+01    0.28677E+01    1
    6   24        12   18        0.05920           14.60237       15.47717         0.87875E+01    0.87875E+01    0
    6   27        13   20        0.11638          -77.89512      -76.84317         0.16608E+02    0.16608E+02    0
    6   29        15   24       -0.37326          -23.33181      -28.39902         0.83579E+01    0.83579E+01    0
    6   32        16   26        0.80743          -45.10467      -25.74027         0.55444E+01    0.55444E+01    0
    6   44        20   30        0.22443           16.93884       24.85673         0.98089E+01    0.98089E+01    0
    6   47        21   32        0.67673           10.74742       15.91350         0.47763E+02    0.47763E+02    0
    7   16        10   13       -0.01753          181.89905      181.74768         0.75434E+01    0.75434E+01    0
    7   22        12   17       -0.46598           38.41513       20.78579         0.28375E+01    0.28375E+01    0
    7   25        13   19        1.29359          -62.88104      -51.44286         0.15938E+02    0.14531E+02    1
