    0.18729E+02    0.29346E+04    0.11898E+04    0.30755E+01
    0.87324E+01    0.29440E+04    0.17927E+04    0.32535E+01
    0.13340E+02    0.29520E+04    0.22338E+04    0.33491E+01
    0.19658E+02    0.29335E+04    0.11642E+04    0.30660E+01
    0.34367E+02    0.29415E+04    0.53707E+03    0.27300E+01
    0.10575E+02    0.29511E+04    0.24031E+04    0.33808E+01
    0.22011E+02    0.29475E+04    0.10471E+04    0.30200E+01
    0.20005E+02    0.29468E+04    0.13321E+04    0.31245E+01
    0.36320E+00    0.29430E+04    0.16482E+04    0.32170E+01
    0.13127E+02    0.29476E+04    0.21224E+04    0.33268E+01
    0.26893E+02    0.29421E+04    0.79462E+03    0.29002E+01
    0.14230E+02    0.29476E+04    0.20723E+04    0.33165E+01
    0.30507E+02    0.29435E+04    0.63823E+03    0.28050E+01
    0.51530E+01    0.29524E+04    0.26805E+04    0.34282E+01
    0.43229E+01    0.29519E+04    0.25542E+04    0.34072E+01
    0.16731E+02    0.29474E+04    0.19026E+04    0.32794E+01
    0.58271E+01    0.29416E+04    0.16023E+04    0.32047E+01
    0.54372E+02    0.29321E+04    0.36847E+03    0.25664E+01
    0.36763E+02    0.29379E+04    0.53692E+03    0.27299E+01
    0.93867E+01    0.29538E+04    0.27711E+04    0.34427E+01
    0.22701E+02    0.29476E+04    0.92558E+03    0.29664E+01
    0.14945E+02    0.29466E+04    0.19048E+04    0.32799E+01
    0.11847E+02    0.29348E+04    0.12872E+04    0.31097E+01
    0.72076E+02    0.29311E+04    0.63934E+03    0.28057E+01
    0.60343E+01    0.29463E+04    0.19547E+04    0.32911E+01
    0.63676E+02    0.29316E+04    0.58953E+03    0.27705E+01
    0.47006E+02    0.29366E+04    0.29049E+03    0.24631E+01
    0.99995E+01    0.29505E+04    0.24031E+04    0.33808E+01
    0.83625E+00    0.29510E+04    0.22473E+04    0.33517E+01
    0.13327E+02    0.29512E+04    0.22925E+04    0.33603E+01
    0.35933E+02    0.29382E+04    0.56544E+03    0.27524E+01
    0.62785E+02    0.29314E+04    0.58006E+03    0.27635E+01
    0.81561E+01    0.29430E+04    0.16987E+04    0.32301E+01
    0.58083E+02    0.29334E+04    0.40043E+03    0.26025E+01
    0.45256E+02    0.29312E+04    0.39898E+03    0.26009E+01
    0.19578E+02    0.29486E+04    0.16802E+04    0.32254E+01
    0.27138E+02    0.29452E+04    0.73829E+03    0.28682E+01
    0.25113E+02    0.29364E+04    0.10396E+04    0.30169E+01
    0.11894E+02    0.29330E+04    0.12479E+04    0.30962E+01
    0.20399E+02    0.29486E+04    0.14785E+04    0.31698E+01
    0.41575E+00    0.29462E+04    0.18232E+04    0.32608E+01
    0.28247E+02    0.29429E+04    0.73756E+03    0.28678E+01
    0.38937E+02    0.29343E+04    0.54753E+03    0.27384E+01
    0.23786E+01    0.29522E+04    0.24629E+04    0.33914E+01
    0.43004E+02    0.29346E+04    0.39445E+03    0.25960E+01
    0.58698E+02    0.29326E+04    0.42341E+03    0.26268E+01
    0.48550E+01    0.29562E+04    0.34067E+04    0.35323E+01
    0.26426E+02    0.29413E+04    0.84533E+03    0.29270E+01
    0.29920E+02    0.29434E+04    0.68040E+03    0.28328E+01
    0.24890E+02    0.29465E+04    0.71891E+03    0.28567E+01
    0.70936E+01    0.29550E+04    0.32340E+04    0.35097E+01
    0.48423E+01    0.29464E+04    0.19320E+04    0.32860E+01
    0.23572E+02    0.29407E+04    0.97292E+03    0.29881E+01
    0.40254E+01    0.29416E+04    0.15973E+04    0.32034E+01
    0.16381E+02    0.29504E+04    0.24621E+04    0.33913E+01
    0.26097E+02    0.29357E+04    0.10241E+04    0.30104E+01
    0.43361E+02    0.29327E+04    0.42125E+03    0.26245E+01
    0.12181E+02    0.29507E+04    0.23043E+04    0.33625E+01
    0.39996E+02    0.29391E+04    0.42789E+03    0.26313E+01
    0.22650E+02    0.29401E+04    0.10468E+04    0.30198E+01
    0.33414E+02    0.29414E+04    0.55940E+03    0.27477E+01
    0.51635E+01    0.29502E+04    0.23706E+04    0.33749E+01
    0.53534E+02    0.29319E+04    0.36061E+03    0.25570E+01
    0.16303E+02    0.29467E+04    0.18313E+04    0.32628E+01
    0.46231E+02    0.29365E+04    0.30336E+03    0.24820E+01
    0.14542E+00    0.29412E+04    0.15543E+04    0.31915E+01
    0.87345E+01    0.29492E+04    0.23293E+04    0.33672E+01
    0.12150E+02    0.29468E+04    0.20754E+04    0.33171E+01
    0.45051E+02    0.29347E+04    0.33748E+03    0.25283E+01
    0.32629E+02    0.29323E+04    0.86248E+03    0.29357E+01
    0.62212E+02    0.29321E+04    0.55320E+03    0.27429E+01
    0.26450E+02    0.29452E+04    0.72128E+03    0.28581E+01
    0.30557E+01    0.29494E+04    0.21638E+04    0.33352E+01
    0.42217E+02    0.29322E+04    0.46849E+03    0.26707E+01
    0.48823E+02    0.29338E+04    0.30714E+03    0.24873E+01
    0.24507E+01    0.29559E+04    0.30197E+04    0.34800E+01
    0.14544E+02    0.29402E+04    0.14088E+04    0.31488E+01
    0.54631E+02    0.29330E+04    0.37397E+03    0.25728E+01
    0.49778E+02    0.29358E+04    0.31338E+03    0.24961E+01
    0.52525E+01    0.29557E+04    0.33291E+04    0.35223E+01
    0.63811E+01    0.29551E+04    0.32668E+04    0.35141E+01
    0.20177E+02    0.29459E+04    0.12564E+04    0.30991E+01
    0.40543E+02    0.29385E+04    0.42236E+03    0.26257E+01
    0.59555E+02    0.29329E+04    0.45349E+03    0.26566E+01
    0.52401E+01    0.29489E+04    0.22297E+04    0.33482E+01
    0.31339E+02    0.29319E+04    0.93255E+03    0.29697E+01
    0.43555E+02    0.29339E+04    0.39434E+03    0.25959E+01
    0.67663E+00    0.29499E+04    0.21227E+04    0.33269E+01
    0.25314E+02    0.29459E+04    0.71257E+03    0.28528E+01
    0.11947E+02    0.29456E+04    0.19303E+04    0.32856E+01
    0.22895E+02    0.29360E+04    0.11087E+04    0.30448E+01
    0.42189E+02    0.29346E+04    0.42599E+03    0.26294E+01
    0.11508E+02    0.29511E+04    0.23437E+04    0.33699E+01
    0.49741E+02    0.29335E+04    0.32737E+03    0.25150E+01
    0.19157E+02    0.29493E+04    0.19033E+04    0.32795E+01
    0.41843E+01    0.29485E+04    0.21273E+04    0.33278E+01
