    0.18729E+02    0.29346E+04    0.49906E+01
    0.87324E+01    0.29440E+04   -0.56741E+01
    0.13340E+02    0.29520E+04    0.81223E+01
    0.19658E+02    0.29335E+04    0.74049E+01
    0.34367E+02    0.29415E+04   -0.25436E+01
    0.10575E+02    0.29511E+04    0.57125E+01
    0.22011E+02    0.29475E+04   -0.25437E+01
    0.20005E+02    0.29468E+04   -0.35906E+01
    0.36320E+00    0.29430E+04   -0.70714E+01
    0.13127E+02    0.29476E+04   -0.51226E+00
    0.26893E+02    0.29421E+04    0.11681E+02
    0.14230E+02    0.29476E+04   -0.12710E+01
    0.30507E+02    0.29435E+04    0.76569E+01
    0.51530E+01    0.29524E+04   -0.27909E-01
    0.43229E+01    0.29519E+04   -0.61508E+00
    0.16731E+02    0.29474E+04   -0.29674E+01
    0.58271E+01    0.29416E+04   -0.73251E+01
    0.54372E+02    0.29321E+04   -0.15099E+01
    0.36763E+02    0.29379E+04    0.14475E+02
    0.93867E+01    0.29538E+04    0.34716E+01
    0.22701E+02    0.29476E+04   -0.11729E+01
    0.14945E+02    0.29466E+04   -0.29340E+01
    0.11847E+02    0.29348E+04   -0.38856E+01
    0.72076E+02    0.29311E+04   -0.27645E+01
    0.60343E+01    0.29463E+04   -0.48645E+01
    0.63676E+02    0.29316E+04    0.77697E+01
    0.47006E+02    0.29366E+04   -0.20507E+02
    0.99995E+01    0.29505E+04    0.40046E+01
    0.83625E+00    0.29510E+04   -0.17881E+01
    0.13327E+02    0.29512E+04    0.67840E+01
    0.35933E+02    0.29382E+04    0.12450E+02
    0.62785E+02    0.29314E+04    0.66371E+01
    0.81561E+01    0.29430E+04   -0.64348E+01
    0.58083E+02    0.29334E+04    0.24322E+01
    0.45256E+02    0.29312E+04   -0.90684E+00
    0.19578E+02    0.29486E+04   -0.48085E+01
    0.27138E+02    0.29452E+04    0.69039E+00
    0.25113E+02    0.29364E+04    0.16787E+02
    0.11894E+02    0.29330E+04   -0.28017E+01
    0.20399E+02    0.29486E+04   -0.50845E+01
    0.41575E+00    0.29462E+04   -0.56864E+01
    0.28247E+02    0.29429E+04    0.97747E+01
    0.38937E+02    0.29343E+04    0.20326E+02
    0.23786E+01    0.29522E+04   -0.79764E+00
    0.43004E+02    0.29346E+04    0.51045E+01
    0.58698E+02    0.29326E+04    0.24823E+01
    0.48550E+01    0.29562E+04   -0.24422E+01
    0.26426E+02    0.29413E+04    0.12888E+02
    0.29920E+02    0.29434E+04    0.81800E+01
    0.24890E+02    0.29465E+04    0.12996E+01
    0.70936E+01    0.29550E+04   -0.58189E+00
    0.48423E+01    0.29464E+04   -0.52166E+01
