    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    2    8         4    6       -0.16849          650.05092      646.96461         0.27337E+01    0.27337E+01    0
    2   20         8   14        0.20212          110.65510      119.69575         0.30734E+01    0.30734E+01    0
    2   23         9   16       -1.65889          140.74479      121.89778         0.18451E+02    0.13955E+02    1
    2   26        10   18       -2.24423          162.45710      104.92219         0.22734E+02    0.69926E+01    1
    2   31        13   24       -0.80744           44.83053       42.27632         0.50033E+02    0.50033E+02    0
    2   34        14   26        1.85656           -4.51449       22.71742         0.22372E+02    0.12024E+02    1
    2   37        15   28        1.31644           21.75471       51.17526         0.91463E+01    0.88157E+01    1
    3    6         4    5       -0.23974          492.04203      487.38030         0.10961E+01    0.10961E+01    0
    3    9         5    7        0.44991          455.41269      460.66618         0.36365E+01    0.36365E+01    0
    3   12         6    9       -0.54275          180.41286      178.71912         0.25118E+02    0.19993E+02    1
    3   15         7   11       -1.67268           -5.86533      -34.02785         0.97114E+01    0.52136E+01    1
    3   18         8   13        0.77126           42.52215       44.42652         0.44794E+02    0.44794E+02    0
    3   21         9   15       -1.34142           29.80723       28.83498         0.29261E+03    0.18275E+03    1
    3   24        10   17        1.67664           11.19401       35.45327         0.13901E+02    0.10655E+02    1
    3   27        11   19        0.09153           45.38421       48.54371         0.50269E+01    0.50269E+01    0
    3   29        13   23        0.73372           12.88787       15.43019         0.39381E+02    0.39381E+02    0
    3   32        14   25        0.10568           10.63680       11.86483         0.13387E+02    0.13387E+02    0
    4    7         5    6       -0.67655          910.36834      895.67546         0.10868E+01    0.10868E+01    0
    4   10         6    8        0.33464          114.58573      117.98431         0.50365E+01    0.40986E+01    1
    4   13         7   10        2.17237          -77.17430      -24.79808         0.73081E+01    0.27032E+01    1
    4   16         8   12       -0.52794          -26.38648      -26.82360         0.42248E+03    0.10789E+03    1
    4   19         9   14        1.66563           26.68345       42.29914         0.16500E+02    0.11757E+02    1
    4   22        10   16       -0.45528           -0.94671       -3.75456         0.21443E+02    0.21443E+02    0
    4   28        12   20        1.36958           24.07576       35.24338         0.22431E+02    0.20924E+02    1
    4   30        14   24       -0.88725            6.22689        4.80678         0.94222E+02    0.83992E+02    1
    4   33        15   26        2.13500          -22.20242        4.72845         0.38072E+02    0.12233E+02    1
    4   36        16   28        1.37786          -14.18728       12.04785         0.99742E+01    0.91469E+01    1
    4   45        19   30       -1.92441           52.59963       50.59685         0.10000E+04    0.34834E+03    1
    5    8         6    7        0.30652          767.64438      771.42177         0.16633E+01    0.16633E+01    0
    5   14         8   11       -2.23674            7.29111      -23.32774         0.27227E+02    0.48223E+01    1
    5   17         9   13       -1.45785           79.94794       75.23616         0.87824E+02    0.27269E+02    1
    5   20        10   15       -0.00254          -12.25079      -12.34169         0.30673E+01    0.30673E+01    0
    5   23        11   17       -2.28971           35.35161       20.82955         0.70850E+02    0.20667E+02    1
    5   26        12   19        0.75872            3.87186       17.87896         0.81845E+01    0.81845E+01    0
    5   31        15   25        0.05043           10.84380       11.01209         0.40350E+02    0.40350E+02    0
    5   34        16   27        0.55570           -7.49246       -6.18788         0.19235E+03    0.65213E+02    1
    5   43        19   29        1.21200           20.80210       41.95373         0.19753E+02    0.19753E+02    0
    5   46        20   31        1.62451            1.11556       29.92180         0.26184E+02    0.20458E+02    1
    6    9         7    8       -0.06927          444.80873      443.60946         0.13199E+01    0.13199E+01    0
    6   15         9   12        2.00838           54.41725       98.85740         0.10133E+02    0.30390E+01    1
    6   18        10   14        1.34008           50.98970       58.05424         0.24678E+02    0.16802E+02    1
    6   24        12   18        2.18885           -2.85074       15.90437         0.42721E+02    0.15155E+02    1
    6   27        13   20       -1.82088          -18.72180      -20.67450         0.32423E+03    0.13999E+03    1
    6   29        15   24       -0.40168            4.74251       -2.06066         0.66993E+01    0.66993E+01    0
    6   32        16   26        1.49146           -7.94671       -6.10518         0.13707E+03    0.10769E+03    1
    6   44        20   30        2.03644           19.71680       30.79502         0.16366E+03    0.63614E+02    1
    6   47        21   32        1.18880           16.87718       23.64777         0.64021E+02    0.64021E+02    0
