    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    2    8         4    6       -0.12284          965.37362      963.92049         0.42332E+01    0.42332E+01    0
    2   20         8   14        0.35567          218.91678      221.57591         0.18387E+02    0.18387E+02    0
    2   23         9   16       -1.31271          199.32116      180.19553         0.43989E+02    0.10882E+02    1
    2   26        10   18        0.24602          194.43799      203.05602         0.51175E+01    0.51175E+01    0
    2   31        13   24       -1.12716           64.05152       53.27957         0.24757E+02    0.16561E+02    1
    2   34        14   26       -1.18421           20.92234       20.35944         0.89414E+03    0.37103E+03    1
    2   37        15   28        1.10203           30.37875       39.67530         0.33944E+02    0.23355E+02    1
    3    6         4    5        0.00189          896.11311      896.13744         0.16563E+01    0.16563E+01    0
    3    9         5    7       -0.17807          746.35823      744.83342         0.49589E+01    0.49589E+01    0
    3   12         6    9       -0.17206          450.39786      449.08122         0.81534E+01    0.81534E+01    0
    3   15         7   11       -0.99907          237.45439      219.35331         0.60395E+01    0.48450E+01    1
    3   18         8   13        1.05350          169.16390      188.92455         0.95853E+01    0.58966E+01    1
    3   21         9   15       -0.77222          108.00293      103.91736         0.25036E+02    0.25036E+02    0
    3   24        10   17        0.18262          107.72669      116.22875         0.33115E+01    0.33115E+01    0
    3   27        11   19       -0.24933           95.98599       90.53790         0.79409E+01    0.79409E+01    0
    3   29        13   23       -0.17595           40.41667       38.74930         0.14399E+02    0.14399E+02    0
    3   32        14   25       -0.12729           34.36419       34.14904         0.92030E+02    0.92030E+02    0
    4    7         5    6       -0.04305         1319.05064     1318.48170         0.17861E+01    0.17861E+01    0
    4   10         6    8       -0.45327          547.45872      543.62998         0.49279E+01    0.49279E+01    0
    4   13         7   10        0.36736          180.86953      183.77236         0.82482E+01    0.82482E+01    0
    4   16         8   12       -0.78111          231.69096      225.24501         0.12852E+02    0.10826E+02    1
    4   19         9   14       -0.18516          135.16757      134.38318         0.26020E+02    0.26020E+02    0
    4   22        10   16       -1.15051           96.52044       93.53826         0.63954E+02    0.51019E+02    1
    4   28        12   20       -0.56205           46.98264       45.28706         0.56556E+02    0.56556E+02    0
    4   30        14   24       -1.11017           34.81247       28.94821         0.33329E+02    0.25450E+02    1
    4   33        15   26        0.94695            0.16843        1.66806         0.10483E+03    0.97436E+02    1
    4   36        16   28       -0.00973            1.46740        1.27904         0.89963E+01    0.89963E+01    0
    4   45        19   30       -0.31119           35.81513       33.69352         0.53174E+02    0.53174E+02    0
    5    8         6    7        0.13616         1198.24432     1200.05784         0.21043E+01    0.15390E+01    1
    5   14         8   11       -0.95439          269.45634      246.46261         0.54655E+01    0.27399E+01    1
    5   17         9   13       -0.22462          246.03267      244.07530         0.16238E+02    0.10114E+02    1
    5   20        10   15       -0.24916          104.23301      102.58224         0.16602E+02    0.16602E+02    0
    5   23        11   17       -1.15062          120.00367       52.61950         0.32254E+01    0.22382E+01    1
    5   26        12   19       -0.13665           44.07698       41.64007         0.84726E+01    0.84726E+01    0
    5   31        15   25       -1.04966           39.73178       39.13002         0.33296E+03    0.23487E+03    1
    5   34        16   27       -0.84001           15.10865        3.62755         0.11201E+02    0.11201E+02    0
    5   43        19   29        0.97539           16.00525       24.65128         0.41329E+02    0.38889E+02    1
    5   46        20   31        1.65904           -1.37321        7.65463         0.10000E+04    0.66664E+02    1
    6    9         7    8       -0.22917          925.51330      922.99039         0.20758E+01    0.20758E+01    0
    6   15         9   12        1.01959          318.04048      335.16527         0.96023E+01    0.40037E+01    1
    6   18        10   14       -0.06669          184.01152      183.45373         0.10590E+02    0.10590E+02    0
    6   24        12   18       -0.07521           77.24532       75.33240         0.51059E+01    0.51059E+01    0
    6   27        13   20       -0.32415           12.05259       10.04743         0.24268E+02    0.24268E+02    0
    6   29        15   24       -0.45361           36.32967       34.11546         0.23244E+02    0.23244E+02    0
    6   32        16   26       -0.02423           11.55288       11.26785         0.11305E+02    0.11305E+02    0
    6   44        20   30       -0.49367           12.52102       11.08635         0.11908E+03    0.11908E+03    0
    6   47        21   32        0.22303            8.04363        8.49452         0.21283E+03    0.18036E+03    1
    7   16        10   13       -0.79761          440.92081      434.51737         0.11078E+02    0.81154E+01    1
    7   22        12   17       -0.95000          102.76606       70.69490         0.32914E+01    0.31799E+01    1
    7   25        13   19       -0.07634           35.04210       33.67062         0.71516E+01    0.71516E+01    0
    7   28        14   21        0.24668           45.67302       47.21964         0.23507E+02    0.23507E+02    0
    7   30        16   25       -0.08604           63.16556       62.40420         0.12695E+02    0.12695E+02    0
    7   33        17   27       -1.38544           61.75713       53.08078         0.62220E+02    0.21091E+02    1
    7   42        20   29       -0.92514           27.93773       22.40011         0.54902E+02    0.54467E+02    1
    7   45        21   31       -0.99228           18.24623       17.40235         0.43936E+03    0.40424E+03    1
    7   48        22   33       -1.15723           30.17077       29.27034         0.84877E+03    0.46866E+03    1
    8   14        10   12        0.16608          457.33393      458.86713         0.49102E+01    0.47131E+01    1
    8   20        12   16       -1.11594          103.96304       94.40481         0.15609E+02    0.98730E+01    1
    8   26        14   20        0.17788           26.77354       28.01835         0.18201E+02    0.18201E+02    0
    8   31        17   26        0.00882           41.06138       41.10519         0.22381E+02    0.22381E+02    0
    8   43        21   30       -0.87056           10.22795        0.93158         0.30720E+02    0.30720E+02    0
    9   18        12   15       -0.18344          185.25805      184.02801         0.94337E+01    0.94337E+01    0
    9   21        13   17       -0.93730           91.47217       63.58368         0.29388E+01    0.28777E+01    1
    9   24        14   19       -0.20903           41.86899       38.63824         0.69465E+01    0.69465E+01    0
    9   27        15   21       -1.29716           75.43072       47.51172         0.14691E+02    0.58919E+01    1
    9   29        17   25        0.32755           63.79119       64.32671         0.55689E+02    0.55689E+02    0
    9   32        18   27       -1.58208          114.90971       53.87324         0.14062E+02    0.28676E+01    1
    9   41        21   29       -0.07226            0.52233       -0.26865         0.28136E+02    0.28136E+02    0
    9   44        22   31       -0.08512           13.98314       13.71586         0.10449E+03    0.10449E+03    0
    9   47        23   33        1.15345           16.16106       26.71618         0.78275E+02    0.37816E+02    1
   10   16        12   14       -1.14746          356.54233      350.69330         0.10337E+02    0.82685E+01    1
   10   19        13   16        0.21892          150.92657      151.75733         0.16662E+02    0.16662E+02    0
   10   25        15   20        1.06830           55.27836       64.73639         0.19188E+02    0.11998E+02    1
   10   28        16   22       -1.33075           54.56398       23.70664         0.99155E+01    0.54209E+01    1
   10   30        18   26       -1.57111           79.75305       29.89162         0.13420E+02    0.28128E+01    1
   10   33        19   28        0.45472           27.53334       29.54921         0.24926E+02    0.24926E+02    0
