	 2.68726e+02	 5.82905e+02	 1.00000e+02	 2.00000e+00
	 2.73734e+02	 6.00136e+02	 1.00000e+02	 2.00000e+00
	 1.15332e+02	 2.84545e+03	 1.00000e+02	 2.00000e+00
	 2.78311e+02	 1.57974e+03	 1.00000e+02	 2.00000e+00
	-1.31583e+01	 2.96518e+03	 1.00000e+02	 2.00000e+00
	 2.96227e+02	 1.57534e+03	 1.00000e+02	 2.00000e+00
	-3.27833e+02	 1.36034e+03	 1.00000e+02	 2.00000e+00
	-3.44689e+02	 1.36883e+03	 1.00000e+02	 2.00000e+00
	-1.03107e+01	 2.94607e+03	 1.00000e+02	 2.00000e+00
	 1.12881e+02	 2.93267e+03	 1.00000e+02	 2.00000e+00
	 3.16308e+02	 2.53735e+03	 1.00000e+02	 2.00000e+00
	-1.30607e+02	 1.82944e+03	 1.00000e+02	 2.00000e+00
	 1.11960e+02	 2.84116e+03	 1.00000e+02	 2.00000e+00
	-3.13256e+02	-8.41188e+01	 1.00000e+02	 2.00000e+00
	-1.00093e+02	 2.94222e+03	 1.00000e+02	 2.00000e+00
	-1.49128e+02	 1.83059e+03	 1.00000e+02	 2.00000e+00
	 4.62473e+02	 3.43911e+02	 1.00000e+02	 2.00000e+00
	 3.31685e+02	 2.53924e+03	 1.00000e+02	 2.00000e+00
	 4.81665e+01	 1.72173e+03	 1.00000e+02	 2.00000e+00
	 1.04467e+02	 1.52358e+03	 1.00000e+02	 2.00000e+00
	 1.13620e+02	 1.50864e+03	 1.00000e+02	 2.00000e+00
	-3.14183e+02	 1.64023e+03	 1.00000e+02	 2.00000e+00
	-3.24348e+02	 1.62384e+03	 1.00000e+02	 2.00000e+00
	 1.87290e+01	 2.93465e+03	 1.00000e+02	 2.00000e+00
	 7.57492e+01	 8.51173e+02	 1.00000e+02	 2.00000e+00
	 6.85969e+01	 8.34980e+02	 1.00000e+02	 2.00000e+00
	 4.66010e+01	 2.87791e+03	 1.00000e+02	 2.00000e+00
	-3.24336e+02	 1.81624e+03	 1.00000e+02	 2.00000e+00
	 3.46512e+02	 8.72290e+02	 1.00000e+02	 2.00000e+00
	-3.34685e+02	 1.80103e+03	 1.00000e+02	 2.00000e+00
	 4.67681e+01	 1.70261e+03	 1.00000e+02	 2.00000e+00
	-3.62439e+02	 2.18966e+03	 1.00000e+02	 2.00000e+00
	 3.19095e+02	 1.25746e+03	 1.00000e+02	 2.00000e+00
	 4.44011e+02	 3.50867e+02	 1.00000e+02	 2.00000e+00
	-1.00956e+01	 2.95636e+03	 1.00000e+02	 2.00000e+00
	 5.80456e+01	 2.89621e+03	 1.00000e+02	 2.00000e+00
	 2.72580e+02	 1.72032e+03	 1.00000e+02	 2.00000e+00
	 8.73239e+00	 2.94399e+03	 1.00000e+02	 2.00000e+00
	 2.99770e+02	 1.25476e+03	 1.00000e+02	 2.00000e+00
	 2.78316e+02	 1.83049e+03	 1.00000e+02	 2.00000e+00
	-2.91727e+02	 1.29740e+03	 1.00000e+02	 2.00000e+00
	 1.17377e+02	 5.07629e+02	 1.00000e+02	 2.00000e+00
	 1.01510e+02	 5.14689e+02	 1.00000e+02	 2.00000e+00
	-8.12613e+01	 2.78578e+03	 1.00000e+02	 2.00000e+00
	 5.50667e+01	 2.81512e+03	 1.00000e+02	 2.00000e+00
	 2.90801e+02	 1.81763e+03	 1.00000e+02	 2.00000e+00
	 4.92561e+01	-2.50535e+02	 1.00000e+02	 2.00000e+00
	-3.44726e+02	 2.19598e+03	 1.00000e+02	 2.00000e+00
	 2.91893e+02	 1.72420e+03	 1.00000e+02	 2.00000e+00
	-3.30807e+02	-8.17738e+01	 1.00000e+02	 2.00000e+00
	 2.45895e+02	 1.62546e+03	 1.00000e+02	 2.00000e+00
	 3.55972e+01	-2.39946e+02	 1.00000e+02	 2.00000e+00
	-2.82180e+02	 1.28518e+03	 1.00000e+02	 2.00000e+00
	 1.72582e+02	 5.72656e+02	 1.00000e+02	 2.00000e+00
	-8.35228e+01	 1.34808e+03	 1.00000e+02	 2.00000e+00
	-1.13963e+01	 2.94498e+03	 1.00000e+02	 2.00000e+00
	 1.33402e+01	 2.95198e+03	 1.00000e+02	 2.00000e+00
	-7.25312e+01	 2.78149e+03	 1.00000e+02	 2.00000e+00
	 3.34986e+02	 8.86753e+02	 1.00000e+02	 2.00000e+00
	 1.28900e+02	 2.79716e+03	 1.00000e+02	 2.00000e+00
	 2.30141e+02	 1.28864e+03	 1.00000e+02	 2.00000e+00
	-3.10354e+02	 8.10043e+02	 1.00000e+02	 2.00000e+00
	-3.25288e+02	 8.10048e+02	 1.00000e+02	 2.00000e+00
	 4.06869e+02	 8.40068e+02	 1.00000e+02	 2.00000e+00
	 1.67703e+02	 5.89181e+02	 1.00000e+02	 2.00000e+00
	 3.34028e+02	 2.31446e+03	 1.00000e+02	 2.00000e+00
	 4.19637e+02	 8.52655e+02	 1.00000e+02	 2.00000e+00
	-1.36896e+01	 2.96456e+03	 1.00000e+02	 2.00000e+00
	-1.10325e+01	 2.95668e+03	 1.00000e+02	 2.00000e+00
	 7.55138e+01	 1.35147e+03	 1.00000e+02	 2.00000e+00
	 2.49442e+02	 1.29153e+03	 1.00000e+02	 2.00000e+00
	 3.58856e+02	 2.91762e+03	 1.00000e+02	 2.00000e+00
	 8.11311e+01	 1.33261e+03	 1.00000e+02	 2.00000e+00
	 1.96580e+01	 2.93351e+03	 1.00000e+02	 2.00000e+00
	-2.69690e+02	 5.75000e+02	 1.00000e+02	 2.00000e+00
	 3.45283e+02	 2.89670e+02	 1.00000e+02	 2.00000e+00
	-3.27823e+02	 1.04017e+03	 1.00000e+02	 2.00000e+00
	 1.32737e+02	-6.92704e+01	 1.00000e+02	 2.00000e+00
	-1.14091e+01	 2.96429e+03	 1.00000e+02	 2.00000e+00
	 3.17027e+02	-1.05482e+02	 1.00000e+02	 2.00000e+00
	 1.92973e+02	 9.09821e+02	 1.00000e+02	 2.00000e+00
	 3.24577e+02	 2.83964e+02	 1.00000e+02	 2.00000e+00
	-3.99282e+01	 2.96685e+03	 1.00000e+02	 2.00000e+00
	-1.97556e+01	 2.84569e+03	 1.00000e+02	 2.00000e+00
	-3.07623e+02	 2.22766e+03	 1.00000e+02	 2.00000e+00
	 2.15624e+02	 2.84559e+03	 1.00000e+02	 2.00000e+00
	 1.14106e+02	 2.93157e+03	 1.00000e+02	 2.00000e+00
	 4.16636e+02	 1.51257e+03	 1.00000e+02	 2.00000e+00
	 2.88453e+02	 1.79377e+03	 1.00000e+02	 2.00000e+00
	 3.34554e+02	-9.91724e+01	 1.00000e+02	 2.00000e+00
	-8.76598e+01	 2.82651e+03	 1.00000e+02	 2.00000e+00
	-2.89621e+02	 5.62328e+02	 1.00000e+02	 2.00000e+00
	-7.84735e+01	 1.20002e+03	 1.00000e+02	 2.00000e+00
	-3.12449e+01	 2.95362e+03	 1.00000e+02	 2.00000e+00
	-2.64969e+01	 2.84599e+03	 1.00000e+02	 2.00000e+00
