    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    2    8         4    6       -0.19140          887.09918      882.36433         0.20243E+01    0.20243E+01    0
    2   20         8   14        1.63254          172.38838      225.08061         0.14939E+02    0.42591E+01    1
    2   23         9   16       -0.71771          182.63819      178.88907         0.63995E+02    0.30350E+02    1
    2   26        10   18       -0.16835          198.85422      194.96120         0.77523E+01    0.77523E+01    0
    2   31        13   24       -0.15465           51.58787       50.15889         0.17128E+02    0.17128E+02    0
    2   34        14   26        1.47574            6.13399       26.46792         0.48679E+02    0.12800E+02    1
    2   37        15   28        1.31493           22.64177       48.33714         0.15033E+02    0.10082E+02    1
    3    6         4    5       -0.15680          833.46673      830.60723         0.11688E+01    0.11688E+01    0
    3    9         5    7        0.10648          690.70350      692.27160         0.28833E+01    0.28833E+01    0
    3   12         6    9       -0.17031          340.76500      339.72972         0.10264E+02    0.10264E+02    0
    3   15         7   11       -1.72981          139.27329       90.10244         0.98533E+01    0.30881E+01    1
    3   18         8   13        1.09839          119.36259      139.64044         0.63687E+01    0.59911E+01    1
    3   21         9   15       -1.27935           77.51654       71.26498         0.44777E+02    0.27106E+02    1
    3   24        10   17        0.54206           75.57456       93.56191         0.46461E+01    0.46461E+01    0
    3   27        11   19       -0.25212           82.74776       80.15494         0.16872E+02    0.16872E+02    0
    3   29        13   23       -0.45701           24.53302       22.99674         0.40592E+02    0.40592E+02    0
    3   32        14   25       -0.03668           24.87220       24.62320         0.22916E+02    0.22916E+02    0
    4    7         5    6       -0.18949         1858.16764     1850.69956         0.86189E+00    0.59887E+00    1
    4   10         6    8       -0.50363          451.57427      445.86036         0.36689E+01    0.36689E+01    0
    4   13         7   10        1.40311          108.14468      135.63901         0.86598E+01    0.33261E+01    1
    4   16         8   12       -0.51598          142.51515      139.08343         0.13432E+02    0.13432E+02    0
    4   19         9   14        0.29475           99.01090      100.01777         0.32268E+02    0.32268E+02    0
    4   22        10   16       -1.70149           62.66983       60.66479         0.10000E+04    0.11222E+03    1
    4   28        12   20       -1.84067           33.41842       31.61168         0.10000E+04    0.17382E+03    1
    4   30        14   24       -1.38271           22.39400        9.36266         0.28675E+02    0.14264E+02    1
    4   33        15   26        1.49298          -12.86209        3.83729         0.58328E+02    0.13795E+02    1
    4   36        16   28        0.42537           -8.29386        6.19629         0.51126E+01    0.51126E+01    0
    4   45        19   30       -1.32040           25.48529       11.51548         0.54092E+02    0.34266E+02    1
    5    8         6    7       -0.12308         1149.12537     1147.58148         0.16342E+01    0.16342E+01    0
    5   14         8   11       -1.47608          178.96911      136.50549         0.75467E+01    0.22947E+01    1
    5   17         9   13       -0.33409          179.76893      178.30342         0.20091E+02    0.20091E+02    0
    5   20        10   15        0.83335           53.08176       60.80438         0.19134E+02    0.11869E+02    1
    5   23        11   17       -0.62371           86.15507       65.71979         0.40006E+01    0.40006E+01    0
    5   26        12   19        0.80250           25.01673       30.28953         0.22997E+02    0.22997E+02    0
    5   31        15   25       -1.20710           25.03298       23.87304         0.22732E+03    0.14012E+03    1
    5   34        16   27        0.02370            0.41860        0.85012         0.84083E+01    0.84083E+01    0
    5   43        19   29       -0.92535           10.71716        8.95389         0.18091E+03    0.18091E+03    0
    5   46        20   31        1.56213           -5.55623        1.68603         0.51354E+03    0.78247E+02    1
    6    9         7    8       -0.04361          880.95700      880.32223         0.15699E+01    0.15699E+01    0
    6   15         9   12        0.54268          228.55593      235.78343         0.96840E+01    0.50492E+01    1
    6   18        10   14        0.25669          122.40365      127.75014         0.65537E+01    0.42526E+01    1
    6   24        12   18        1.07726           47.50216       66.24657         0.77808E+01    0.74630E+01    1
    6   27        13   20       -0.21387           -8.81252      -10.32845         0.22175E+02    0.21179E+02    1
