602
478	48	51	49	50	9.903277e+01
479	49	52	50	51	1.518227e+02
495	4	3	5	2	4.664466e+02
496	6	4	8	2	2.081579e+02
497	8	5	11	2	1.145050e+02
498	10	6	14	2	7.196982e+01
499	12	7	17	2	5.688157e+01
500	14	8	20	2	3.621418e+01
501	16	9	23	2	2.550738e+01
502	18	10	26	2	2.105344e+01
505	24	13	31	2	1.392502e+01
506	26	14	34	2	1.184239e+01
507	28	15	37	2	1.047975e+01
510	5	4	6	3	4.579095e+02
511	7	5	9	3	1.783667e+02
512	9	6	12	3	1.052918e+02
513	11	7	15	3	7.690610e+01
514	13	8	18	3	5.088976e+01
515	15	9	21	3	3.223651e+01
516	17	10	24	3	2.591682e+01
517	19	11	27	3	1.959455e+01
519	23	13	29	3	1.645088e+01
520	25	14	32	3	1.412221e+01
521	27	15	35	3	1.226526e+01
524	29	18	44	3	6.301005e+00
525	6	5	7	4	4.487586e+02
526	8	6	10	4	1.809541e+02
527	10	7	13	4	9.984370e+01
528	12	8	16	4	7.548530e+01
529	14	9	19	4	4.306274e+01
530	16	10	22	4	3.182059e+01
531	18	11	25	4	2.312162e+01
532	20	12	28	4	1.666436e+01
534	24	14	30	4	1.667875e+01
535	26	15	33	4	1.390523e+01
536	28	16	36	4	1.198361e+01
539	30	19	45	4	5.794530e+00
540	7	6	8	5	3.893107e+02
541	9	7	11	5	1.893354e+02
542	11	8	14	5	9.682013e+01
543	13	9	17	5	6.176263e+01
544	15	10	20	5	3.962319e+01
545	17	11	23	5	2.867331e+01
546	19	12	26	5	1.953572e+01
549	25	15	31	5	1.726550e+01
550	27	16	34	5	1.354175e+01
553	29	19	43	5	6.106462e+00
554	31	20	46	5	5.491806e+00
555	8	7	9	6	3.814067e+02
556	10	8	12	6	1.436723e+02
557	12	9	15	6	9.741744e+01
558	14	10	18	6	5.611019e+01
559	16	11	21	6	3.562199e+01
560	18	12	24	6	2.387295e+01
561	20	13	27	6	1.899200e+01
563	24	15	29	6	1.991508e+01
564	26	16	32	6	1.588259e+01
565	28	17	35	6	1.328792e+01
568	30	20	44	6	5.798348e+00
569	32	21	47	6	5.395007e+00
570	9	8	10	7	4.204421e+02
571	11	9	13	7	1.329804e+02
572	13	10	16	7	8.625789e+01
573	15	11	19	7	4.497969e+01
574	17	12	22	7	2.887535e+01
575	19	13	25	7	2.258807e+01
576	21	14	28	7	1.855390e+01
578	25	16	30	7	2.018523e+01
579	27	17	33	7	1.495066e+01
582	29	20	42	7	6.056248e+00
583	31	21	45	7	5.501265e+00
584	33	22	48	7	5.159137e+00
585	10	9	11	8	2.833051e+02
586	12	10	14	8	1.599920e+02
587	14	11	17	8	7.161052e+01
588	16	12	20	8	3.618319e+01
589	18	13	23	8	2.990869e+01
590	20	14	26	8	2.270089e+01
593	26	17	31	8	1.894266e+01
594	28	18	34	8	1.433296e+01
597	30	21	43	8	5.826208e+00
598	32	22	46	8	5.379885e+00
599	34	23	49	8	4.821053e+00
600	11	10	12	9	3.817623e+02
601	13	11	15	9	1.473241e+02
602	15	12	18	9	5.335251e+01
603	17	13	21	9	4.124403e+01
604	19	14	24	9	3.117669e+01
605	21	15	27	9	2.417987e+01
607	25	17	29	9	2.500222e+01
608	27	18	32	9	1.884450e+01
611	29	21	41	9	6.259795e+00
612	31	22	44	9	5.657139e+00
613	33	23	47	9	5.102234e+00
614	35	24	50	9	4.796664e+00
615	12	11	13	10	4.367944e+02
616	14	12	16	10	9.097624e+01
617	16	13	19	10	5.429614e+01
618	18	14	22	10	4.118639e+01
619	20	15	25	10	3.060555e+01
620	22	16	28	10	2.267160e+01
622	26	18	30	10	2.420919e+01
623	28	19	33	10	1.645349e+01
626	30	22	42	10	5.910816e+00
627	32	23	45	10	5.131608e+00
628	34	24	48	10	4.989093e+00
629	36	25	51	10	4.341354e+00
630	13	12	14	11	2.445761e+02
631	15	13	17	11	9.397359e+01
632	17	14	20	11	6.435793e+01
633	19	15	23	11	4.569133e+01
634	21	16	26	11	3.029750e+01
637	27	19	31	11	2.466421e+01
640	29	22	40	11	6.378724e+00
641	31	23	43	11	5.564620e+00
642	33	24	46	11	5.299076e+00
643	35	25	49	11	4.663510e+00
644	37	26	52	11	4.652359e+00
645	14	13	15	12	3.471653e+02
646	16	14	18	12	1.119946e+02
647	18	15	21	12	7.490238e+01
648	20	16	24	12	4.648758e+01
649	22	17	27	12	2.973876e+01
651	26	19	29	12	3.310047e+01
652	28	20	32	12	2.343269e+01
655	30	23	41	12	5.994696e+00
656	32	24	44	12	5.689725e+00
657	34	25	47	12	4.865040e+00
658	36	26	50	12	4.671123e+00
659	15	14	16	13	2.111424e+02
660	17	15	19	13	1.190680e+02
661	19	16	22	13	6.355048e+01
662	21	17	25	13	3.779056e+01
663	23	18	28	13	2.628155e+01
665	27	20	30	13	3.570275e+01
668	29	23	39	13	6.136792e+00
669	31	24	42	13	5.663587e+00
670	33	25	45	13	5.067338e+00
671	35	26	48	13	4.795091e+00
672	37	27	51	13	4.676863e+00
673	16	15	17	14	2.454757e+02
674	18	16	20	14	1.048756e+02
675	20	17	23	14	5.336551e+01
676	22	18	26	14	3.254269e+01
679	28	21	31	14	3.576495e+01
682	30	24	40	14	5.703307e+00
683	32	25	43	14	4.941583e+00
684	34	26	46	14	4.739580e+00
685	36	27	49	14	4.378125e+00
686	38	28	52	14	4.647568e+00
687	17	16	18	15	3.208060e+02
688	19	17	21	15	9.700880e+01
689	21	18	24	15	5.110098e+01
690	23	19	27	15	2.896702e+01
692	27	21	29	15	5.971406e+01
695	29	24	38	15	5.897358e+00
696	31	25	41	15	4.807335e+00
697	33	26	44	15	4.833987e+00
698	35	27	47	15	4.437275e+00
699	37	28	50	15	4.605375e+00
700	18	17	19	16	2.672498e+02
701	20	18	22	16	1.018600e+02
702	22	19	25	16	4.624996e+01
703	24	20	28	16	2.659687e+01
705	28	22	30	16	6.188302e+01
708	30	25	39	16	4.886422e+00
709	32	26	42	16	4.864080e+00
710	34	27	45	16	4.614113e+00
711	36	28	48	16	4.365944e+00
713	19	18	20	17	3.438248e+02
714	21	19	23	17	9.946366e+01
715	23	20	26	17	5.152301e+01
720	29	25	37	17	5.412420e+00
721	31	26	40	17	4.931382e+00
722	33	27	43	17	4.503652e+00
726	20	19	21	18	3.507664e+02
727	22	20	24	18	1.177889e+02
728	24	21	27	18	4.787638e+01
730	28	23	29	18	1.514493e+02
735	34	28	44	18	4.703228e+00
738	21	20	22	19	2.991557e+02
739	23	21	25	19	1.226746e+02
740	25	22	28	19	4.570969e+01
744	29	26	36	19	6.099934e+00
745	31	27	39	19	4.577050e+00
746	33	28	42	19	4.628003e+00
750	22	21	23	20	3.366292e+02
751	24	22	26	20	1.027102e+02
756	30	27	37	20	4.982079e+00
757	32	28	40	20	4.556959e+00
762	23	22	24	21	4.475543e+02
763	25	23	27	21	9.389692e+01
768	31	28	38	21	4.429613e+00
773	24	23	25	22	2.850298e+02
774	26	24	28	22	1.035384e+02
778	30	28	36	22	5.409670e+00
783	40	29	51	22	9.060929e+00
784	25	24	26	23	4.616795e+02
788	29	28	34	23	5.139956e+00
793	39	29	49	23	1.077444e+01
794	41	30	52	23	9.475290e+00
795	26	25	27	24	2.990824e+02
803	38	29	47	24	1.276796e+01
804	40	30	50	24	1.078453e+01
805	27	26	28	25	3.200930e+02
812	37	29	45	25	1.735846e+01
813	39	30	48	25	1.374864e+01
814	41	31	51	25	1.105686e+01
821	36	29	43	26	2.482363e+01
822	38	30	46	26	1.799864e+01
823	40	31	49	26	1.340232e+01
824	42	32	52	26	1.038416e+01
830	35	29	41	27	5.335375e+01
831	37	30	44	27	3.023132e+01
832	39	31	47	27	1.967581e+01
833	41	32	50	27	1.332123e+01
838	34	29	39	28	1.444896e+02
839	36	30	42	28	5.661934e+01
840	38	31	45	28	3.180091e+01
841	40	32	48	28	1.860570e+01
842	42	33	51	28	1.254447e+01
876	31	30	32	29	2.508702e+02
877	33	31	35	29	9.675220e+01
879	37	33	41	29	1.821287e+01
880	39	34	44	29	1.389710e+01
881	41	35	47	29	1.156868e+01
882	43	36	50	29	9.869776e+00
883	32	31	33	30	2.376019e+02
884	34	32	36	30	9.756131e+01
885	36	33	39	30	2.663630e+01
886	38	34	42	30	1.869258e+01
887	40	35	45	30	1.473718e+01
888	42	36	48	30	1.180260e+01
889	44	37	51	30	8.493834e+00
890	33	32	34	31	2.463074e+02
891	35	33	37	31	6.897083e+01
892	37	34	40	31	2.956418e+01
893	39	35	43	31	2.045364e+01
894	41	36	46	31	1.490001e+01
895	43	37	49	31	1.058791e+01
896	45	38	52	31	8.381931e+00
897	34	33	35	32	2.478806e+02
898	36	34	38	32	5.923557e+01
899	38	35	41	32	3.539780e+01
900	40	36	44	32	2.265932e+01
901	42	37	47	32	1.371970e+01
902	44	38	50	32	9.382670e+00
903	35	34	36	33	2.082501e+02
904	37	35	39	33	7.068184e+01
905	39	36	42	33	3.699663e+01
906	41	37	45	33	1.880864e+01
907	43	38	48	33	1.222843e+01
908	45	39	51	33	9.015266e+00
909	36	35	37	34	2.394772e+02
910	38	36	40	34	7.421613e+01
911	40	37	43	34	2.934910e+01
912	42	38	46	34	1.595461e+01
913	44	39	49	34	1.062875e+01
914	46	40	52	34	9.408982e+00
915	37	36	38	35	2.513235e+02
916	39	37	41	35	5.387235e+01
918	43	39	47	35	1.458879e+01
919	45	40	50	35	1.163443e+01
920	38	37	39	36	1.345238e+02
921	40	38	42	36	4.005476e+01
922	42	39	45	36	2.001853e+01
923	44	40	48	36	1.373982e+01
924	46	41	51	36	1.130484e+01
925	39	38	40	37	1.423034e+02
926	41	39	43	37	3.381343e+01
927	43	40	46	37	2.129487e+01
928	45	41	49	37	1.580926e+01
929	47	42	52	37	1.238174e+01
930	40	39	41	38	6.503240e+01
931	42	40	44	38	3.567870e+01
932	44	41	47	38	1.938029e+01
933	46	42	50	38	1.551913e+01
934	41	40	42	39	6.154707e+01
935	43	41	45	39	3.231066e+01
936	45	42	48	39	2.076995e+01
937	47	43	51	39	1.531977e+01
938	42	41	43	40	6.439219e+01
939	44	42	46	40	2.641899e+01
940	46	43	49	40	2.024987e+01
941	48	44	52	40	1.809620e+01
942	43	42	44	41	7.723533e+01
943	45	43	47	41	3.097589e+01
944	47	44	50	41	2.355918e+01
945	44	43	45	42	5.085988e+01
946	46	44	48	42	3.749284e+01
947	48	45	51	42	2.354781e+01
948	45	44	46	43	7.624134e+01
949	47	45	49	43	3.316077e+01
950	49	46	52	43	2.396764e+01
951	46	45	47	44	6.108232e+01
952	48	46	50	44	3.350903e+01
953	47	46	48	45	6.916137e+01
954	49	47	51	45	3.503280e+01
955	48	47	49	46	8.038344e+01
956	50	48	52	46	4.221929e+01
957	49	48	50	47	8.004102e+01
958	50	49	51	48	9.903277e+01
959	51	50	52	49	1.518227e+02
