    0.18729E+02    0.29346E+04    0.22870E+01
    0.87324E+01    0.29440E+04   -0.32526E+01
    0.13340E+02    0.29520E+04    0.45096E+01
    0.19658E+02    0.29335E+04    0.49523E+01
    0.34367E+02    0.29415E+04    0.47496E+01
    0.10575E+02    0.29511E+04    0.42595E+01
    0.22011E+02    0.29475E+04   -0.12690E+01
    0.20005E+02    0.29468E+04   -0.51517E+01
    0.36320E+00    0.29430E+04   -0.95382E+00
    0.13127E+02    0.29476E+04   -0.55239E+01
    0.26893E+02    0.29421E+04   -0.40072E+01
    0.14230E+02    0.29476E+04   -0.73082E+01
    0.30507E+02    0.29435E+04   -0.21450E+01
    0.51530E+01    0.29524E+04    0.60067E+01
    0.43229E+01    0.29519E+04    0.57316E+01
    0.16731E+02    0.29474E+04   -0.79784E+01
    0.58271E+01    0.29416E+04   -0.27539E+01
    0.54372E+02    0.29321E+04   -0.14190E+02
    0.36763E+02    0.29379E+04    0.26097E+02
    0.93867E+01    0.29538E+04    0.60533E+01
    0.22701E+02    0.29476E+04   -0.52659E+00
    0.14945E+02    0.29466E+04   -0.85212E+01
    0.11847E+02    0.29348E+04   -0.23254E+01
    0.72076E+02    0.29311E+04    0.10355E+02
    0.60343E+01    0.29463E+04    0.77701E+00
    0.63676E+02    0.29316E+04    0.42200E+00
    0.47006E+02    0.29366E+04   -0.14435E+02
    0.99995E+01    0.29505E+04    0.34842E+01
    0.83625E+00    0.29510E+04    0.40461E+01
    0.13327E+02    0.29512E+04    0.17328E+01
    0.35933E+02    0.29382E+04    0.24477E+02
    0.62785E+02    0.29314E+04   -0.18641E+01
    0.81561E+01    0.29430E+04   -0.34516E+01
    0.58083E+02    0.29334E+04   -0.10395E+02
    0.45256E+02    0.29312E+04   -0.48936E+01
    0.19578E+02    0.29486E+04   -0.38687E+01
    0.27138E+02    0.29452E+04   -0.81215E+01
    0.25113E+02    0.29364E+04    0.93438E+01
    0.11894E+02    0.29330E+04   -0.10009E+01
    0.20399E+02    0.29486E+04   -0.19091E+01
    0.41575E+00    0.29462E+04    0.97392E+00
    0.28247E+02    0.29429E+04   -0.55225E+01
    0.38937E+02    0.29343E+04    0.23912E+02
    0.23786E+01    0.29522E+04    0.47455E+01
    0.43004E+02    0.29346E+04    0.45106E+01
    0.58698E+02    0.29326E+04   -0.10261E+02
    0.48550E+01    0.29562E+04    0.39284E+00
    0.26426E+02    0.29413E+04   -0.20149E+01
    0.29920E+02    0.29434E+04   -0.33867E+01
    0.24890E+02    0.29465E+04   -0.45434E+01
    0.70936E+01    0.29550E+04    0.32410E+01
    0.48423E+01    0.29464E+04    0.13969E+01
    0.23572E+02    0.29407E+04   -0.25359E+01
    0.40254E+01    0.29416E+04   -0.20979E+01
    0.16381E+02    0.29504E+04   -0.13775E+01
    0.26097E+02    0.29357E+04    0.13138E+02
    0.43361E+02    0.29327E+04    0.28968E+01
    0.12181E+02    0.29507E+04    0.13393E+01
    0.39996E+02    0.29391E+04    0.14441E+02
    0.22650E+02    0.29401E+04   -0.22293E+01
    0.33414E+02    0.29414E+04    0.47828E+01
    0.51635E+01    0.29502E+04    0.54020E+01
    0.53534E+02    0.29319E+04   -0.14621E+02
    0.16303E+02    0.29467E+04   -0.87137E+01
    0.46231E+02    0.29365E+04   -0.11782E+02
    0.14542E+00    0.29412E+04   -0.18246E+01
    0.87345E+01    0.29492E+04    0.27651E+01
    0.12150E+02    0.29468E+04   -0.48591E+01
    0.45051E+02    0.29347E+04   -0.56711E+01
    0.32629E+02    0.29323E+04    0.27680E+02
    0.62212E+02    0.29321E+04   -0.26477E+01
    0.26450E+02    0.29452E+04   -0.77437E+01
    0.30557E+01    0.29494E+04    0.43278E+01
    0.42217E+02    0.29322E+04    0.77134E+01
    0.48823E+02    0.29338E+04   -0.14954E+02
    0.24507E+01    0.29559E+04   -0.39329E+00
    0.14544E+02    0.29402E+04   -0.58557E+01
    0.54631E+02    0.29330E+04   -0.12798E+02
    0.49778E+02    0.29358E+04   -0.14930E+02
    0.52525E+01    0.29557E+04    0.18778E+01
    0.63811E+01    0.29551E+04    0.31581E+01
    0.20177E+02    0.29459E+04   -0.57382E+01
    0.40543E+02    0.29385E+04    0.14805E+02
    0.59555E+02    0.29329E+04   -0.77109E+01
    0.52401E+01    0.29489E+04    0.43692E+01
    0.31339E+02    0.29319E+04    0.25645E+02
    0.43555E+02    0.29339E+04    0.15768E+01
    0.67663E+00    0.29499E+04    0.35797E+01
    0.25314E+02    0.29459E+04   -0.62266E+01
    0.11947E+02    0.29456E+04   -0.55560E+01
    0.22895E+02    0.29360E+04    0.54983E+01
    0.42189E+02    0.29346E+04    0.99486E+01
    0.11508E+02    0.29511E+04    0.34931E+01
    0.49741E+02    0.29335E+04   -0.13884E+02
    0.19157E+02    0.29493E+04   -0.33296E+01
    0.41843E+01    0.29485E+04    0.38764E+01
    0.52572E+02    0.29352E+04   -0.45172E+01
    0.20467E+02    0.29402E+04   -0.36405E+01
    0.42610E+01    0.29509E+04    0.55536E+01
    0.23795E+02    0.29354E+04    0.84699E+01
    0.11717E+02    0.29414E+04   -0.58838E+01
    0.33148E+02    0.29398E+04    0.12467E+02
    0.31355E+02    0.29382E+04    0.17218E+02
    0.28041E+02    0.29422E+04   -0.38007E+01
    0.81865E+02    0.29312E+04   -0.32954E+01
    0.18807E+01    0.29437E+04   -0.43854E+00
    0.34802E+02    0.29407E+04    0.10270E+02
    0.24669E+02    0.29404E+04   -0.13632E+01
    0.16934E+02    0.29498E+04   -0.34090E+01
    0.19497E+02    0.29407E+04   -0.49236E+01
    0.49618E+02    0.29316E+04   -0.13888E+02
    0.22955E+02    0.29461E+04   -0.33931E+01
    0.22133E+01    0.29539E+04    0.31624E+01
    0.12814E+02    0.29448E+04   -0.70165E+01
    0.18186E+01    0.29490E+04    0.36221E+01
    0.23809E+01    0.29335E+04   -0.24027E+01
    0.23662E+02    0.29458E+04   -0.40991E+01
    0.68851E+01    0.29404E+04   -0.35637E+01
    0.38813E+02    0.29355E+04    0.25515E+02
    0.44731E+02    0.29339E+04   -0.24126E+01
    0.98349E+01    0.29531E+04    0.63685E+01
    0.13804E+02    0.29394E+04   -0.50423E+01
    0.39970E+01    0.29562E+04   -0.58244E+00
    0.29054E+02    0.29391E+04    0.82217E+01
    0.53180E+02    0.29346E+04   -0.66268E+01
    0.81227E+01    0.29485E+04    0.24556E+01
    0.16522E+01    0.29529E+04    0.38844E+01
    0.36720E+01    0.29569E+04   -0.22230E+01
    0.14655E+02    0.29457E+04   -0.86977E+01
    0.20715E+02    0.29473E+04   -0.33944E+01
    0.10307E+02    0.29476E+04   -0.94522E+00
    0.19282E+02    0.29320E+04    0.63271E+01
    0.84503E+01    0.29316E+04   -0.11542E+01
    0.58947E+01    0.29518E+04    0.62823E+01
    0.26871E+02    0.29403E+04    0.12430E+01
    0.17815E+01    0.29555E+04    0.50033E+00
    0.50222E+02    0.29324E+04   -0.14143E+02
    0.33329E+01    0.29431E+04   -0.10137E+01
    0.23652E+02    0.29337E+04    0.10565E+02
    0.19375E+01    0.29352E+04   -0.26880E+01
    0.90642E+01    0.29420E+04   -0.44320E+01
    0.34262E+02    0.29398E+04    0.13789E+02
    0.32514E+02    0.29375E+04    0.20613E+02
    0.21534E+02    0.29469E+04   -0.28437E+01
    0.65782E+01    0.29429E+04   -0.25213E+01
    0.32653E+02    0.29391E+04    0.15104E+02
    0.37534E+02    0.29385E+04    0.22588E+02
    0.11349E+02    0.29402E+04   -0.52130E+01
    0.67452E+01    0.29472E+04    0.15345E+01
    0.66543E+02    0.29314E+04    0.83451E+01
    0.14066E+02    0.29508E+04   -0.23295E+00
    0.40252E+01    0.29474E+04    0.25788E+01
    0.25097E+02    0.29396E+04    0.14397E+01
    0.27733E+02    0.29441E+04   -0.73792E+01
