    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    2    8         4    6       -0.04103          889.15147      888.64493         0.40559E+01    0.40559E+01    0
    2   20         8   14        0.82163          166.40913      187.22539         0.54259E+01    0.54259E+01    0
    2   23         9   16       -1.31723          180.04704      153.71943         0.12258E+02    0.79323E+01    1
    2   26        10   18       -0.27034          181.98732      157.50831         0.19798E+01    0.19798E+01    0
    2   31        13   24       -0.21732           49.31351       43.49696         0.59134E+01    0.59134E+01    0
    2   34        14   26        1.30538            7.36122       25.68133         0.17406E+02    0.12567E+02    1
    2   37        15   28        0.81929           21.43514       45.58607         0.66835E+01    0.66835E+01    0
    3    6         4    5       -0.01965          847.87787      847.51578         0.11568E+01    0.11568E+01    0
    3    9         5    7        0.08078          687.53466      688.24457         0.48315E+01    0.48315E+01    0
    3   12         6    9       -0.16401          331.88993      331.09197         0.14828E+02    0.12824E+02    1
    3   15         7   11       -0.78058          124.23460      115.87531         0.81969E+01    0.81969E+01    0
    3   18         8   13        1.34484          117.59205      150.45785         0.74925E+01    0.45258E+01    1
    3   21         9   15        0.04056           75.88323       76.31216         0.12525E+02    0.12525E+02    0
    3   24        10   17        0.53974           74.61862       85.24265         0.78326E+01    0.78326E+01    0
    3   27        11   19       -0.66522           83.29573       64.75065         0.62240E+01    0.62240E+01    0
    3   29        13   23       -0.05793           21.76550       21.27911         0.16252E+02    0.16252E+02    0
    3   32        14   25        1.00677           23.99159       26.58752         0.60330E+02    0.60330E+02    0
    4    7         5    6       -0.25724         1763.77115     1759.61195         0.26768E+01    0.14597E+01    1
    4   10         6    8       -0.33327          436.16489      433.58221         0.53714E+01    0.53714E+01    0
    4   13         7   10       -0.27436           98.01347       97.67796         0.53298E+02    0.53298E+02    0
    4   16         8   12       -0.28422          135.60217      134.64390         0.26496E+02    0.26496E+02    0
    4   19         9   14       -0.63265           97.23619       96.32891         0.76863E+02    0.76863E+02    0
    4   22        10   16       -0.06717           58.25651       57.46279         0.11191E+02    0.11191E+02    0
    4   28        12   20        1.13705           31.83622       39.69668         0.27378E+02    0.24680E+02    1
    4   30        14   24       -1.30803           20.56934       15.63023         0.96922E+02    0.35603E+02    1
    4   33        15   26        1.62051          -12.33671        8.31594         0.34727E+02    0.12107E+02    1
    4   36        16   28        1.25353           -9.61885        8.18063         0.16056E+02    0.12265E+02    1
    4   45        19   30       -1.54430           22.97676       15.90893         0.19002E+03    0.79212E+02    1
    5    8         6    7        0.02796         1153.69636     1153.88474         0.33875E+01    0.30419E+01    1
    5   14         8   11       -1.60119          173.12112      133.80879         0.19757E+02    0.26887E+01    1
    5   17         9   13       -0.52462          177.22236      174.44284         0.60816E+02    0.16635E+02    1
    5   20        10   15        0.29680           49.17467       49.99460         0.39816E+02    0.39816E+02    0
    5   23        11   17       -1.56753           85.46175       26.44318         0.11480E+02    0.34814E+01    1
    5   26        12   19        1.29814           24.61523       36.60858         0.25796E+02    0.16354E+02    1
    5   31        15   25       -0.09442           24.33929       23.89066         0.28337E+02    0.28337E+02    0
    5   34        16   27       -1.23968           -0.60029       -4.25742         0.62498E+02    0.51896E+02    1
    5   43        19   29        0.03485            9.62743        9.67219         0.26837E+03    0.26837E+03    0
    5   46        20   31        1.31908           -7.94249        8.59114         0.39662E+02    0.28942E+02    1
    6    9         7    8        0.00955          879.01524      879.10850         0.23403E+01    0.23403E+01    0
    6   15         9   12       -0.11195          224.02922      223.92563         0.72670E+02    0.72670E+02    0
    6   18        10   14       -0.57515          117.88832      117.11457         0.65842E+02    0.65842E+02    0
    6   24        12   18        0.23467           43.46153       54.98691         0.26441E+01    0.26441E+01    0
    6   27        13   20       -0.89135          -11.33003      -17.52781         0.21590E+02    0.21590E+02    0
    6   29        15   24       -1.26272           17.56338        7.29066         0.18424E+02    0.13947E+02    1
    6   32        16   26        0.38463           -5.26997       -5.05108         0.44098E+03    0.23366E+03    1
    6   44        20   30       -0.50317            9.31991        5.78756         0.49295E+02    0.49295E+02    0
    6   47        21   32        0.20628            3.83258        7.20097         0.22329E+02    0.22329E+02    0
    7   16        10   13       -0.27735          337.47842      336.83908         0.30810E+02    0.28264E+02    1
    7   22        12   17        0.14003           70.71306       72.37574         0.90413E+01    0.90413E+01    0
    7   25        13   19        1.25432            1.53712       29.16630         0.80032E+01    0.58331E+01    1
    7   28        14   21       -0.35583           25.13930       24.50980         0.87520E+02    0.83313E+02    1
    7   30        16   25       -0.31842           40.33898       39.21351         0.31783E+02    0.31783E+02    0
    7   33        17   27       -1.52376           44.13215       34.94946         0.45358E+02    0.21917E+02    1
    7   42        20   29        0.17054           20.55083       22.49714         0.28566E+02    0.28566E+02    0
    7   45        21   31        0.89690           10.61943       15.82022         0.59288E+02    0.59288E+02    0
    7   48        22   33       -1.09720           26.27324       15.64915         0.40141E+02    0.37660E+02    1
    8   14        10   12        0.08653          296.66283      297.21159         0.88861E+01    0.68609E+01    1
    8   20        12   16        0.08165           71.86234       72.43086         0.12145E+02    0.12145E+02    0
    8   26        14   20       -0.05616           -2.58815       -3.02211         0.16485E+02    0.16485E+02    0
    8   31        17   26        0.30482           18.00092       19.92417         0.17628E+02    0.17628E+02    0
    8   43        21   30        0.00275            2.09263        2.13824         0.19792E+02    0.19792E+02    0
    9   18        12   15       -0.46159          138.14468      137.50102         0.45365E+02    0.45365E+02    0
    9   21        13   17       -1.06783           47.95060       34.01197         0.68045E+01    0.65595E+01    1
    9   24        14   19        0.60960            0.60362        3.75247         0.20785E+02    0.20785E+02    0
    9   27        15   21       -1.31131           29.93900       15.74710         0.18895E+02    0.11717E+02    1
    9   29        17   25        1.09569           34.30793       37.01131         0.46928E+02    0.36902E+02    1
    9   32        18   27       -1.70923           88.99802       24.99259         0.10632E+02    0.29544E+01    1
    9   41        21   29        1.27405           -8.27833        6.16594         0.35578E+02    0.27166E+02    1
    9   44        22   31       -0.38421            9.60141        2.56354         0.17910E+02    0.17910E+02    0
    9   47        23   33        1.57170           13.38308       19.43471         0.23840E+03    0.89875E+02    1
   10   16        12   14       -0.81038          297.81906      296.50143         0.38833E+02    0.25922E+02    1
   10   19        13   16       -1.25861          103.82144      103.31696         0.88042E+03    0.15775E+03    1
   10   25        15   20        1.55452           19.87942       31.91670         0.49096E+02    0.13718E+02    1
   10   28        16   22       -0.78391           16.93827        9.44972         0.13158E+02    0.13158E+02    0
   10   30        18   26       -1.63835           59.32200       15.54765         0.81905E+01    0.33410E+01    1
   10   33        19   28       -1.47299           13.12037       12.86952         0.10000E+04    0.64886E+03    1
   10   42        22   30       -1.13901           18.89034        1.20523         0.22257E+02    0.20115E+02    1
   10   48        24   34       -1.54566           32.27425       13.69357         0.57877E+02    0.29027E+02    1
   11   14        12   13        0.04783          747.98663      748.18365         0.49898E+01    0.49898E+01    0
   11   17        13   15       -0.21558          248.93283      248.27089         0.13991E+02    0.13880E+02    1
   11   20        14   17       -1.42952          184.20841      136.75281         0.51191E+01    0.19383E+01    1
   11   23        15   19       -1.21153          106.90929       85.62433         0.58087E+01    0.49354E+01    1
   11   26        16   21        0.66236           54.88368       59.66326         0.14830E+02    0.14830E+02    0
   11   31        19   27       -0.13938           77.84958       77.60556         0.51110E+02    0.51110E+02    0
   11   40        22   29        1.33474            7.36361       16.39488         0.66273E+02    0.43317E+02    1
   11   43        23   31        0.57132           17.56971       20.70435         0.56984E+02    0.56984E+02    0
   11   46        24   33       -0.61108           28.00050       20.46445         0.26728E+02    0.26728E+02    0
   12   15        13   14       -0.71855         1640.50490     1626.38727         0.24931E+01    0.11204E+01    1
   12   18        14   16        0.10549          267.31431      267.76425         0.10042E+02    0.10042E+02    0
   12   24        16   20       -1.14112          102.90719       90.82007         0.91025E+01    0.82112E+01    1
   12   27        17   22        1.32974           68.23520       89.95110         0.88995E+01    0.64765E+01    1
   12   29        19   26        0.18280           33.39310       34.18212         0.15730E+02    0.15730E+02    0
   12   32        20   28       -0.10199           38.91751       38.44244         0.19164E+02    0.19164E+02    0
   12   41        23   30        0.14611           24.20731       27.52307         0.13037E+02    0.13037E+02    0
   12   44        24   32       -1.17217           35.21590       26.84338         0.53738E+02    0.43972E+02    1
   12   47        25   34       -0.03025           10.77885       10.27996         0.20097E+02    0.20097E+02    0
   12   50        26   36       -1.69142           27.67880       11.35612         0.11299E+03    0.36313E+02    1
   13   16        14   15       -0.27823          460.30735      459.34868         0.62251E+01    0.62251E+01    0
   13   19        15   17        0.61051          409.37274      415.38269         0.44589E+01    0.43646E+01    1
   13   22        16   19        0.01845          106.30093      106.53813         0.51574E+01    0.51574E+01    0
   13   25        17   21       -1.22434          143.31269      137.63250         0.47446E+02    0.18416E+02    1
   13   30        20   27       -1.05643          131.21490      130.24788         0.75401E+02    0.73470E+02    1
   13   39        23   29       -0.80866           41.60416       40.88594         0.31221E+03    0.31221E+03    0
   13   42        24   31       -0.44639           41.75278       33.79955         0.16656E+02    0.16656E+02    0
   13   45        25   33       -1.63415           46.18673       15.66425         0.51958E+02    0.16702E+02    1
   14   17        15   16        0.08955          430.92451      431.60578         0.37970E+01    0.28015E+01    1
   14   23        17   20       -0.02083          124.93590      124.71792         0.62069E+01    0.62069E+01    0
   14   31        21   28       -0.07862           82.93366       82.44723         0.10933E+02    0.10933E+02    0
   14   40        24   30       -0.83350           42.90922       36.55585         0.36741E+02    0.36741E+02    0
   14   43        25   32       -0.06841            9.73632        9.58177         0.13172E+03    0.13172E+03    0
