    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    2    8         4    6       -0.47369          982.43257      977.50512         0.48139E+01    0.48139E+01    0
    2   20         8   14        0.15419          225.46455      226.60703         0.18553E+02    0.18553E+02    0
    2   23         9   16       -1.00467          202.61560      194.75442         0.22416E+02    0.20262E+02    1
    2   26        10   18       -0.16230          220.31593      214.36957         0.48929E+01    0.48929E+01    0
    2   31        13   24       -0.62277           69.88581       64.12568         0.17112E+02    0.17112E+02    0
    2   34        14   26        0.23905           29.17283       29.71452         0.77829E+02    0.77829E+02    0
    2   37        15   28        0.50466           29.79678       38.98252         0.10824E+02    0.10824E+02    0
    3    6         4    5        0.11662          799.49533      800.74534         0.19885E+01    0.19885E+01    0
    3    9         5    7       -0.28106          744.56983      742.60823         0.60840E+01    0.60840E+01    0
    3   12         6    9        0.14811          483.61635      484.38097         0.12085E+02    0.12085E+02    0
    3   15         7   11       -1.13641          285.10095      261.19267         0.83333E+01    0.41724E+01    1
    3   18         8   13        0.34345          191.47513      200.60727         0.41598E+01    0.41598E+01    0
    3   21         9   15       -1.06344          123.58802      118.31304         0.31269E+02    0.26703E+02    1
    3   24        10   17        0.06243          140.79502      144.48467         0.26087E+01    0.26087E+01    0
    3   27        11   19       -0.93547          115.67268      105.25240         0.16046E+02    0.15577E+02    1
    3   29        13   23       -0.28636           49.87163       47.81242         0.18976E+02    0.18976E+02    0
    3   32        14   25        0.31094           42.11142       43.54734         0.33686E+02    0.33686E+02    0
    4    7         5    6       -0.40592         1281.44359     1277.03142         0.21714E+01    0.21714E+01    0
    4   10         6    8       -0.15208          640.59471      639.60096         0.63703E+01    0.63703E+01    0
    4   13         7   10        0.24207          232.47174      234.06146         0.10235E+02    0.99246E+01    1
    4   16         8   12       -0.97204          272.79520      267.33259         0.17015E+02    0.15897E+02    1
    4   19         9   14       -0.97036          156.40236      152.34330         0.29126E+02    0.26351E+02    1
    4   22        10   16       -1.97619          121.48892      117.76952         0.10000E+04    0.70264E+02    1
    4   28        12   20       -0.59571           57.26972       53.90960         0.30248E+02    0.30248E+02    0
    4   30        14   24       -1.17736           45.40833       37.33120         0.28742E+02    0.19596E+02    1
    4   33        15   26        1.05553            9.02827       13.92217         0.50544E+02    0.33281E+02    1
    4   36        16   28        0.00496            4.89279        5.04517         0.56746E+01    0.56746E+01    0
    4   45        19   30       -1.03805           25.13267        3.98187         0.20724E+02    0.17792E+02    1
    5    8         6    7        0.18840         1129.49369     1131.53940         0.25799E+01    0.18878E+01    1
    5   14         8   11       -0.73738          308.01532      299.23031         0.69606E+01    0.55408E+01    1
    5   17         9   13       -0.35435          279.32025      276.91713         0.16657E+02    0.12996E+02    1
    5   20        10   15       -0.93701          135.96883      130.45852         0.19298E+02    0.18704E+02    1
    5   23        11   17       -0.75686          150.32176      103.41657         0.21150E+01    0.21150E+01    0
    5   26        12   19        0.58203           58.73786       63.00055         0.20631E+02    0.20631E+02    0
    5   31        15   25        0.52797           51.19590       52.43068         0.57573E+02    0.57573E+02    0
    5   34        16   27       -0.44327           21.07454       12.57897         0.79879E+01    0.79879E+01    0
    5   43        19   29       -0.53093           14.01894        4.20534         0.18650E+02    0.18650E+02    0
    5   46        20   31        0.51284           -3.52962       -2.35312         0.15813E+03    0.15813E+03    0
    6    9         7    8       -0.41895          953.05675      949.31385         0.25579E+01    0.25579E+01    0
    6   15         9   12        0.27162          376.15942      378.52303         0.11393E+02    0.77278E+01    1
    6   18        10   14       -0.08335          232.04588      230.43892         0.45944E+01    0.45944E+01    0
    6   24        12   18       -0.07691          111.62308      109.83373         0.55818E+01    0.55818E+01    0
    6   27        13   20       -0.24169           30.34040       27.45877         0.12591E+02    0.12591E+02    0
    6   29        15   24       -0.15511           49.31863       47.83099         0.11831E+02    0.11831E+02    0
    6   32        16   26       -0.01818           21.09870       20.82736         0.89093E+01    0.89093E+01    0
    6   44        20   30       -0.99586            9.48538        2.49577         0.54068E+02    0.49306E+02    1
    6   47        21   32        0.03790            4.69533        5.09904         0.34230E+02    0.34230E+02    0
    7   16        10   13       -0.96117          477.94979      470.71195         0.14486E+02    0.86522E+01    1
    7   22        12   17       -0.05664          124.50497      121.83197         0.22749E+01    0.22749E+01    0
    7   25        13   19        0.39790           58.03353       61.72569         0.13847E+02    0.13847E+02    0
    7   28        14   21        0.08484           59.27367       59.81452         0.23120E+02    0.23120E+02    0
    7   30        16   25       -0.20157           75.82043       73.29495         0.89665E+01    0.89665E+01    0
    7   33        17   27       -1.04783           54.56372       53.76805         0.29220E+03    0.17394E+03    1
    7   42        20   29       -0.29924           22.14363       18.78913         0.29083E+02    0.29083E+02    0
    7   45        21   31        1.27270           -3.59005       18.14698         0.33571E+02    0.20129E+02    1
    7   48        22   33       -0.92767           29.37701       28.43486         0.36677E+03    0.35905E+03    1
    8   14        10   12       -0.25417          542.04885      540.16684         0.70598E+01    0.58761E+01    1
    8   20        12   16       -0.66592          122.36862      120.28533         0.27031E+02    0.27031E+02    0
    8   26        14   20        0.00543           43.75340       43.78744         0.20303E+02    0.20303E+02    0
    8   31        17   26        0.09255           42.49099       42.59156         0.17316E+03    0.10236E+03    1
    8   43        21   30       -0.36057            7.36264        5.54858         0.65205E+02    0.65205E+02    0
    9   18        12   15        0.17596          201.20138      203.72395         0.44127E+01    0.44127E+01    0
    9   21        13   17       -0.04355          115.81502      114.05162         0.21148E+01    0.21148E+01    0
    9   24        14   19       -0.08382           69.47672       69.20655         0.33311E+02    0.33311E+02    0
    9   27        15   21       -0.91582           84.48702       72.57615         0.98329E+01    0.97505E+01    1
    9   29        17   25       -0.57157           70.35819       69.87587         0.10886E+03    0.10790E+03    1
    9   32        18   27       -1.55034          102.82492       52.29757         0.16811E+02    0.33946E+01    1
    9   41        21   29        0.40900           -1.11700        9.72709         0.11616E+02    0.11616E+02    0
    9   44        22   31        1.38998           14.61313       21.99342         0.20027E+03    0.61789E+02    1
    9   47        23   33        0.93169           15.68782       25.73207         0.33748E+02    0.32099E+02    1
   10   16        12   14       -0.95537          367.21035      364.51432         0.15712E+02    0.14935E+02    1
   10   19        13   16        0.25543          174.27318      175.02270         0.21548E+02    0.21548E+02    0
   10   25        15   20        1.37292           69.71684       95.18720         0.11559E+02    0.57256E+01    1
   10   28        16   22       -0.35557           58.77945       52.13032         0.67219E+01    0.67219E+01    0
