    0.18729E+02    0.29346E+04    0.14695E+03    0.21672E+01
    0.87324E+01    0.29440E+04    0.28873E+03    0.24605E+01
    0.13340E+02    0.29520E+04    0.25081E+04    0.33993E+01
    0.19658E+02    0.29335E+04    0.11406E+03    0.20571E+01
    0.34367E+02    0.29415E+04    0.28142E+04    0.34494E+01
    0.10575E+02    0.29511E+04    0.17438E+04    0.32415E+01
    0.22011E+02    0.29475E+04    0.10437E+04    0.30186E+01
    0.20005E+02    0.29468E+04    0.14515E+04    0.31618E+01
    0.36320E+00    0.29430E+04    0.32689E+03    0.25144E+01
    0.13127E+02    0.29476E+04    0.18690E+04    0.32716E+01
    0.26893E+02    0.29421E+04    0.82111E+03    0.29144E+01
    0.14230E+02    0.29476E+04    0.42389E+04    0.36273E+01
    0.30507E+02    0.29435E+04    0.12429E+04    0.30944E+01
    0.51530E+01    0.29524E+04    0.78792E+03    0.28965E+01
    0.43229E+01    0.29519E+04    0.79974E+03    0.29030E+01
    0.16731E+02    0.29474E+04    0.17648E+04    0.32467E+01
    0.58271E+01    0.29416E+04    0.21148E+03    0.23253E+01
    0.54372E+02    0.29321E+04    0.26398E+03    0.24216E+01
    0.36763E+02    0.29379E+04    0.14196E+04    0.31522E+01
    0.93867E+01    0.29538E+04    0.27317E+04    0.34364E+01
    0.22701E+02    0.29476E+04    0.19286E+04    0.32852E+01
    0.14945E+02    0.29466E+04    0.23231E+04    0.33661E+01
    0.11847E+02    0.29348E+04    0.15315E+03    0.21851E+01
    0.72076E+02    0.29311E+04    0.10394E+03    0.20168E+01
    0.60343E+01    0.29463E+04    0.47446E+03    0.26762E+01
    0.63676E+02    0.29316E+04    0.28479E+03    0.24545E+01
    0.47006E+02    0.29366E+04    0.68270E+03    0.28342E+01
    0.99995E+01    0.29505E+04    0.18234E+04    0.32609E+01
    0.83625E+00    0.29510E+04    0.47176E+03    0.26737E+01
    0.13327E+02    0.29512E+04    0.36238E+04    0.35592E+01
    0.35933E+02    0.29382E+04    0.99437E+03    0.29975E+01
    0.62785E+02    0.29314E+04    0.31572E+03    0.24993E+01
    0.81561E+01    0.29430E+04    0.26094E+03    0.24165E+01
    0.58083E+02    0.29334E+04    0.46279E+03    0.26654E+01
    0.45256E+02    0.29312E+04    0.16140E+03    0.22079E+01
    0.19578E+02    0.29486E+04    0.22953E+04    0.33608E+01
    0.27138E+02    0.29452E+04    0.13129E+04    0.31182E+01
    0.25113E+02    0.29364E+04    0.34691E+03    0.25402E+01
    0.11894E+02    0.29330E+04    0.77808E+02    0.18910E+01
    0.20399E+02    0.29486E+04    0.30755E+04    0.34879E+01
    0.41575E+00    0.29462E+04    0.26922E+03    0.24301E+01
    0.28247E+02    0.29429E+04    0.89932E+03    0.29539E+01
    0.38937E+02    0.29343E+04    0.85311E+03    0.29310E+01
    0.23786E+01    0.29522E+04    0.11371E+04    0.30558E+01
    0.43004E+02    0.29346E+04    0.42507E+03    0.26285E+01
    0.58698E+02    0.29326E+04    0.39711E+03    0.25989E+01
    0.48550E+01    0.29562E+04    0.12373E+04    0.30925E+01
    0.26426E+02    0.29413E+04    0.95659E+03    0.29807E+01
    0.29920E+02    0.29434E+04    0.54759E+03    0.27385E+01
    0.24890E+02    0.29465E+04    0.10655E+04    0.30276E+01
    0.70936E+01    0.29550E+04    0.14056E+04    0.31479E+01
    0.48423E+01    0.29464E+04    0.34325E+03    0.25356E+01
    0.23572E+02    0.29407E+04    0.45938E+03    0.26622E+01
    0.40254E+01    0.29416E+04    0.35550E+03    0.25508E+01
    0.16381E+02    0.29504E+04    0.53341E+04    0.37271E+01
    0.26097E+02    0.29357E+04    0.34856E+03    0.25423E+01
    0.43361E+02    0.29327E+04    0.34691E+03    0.25402E+01
    0.12181E+02    0.29507E+04    0.32710E+04    0.35147E+01
    0.39996E+02    0.29391E+04    0.17439E+04    0.32415E+01
    0.22650E+02    0.29401E+04    0.53306E+03    0.27268E+01
    0.33414E+02    0.29414E+04    0.19169E+04    0.32826E+01
    0.51635E+01    0.29502E+04    0.81744E+03    0.29125E+01
    0.53534E+02    0.29319E+04    0.14794E+03    0.21701E+01
    0.16303E+02    0.29467E+04    0.18933E+04    0.32772E+01
    0.46231E+02    0.29365E+04    0.43704E+03    0.26405E+01
    0.14542E+00    0.29412E+04    0.16432E+03    0.22157E+01
    0.87345E+01    0.29492E+04    0.12730E+04    0.31048E+01
    0.12150E+02    0.29468E+04    0.20291E+04    0.33073E+01
