    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    2    8         4    6       -0.67051          978.33594      969.58945         0.38388E+01    0.38388E+01    0
    2   20         8   14        0.50023          199.52134      202.55593         0.22661E+02    0.22661E+02    0
    2   23         9   16       -1.47476          194.86687      177.71197         0.23258E+02    0.13629E+02    1
    2   26        10   18       -0.18136          211.27862      202.33810         0.36365E+01    0.36365E+01    0
    2   31        13   24       -1.08094           62.40306       52.32331         0.16973E+02    0.16973E+02    0
    2   34        14   26        0.78032           20.17167       22.09323         0.71619E+02    0.71619E+02    0
    2   37        15   28        0.63396           28.66181       39.33149         0.11706E+02    0.11706E+02    0
    3    6         4    5       -0.25439          894.60322      891.41577         0.18362E+01    0.17011E+01    1
    3    9         5    7        0.11074          741.28854      742.19825         0.51688E+01    0.51688E+01    0
    3   12         6    9        0.53347          429.71689      433.07920         0.98991E+01    0.98991E+01    0
    3   15         7   11       -1.30200          230.15828      209.15642         0.76621E+01    0.54419E+01    1
    3   18         8   13        0.71112          146.42830      160.56568         0.55635E+01    0.55635E+01    0
    3   21         9   15       -0.30884          102.95505      101.71511         0.32991E+02    0.32991E+02    0
    3   24        10   17        0.25136          102.47438      117.17139         0.26368E+01    0.26368E+01    0
    3   27        11   19       -1.12778           97.41742       94.75258         0.92614E+02    0.73432E+02    1
    3   29        13   23       -0.74067           39.03786       32.76328         0.16108E+02    0.16108E+02    0
    3   32        14   25       -0.42885           32.44111       31.15627         0.51921E+02    0.51921E+02    0
    4    7         5    6       -0.15121         1428.51713     1426.55274         0.18168E+01    0.18168E+01    0
    4   10         6    8       -0.06132          552.16406      551.66869         0.51526E+01    0.51526E+01    0
    4   13         7   10        0.93805          173.06122      180.49706         0.10013E+02    0.82221E+01    1
    4   16         8   12       -1.27575          201.18972      193.37868         0.16904E+02    0.14591E+02    1
    4   19         9   14       -1.22175          123.93613      116.87237         0.24915E+02    0.19065E+02    1
    4   22        10   16       -1.51344           84.83479       81.28878         0.77574E+02    0.56442E+02    1
    4   28        12   20       -1.14220           43.99868       38.27107         0.57988E+02    0.34024E+02    1
    4   30        14   24       -1.37600           32.43729       20.80410         0.21939E+02    0.15901E+02    1
    4   33        15   26        0.83321           -1.98624        3.25958         0.24508E+02    0.24508E+02    0
    4   36        16   28        0.20318           -0.67907        6.55384         0.48925E+01    0.48925E+01    0
    4   45        19   30       -1.23881           29.90644        7.05381         0.22109E+02    0.19652E+02    1
    5    8         6    7       -0.06831         1174.13922     1173.29544         0.23343E+01    0.16594E+01    1
    5   14         8   11       -1.38559          233.61183      203.01001         0.68441E+01    0.29889E+01    1
    5   17         9   13       -0.74813          226.89369      221.60064         0.16898E+02    0.12457E+02    1
    5   20        10   15       -0.95098           87.92504       83.65887         0.24518E+02    0.24518E+02    0
    5   23        11   17       -0.73012          104.96478       64.02748         0.23378E+01    0.23378E+01    0
    5   26        12   19       -1.54252           39.09718       37.34921         0.25847E+03    0.13334E+03    1
    5   31        15   25        0.18146           36.53412       36.83973         0.79948E+02    0.79948E+02    0
    5   34        16   27       -0.29933           11.37694        3.60460         0.58960E+01    0.58960E+01    0
    5   43        19   29       -0.69019           14.18716        2.64601         0.20615E+02    0.20615E+02    0
    5   46        20   31        0.68357           -5.56388       -1.20240         0.56855E+02    0.56855E+02    0
    6    9         7    8       -0.04714          995.18897      994.70033         0.23138E+01    0.22045E+01    1
    6   15         9   12        0.02387          301.44205      301.61992         0.12471E+02    0.90257E+01    1
    6   18        10   14       -0.28178          172.95598      168.97599         0.62712E+01    0.62712E+01    0
    6   24        12   18        0.04961           78.80098       80.42784         0.39602E+01    0.39602E+01    0
