    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    2    8         4    6       -0.04523          882.87430      881.16915         0.13282E+01    0.13282E+01    0
    2   20         8   14        1.19084          105.04936      122.53662         0.13596E+02    0.93612E+01    1
    2   23         9   16       -1.11094          113.45997      105.57859         0.30290E+02    0.22348E+02    1
    2   26        10   18       -1.47533          270.63695       92.82579         0.44415E+01    0.14874E+01    1
    2   31        13   24       -1.52640           15.03825        0.63912         0.45908E+02    0.16778E+02    1
    2   34        14   26        1.40240          -27.60075      -20.70057         0.11132E+03    0.35844E+02    1
    2   37        15   28        0.15971            1.48452        1.69927         0.14652E+03    0.14652E+03    0
    3    6         4    5       -0.00993         1136.99902     1136.61998         0.55844E+00    0.55844E+00    0
    3    9         5    7        0.01237          766.04768      766.36374         0.16614E+01    0.16614E+01    0
    3   12         6    9        0.67892          275.49519      287.48372         0.35333E+01    0.35333E+01    0
    3   15         7   11       -1.15544          -40.38271      -69.54325         0.43320E+01    0.34782E+01    1
    3   18         8   13       -0.06386           58.74592       58.00232         0.94982E+01    0.94982E+01    0
    3   21         9   15        1.24064           20.98482       30.41110         0.30160E+02    0.17433E+02    1
    3   24        10   17       -0.13032           27.99218       23.68117         0.46605E+01    0.46605E+01    0
    3   27        11   19       -0.41438           46.06042       38.91683         0.10065E+02    0.10065E+02    0
    3   29        13   23       -0.45580           -8.11866      -10.46735         0.26481E+02    0.26481E+02    0
    3   32        14   25        0.22770            2.57989        3.47915         0.39389E+02    0.39389E+02    0
    4    7         5    6       -0.04040         1936.33576     1934.63771         0.56156E+00    0.56156E+00    0
    4   10         6    8       -0.42138          287.92246      278.26595         0.18164E+01    0.18164E+01    0
    4   13         7   10        0.94418           15.39400       34.76763         0.32328E+01    0.31764E+01    1
    4   16         8   12       -0.25570           20.44389       16.26161         0.54618E+01    0.54618E+01    0
    4   19         9   14       -1.26317           21.50381        6.02431         0.16273E+02    0.89950E+01    1
    4   22        10   16        0.49297          -46.51558      -31.99523         0.44898E+01    0.44898E+01    0
    4   28        12   20        0.24566           -1.81646       -0.02186         0.23355E+02    0.23355E+02    0
    4   30        14   24       -0.99449           -8.30937      -12.44072         0.34691E+02    0.32361E+02    1
    4   33        15   26        1.11622          -40.31365      -33.56557         0.30710E+02    0.25524E+02    1
    4   36        16   28       -0.36767          -29.34473      -30.24827         0.70869E+02    0.70869E+02    0
    4   45        19   30       -0.84181           30.08159        1.75639         0.10774E+02    0.10774E+02    0
    5    8         6    7       -0.01525         1629.08755     1628.59538         0.63515E+00    0.63515E+00    0
    5   14         8   11       -0.99515           52.49879       26.33199         0.30475E+01    0.25105E+01    1
    5   17         9   13       -0.19546           66.35800       62.99598         0.51239E+01    0.51239E+01    0
