    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    2    8         4    6       -0.28473         1009.45572     1005.59167         0.36899E+01    0.36899E+01    0
    2   20         8   14        0.98334          223.45806      231.89522         0.16022E+02    0.16022E+02    0
    2   23         9   16       -1.30480          203.50527      194.77083         0.27117E+02    0.23684E+02    1
    2   26        10   18       -0.49187          230.92749      216.57972         0.61456E+01    0.61456E+01    0
    2   31        13   24       -0.42352           69.68108       67.03259         0.25309E+02    0.25309E+02    0
    2   34        14   26        0.89391           28.36301       30.81038         0.74996E+02    0.64417E+02    1
    2   37        15   28        0.80483           29.33087       41.50727         0.13022E+02    0.13022E+02    0
    3    6         4    5       -0.06706          817.35466      816.48825         0.16497E+01    0.16497E+01    0
    3    9         5    7        0.00695          748.66826      748.72926         0.48395E+01    0.48395E+01    0
    3   12         6    9        0.27607          485.80894      487.38288         0.10943E+02    0.10943E+02    0
    3   15         7   11       -1.95808          281.57687      240.60592         0.88252E+01    0.41952E+01    1
    3   18         8   13        0.46785          181.98890      195.04384         0.39637E+01    0.39637E+01    0
    3   21         9   15       -0.63327          122.23064      119.68874         0.32999E+02    0.32999E+02    0
    3   24        10   17        0.06817          137.15106      141.70425         0.23083E+01    0.23083E+01    0
    3   27        11   19       -0.55039          113.05924      104.98361         0.11826E+02    0.11826E+02    0
    3   29        13   23       -0.23231           49.26882       47.85624         0.22441E+02    0.22441E+02    0
    3   32        14   25        1.16958           41.65858       46.54548         0.37230E+02    0.37230E+02    0
    4    7         5    6       -0.11251         1310.06961     1308.45262         0.16422E+01    0.16422E+01    0
    4   10         6    8       -0.20275          653.34115      651.67401         0.50622E+01    0.50622E+01    0
    4   13         7   10        0.45953          231.67215      235.02108         0.89432E+01    0.89432E+01    0
    4   16         8   12       -1.04801          265.38199      257.78354         0.14646E+02    0.12321E+02    1
    4   19         9   14       -0.45695          152.73943      150.69237         0.24606E+02    0.24606E+02    0
    4   22        10   16       -0.87266          117.09686      116.06257         0.26024E+03    0.11158E+03    1
    4   28        12   20       -0.11794           56.18256       56.03863         0.13980E+03    0.13980E+03    0
    4   30        14   24       -1.61465           43.99409       39.65239         0.51098E+02    0.49996E+02    1
    4   33        15   26        1.80947            7.74490       18.94712         0.38286E+02    0.24924E+02    1
    4   36        16   28        0.21666            3.90213       11.38879         0.50401E+01    0.50401E+01    0
    4   45        19   30       -0.77046           21.99111       10.35433         0.24003E+02    0.24003E+02    0
    5    8         6    7        0.05121         1145.30950     1146.00860         0.20695E+01    0.15015E+01    1
    5   14         8   11       -1.07550          299.14433      283.31801         0.70217E+01    0.44860E+01    1
    5   17         9   13       -0.26407          273.01186      270.64848         0.14561E+02    0.98474E+01    1
    5   20        10   15       -0.54647          130.11132      126.02973         0.14726E+02    0.14726E+02    0
    5   23        11   17       -0.80675          144.53682       91.14110         0.19804E+01    0.19804E+01    0
    5   26        12   19        0.14078           55.67006       57.12255         0.14645E+02    0.14645E+02    0
    5   31        15   25        0.33057           49.65973       50.66610         0.44229E+02    0.44229E+02    0
    5   34        16   27       -0.33113           20.64209       12.77047         0.64401E+01    0.64401E+01    0
    5   43        19   29       -0.43550           13.86237        6.99840         0.21872E+02    0.21872E+02    0
    5   46        20   31        0.97288           -3.93725       -2.49642         0.28245E+03    0.24495E+03    1
    6    9         7    8        0.00064          966.28231      966.28934         0.20803E+01    0.20803E+01    0
    6   15         9   12        1.19861          366.93713      381.75201         0.96816E+01    0.54406E+01    1
    6   18        10   14       -0.05400          222.62074      221.50572         0.42896E+01    0.42896E+01    0
    6   24        12   18       -0.01634          105.58362      105.26717         0.67061E+01    0.67061E+01    0
    6   27        13   20       -0.31233           26.64878       24.25476         0.19585E+02    0.19585E+02    0
    6   29        15   24       -0.27200           47.40573       45.25464         0.14347E+02    0.14347E+02    0
    6   32        16   26        0.08872           19.99052       21.78105         0.65888E+01    0.65888E+01    0
    6   44        20   30       -1.40202            9.08417        0.85279         0.63943E+02    0.58944E+02    1
    6   47        21   32       -0.07689            4.42309        3.73068         0.40492E+02    0.40492E+02    0
    7   16        10   13       -0.35942          470.16731      467.36468         0.11621E+02    0.83554E+01    1
    7   22        12   17       -0.03658          117.66223      115.80308         0.21120E+01    0.21120E+01    0
    7   25        13   19        0.01204           53.86086       54.00679         0.10599E+02    0.10599E+02    0
    7   28        14   21        0.07297           56.02513       56.47982         0.23655E+02    0.23655E+02    0
    7   30        16   25       -0.22708           74.51310       70.62467         0.65604E+01    0.65604E+01    0
    7   33        17   27       -1.45470           55.97610       55.40041         0.66957E+03    0.33375E+03    1
    7   42        20   29       -0.33829           21.99239       18.85688         0.35174E+02    0.35174E+02    0
    7   45        21   31        1.86688           -3.30696       13.24583         0.41959E+02    0.38773E+02    1
    7   48        22   33       -1.84069           29.03678       23.54074         0.18713E+03    0.12213E+03    1
    8   14        10   12       -0.03708          529.02042      528.71253         0.55856E+01    0.52397E+01    1
    8   20        12   16       -0.07130          118.43913      118.11369         0.18526E+02    0.18526E+02    0
    8   26        14   20        0.02805           41.13877       41.22828         0.39915E+02    0.39915E+02    0
    8   31        17   26        0.95445           41.41487       42.99300         0.74795E+02    0.67268E+02    1
    8   43        21   30       -1.06138            7.89340        1.13134         0.51552E+02    0.51492E+02    1
    9   18        12   15        0.54453          197.82862      206.33384         0.40500E+01    0.40500E+01    0
    9   21        13   17       -0.02409          114.40160      113.35197         0.19650E+01    0.19650E+01    0
    9   24        14   19       -0.02257           62.42545       62.27063         0.15649E+02    0.15649E+02    0
    9   27        15   21       -0.05449           81.34915       80.61476         0.94094E+01    0.94094E+01    0
    9   29        17   25        0.43339           69.39944       69.91146         0.77065E+02    0.77065E+02    0
    9   32        18   27       -2.56797          101.27801       53.33046         0.15245E+02    0.59253E+01    1
    9   41        21   29        0.56006           -1.23222       11.92833         0.13107E+02    0.13107E+02    0
    9   44        22   31        2.13565           13.65252       17.35555         0.23570E+03    0.18921E+03    1
    9   47        23   33        1.24820           16.19900       25.46137         0.47532E+02    0.46634E+02    1
   10   16        12   14       -0.67167          367.45822      365.08821         0.11958E+02    0.11945E+02    1
   10   19        13   16        0.17030          171.00558      171.63081         0.17223E+02    0.17223E+02    0
   10   25        15   20        2.30582           66.49760       93.11756         0.14456E+02    0.92008E+01    1
   10   28        16   22       -0.03328           57.74084       57.02517         0.58445E+01    0.58445E+01    0
   10   30        18   26       -2.53337           79.55170       36.86365         0.12784E+02    0.52977E+01    1
   10   33        19   28        1.67888           31.29203       44.92979         0.19069E+02    0.13603E+02    1
   10   42        22   30       -1.76926           24.09651       20.30547         0.22606E+03    0.14576E+03    1
   10   48        24   34       -3.04499           31.67417       14.32135         0.18142E+03    0.61231E+02    1
   11   14        12   13        0.54395          725.37091      729.31925         0.32025E+01    0.28318E+01    1
   11   17        13   15       -0.08622          386.28676      385.76019         0.84705E+01    0.69783E+01    1
   11   20        14   17       -0.44687          213.17362      196.88336         0.17651E+01    0.17651E+01    0
   11   23        15   19       -1.75495          200.18343      155.68902         0.54607E+01    0.34200E+01    1
   11   26        16   21        0.76978          116.58353      135.45683         0.43648E+01    0.43648E+01    0
   11   31        19   27        1.89817          112.68419      130.64877         0.26628E+02    0.94545E+01    1
   11   40        22   29        1.98555           15.88407       40.43213         0.39521E+02    0.23707E+02    1
   11   43        23   31        1.78110           18.74012       28.10235         0.74178E+02    0.59480E+02    1
   11   46        24   33       -0.45019           34.24378       33.25899         0.15068E+03    0.15068E+03    0
   12   15        13   14       -0.79467         1982.27650     1957.87339         0.22353E+01    0.71683E+00    1
   12   18        14   16       -0.14332          357.44148      355.54343         0.32342E+01    0.32342E+01    0
   12   24        16   20       -0.03399          197.69046      197.10662         0.50631E+01    0.50631E+01    0
   12   27        17   22       -0.13855          124.49873      123.85594         0.22798E+02    0.22798E+02    0
   12   29        19   26        0.11996           77.76064       78.20101         0.18495E+02    0.18495E+02    0
   12   32        20   28        0.55189           72.26120       74.32884         0.23827E+02    0.23827E+02    0
   12   41        23   30        0.54449           29.39882       39.23652         0.16374E+02    0.16374E+02    0
   12   44        24   32       -0.15724           36.91155       36.56243         0.14146E+03    0.14146E+03    0
   12   47        25   34        0.88798           10.02562       17.96331         0.37084E+02    0.37084E+02    0
   12   50        26   36       -0.36912           23.22844       22.37972         0.15241E+03    0.15241E+03    0
   13   16        14   15       -0.15975          543.32878      542.43693         0.38421E+01    0.38421E+01    0
   13   19        15   17       -0.05955          459.55330      457.91825         0.15649E+01    0.15649E+01    0
   13   22        16   19        0.17018          224.72130      228.16997         0.32717E+01    0.32717E+01    0
   13   25        17   21       -1.82678          201.56879      180.27924         0.11942E+02    0.73310E+01    1
   13   30        20   27        0.65303          177.58440      180.14085         0.28150E+02    0.17179E+02    1
   13   39        23   29        0.59883           43.69800       49.11895         0.30631E+02    0.30631E+02    0
   13   42        24   31       -0.78323           40.14309       39.08327         0.21930E+03    0.21930E+03    0
   13   45        25   33       -1.44270           35.83984       26.59101         0.53666E+02    0.48660E+02    1
   14   17        15   16        0.25581          532.25981      534.91296         0.31066E+01    0.20550E+01    1
   14   23        17   20       -0.04399          213.61780      213.28938         0.87020E+01    0.87020E+01    0
   14   31        21   28       -1.13640          138.27930      132.50599         0.13315E+02    0.13315E+02    0
   14   40        24   30       -2.26663           46.41136       41.11948         0.25293E+03    0.11996E+03    1
   14   43        25   32        1.20144           10.97043       15.34014         0.81829E+02    0.81829E+02    0
   14   46        26   34        0.04412           33.39095       33.65763         0.52135E+02    0.52135E+02    0
   14   52        28   38        1.86023          -38.58206      -16.43461         0.98337E+02    0.29219E+02    1
   15   18        16   17        0.02661         1086.82056     1087.55473         0.80089E+00    0.80089E+00    0
   15   21        17   19       -0.14372          288.55611      287.26965         0.48971E+01    0.48971E+01    0
   15   24        18   21        0.92464          161.58438      175.79350         0.63647E+01    0.42277E+01    1
   15   27        19   23        0.42524           63.93504       66.75913         0.12718E+02    0.12718E+02    0
   15   29        21   27       -0.97166          265.47320      261.23107         0.10378E+02    0.10378E+02    0
   15   38        24   29       -1.02960           50.44838       39.68494         0.25135E+02    0.25135E+02    0
   15   41        25   31        0.35907            4.26097       10.23585         0.16743E+02    0.16743E+02    0
   15   50        28   37        0.79475          -14.62170       -6.46899         0.32237E+02    0.32237E+02    0
   16   19        17   18        0.10585          815.49862      816.66230         0.19099E+01    0.19099E+01    0
   16   25        19   22       -0.33418          168.72939      167.27437         0.14426E+02    0.14426E+02    0
   16   28        20   24        0.06162           55.08191       55.25177         0.30840E+02    0.30578E+02    1
   16   30        22   28       -0.18811          167.51153      166.70176         0.10388E+02    0.10388E+02    0
   16   39        25   30       -0.19105           10.02848        9.85512         0.29073E+03    0.29073E+03    0
   16   45        27   34        1.64291          -13.64083        8.06668         0.24155E+02    0.22509E+02    1
   16   48        28   36       -0.86858           -0.40383       -1.60038         0.29453E+03    0.22734E+03    1
   17   20        18   19       -0.76734         1093.62332     1082.56741         0.15607E+01    0.15607E+01    0
   17   23        19   21        0.59985          437.74521      445.59198         0.43209E+01    0.32843E+01    1
   17   26        20   23        2.60254          196.02174      249.75307         0.13990E+02    0.31200E+01    1
   17   37        25   29        0.90571            3.24109       16.35267         0.17190E+02    0.17190E+02    0
   18   21        19   20        0.09912         1093.83787     1095.42925         0.19937E+01    0.13187E+01    1
   18   24        20   22       -0.58144          630.95866      627.71144         0.76534E+01    0.76534E+01    0
   19   22        20   21        0.26843          901.54562      905.14918         0.22338E+01    0.16873E+01    1
   19   25        21   23       -0.36566          436.51443      433.90860         0.60407E+01    0.60407E+01    0
   19   28        22   25       -1.00469          137.70644      136.17918         0.60607E+02    0.43009E+02    1
   19   42        28   33       -0.66018           16.19343       15.05801         0.18141E+03    0.15475E+03    1
   20   23        21   22       -0.24307          882.28480      879.73651         0.20145E+01    0.20145E+01    0
   20   26        22   24       -0.33612          473.25819      471.28767         0.74296E+01    0.74296E+01    0
   20   37        27   30        1.60040          -22.21057       -5.55205         0.23620E+02    0.23515E+02    1
   20   40        28   32       -0.02268           17.26846       17.18878         0.71722E+02    0.71722E+02    0
   21   24        22   23       -0.39183         1391.63780     1385.57295         0.17460E+01    0.14523E+01    1
   21   27        23   25       -0.37343          389.78081      387.90567         0.86426E+01    0.86426E+01    0
   21   38        28   31        0.33036            4.61631        5.59109         0.82117E+02    0.82117E+02    0
   22   25        23   24       -0.00657          686.23179      686.16967         0.25141E+01    0.21894E+01    1
   22   28        24   26        0.22070          423.23116      424.19922         0.95749E+01    0.95749E+01    0
   22   36        28   30       -0.01987            1.32252        1.18126         0.35105E+02    0.35105E+02    0
   22   51        29   40       -1.37077           19.56691        8.35603         0.26834E+02    0.19022E+02    1
   23   26        24   25        0.03049         1710.78274     1711.38579         0.17132E+01    0.11277E+01    1
   23   34        28   29       -0.60725           65.26023       58.87810         0.29146E+02    0.29146E+02    0
   23   49        29   39        0.04132           27.92746       28.41477         0.11396E+02    0.11396E+02    0
   23   52        30   41       -1.14508           40.26769       35.56840         0.49893E+02    0.37492E+02    1
   24   27        25   26       -0.14606          556.23795      555.05714         0.25114E+01    0.25114E+01    0
   24   47        29   38        1.97498           23.20562       35.71768         0.31178E+02    0.17754E+02    1
   24   50        30   40       -0.26138           28.83151       27.62752         0.28731E+02    0.28731E+02    0
   25   28        26   27       -0.41178         1346.85713     1341.46774         0.24244E+01    0.16391E+01    1
   25   45        29   37       -0.35461           52.56603       51.19906         0.23627E+02    0.23627E+02    0
   25   48        30   39        0.03333           50.42792       50.74215         0.11785E+02    0.11785E+02    0
   25   51        31   41       -0.02190           47.73840       47.66401         0.38906E+02    0.38906E+02    0
   26   43        29   36       -1.44478           65.86480       60.35931         0.31709E+02    0.17924E+02    1
   26   46        30   38       -0.70200           48.81917       47.67663         0.54568E+02    0.54568E+02    0
   26   49        31   40        0.77527           20.62195       23.22439         0.32886E+02    0.32886E+02    0
   27   44        30   37        1.42581          162.64541      167.08054         0.24844E+02    0.21544E+02    1
   27   47        31   39        1.41771          103.40168      116.90519         0.93028E+01    0.93028E+01    0
   28   39        29   34        0.41542          190.07550      191.93293         0.49939E+01    0.49939E+01    0
   28   42        30   36        1.30727          160.20726      164.58077         0.16418E+02    0.13322E+02    1
   28   45        31   38       -1.08455          128.48922      124.67846         0.19052E+02    0.19052E+02    0
   28   48        32   40       -1.33125           57.71488       51.04478         0.24897E+02    0.17506E+02    1
   28   51        33   42        1.52084           36.74863       43.84186         0.24144E+02    0.23263E+02    1
   29   32        30   31       -0.63425          359.72249      354.74592         0.30615E+01    0.24934E+01    1
   29   35        31   33       -0.00980          395.25476      395.19983         0.71367E+01    0.71367E+01    0
   29   41        33   37        1.37832           63.93496       75.34259         0.11216E+02    0.98960E+01    1
   29   44        34   39       -0.40584           22.59649       18.27920         0.92974E+01    0.92974E+01    0
   29   50        36   43       -1.07924           61.43156       56.09748         0.27598E+02    0.27598E+02    0
   30   33        31   32       -0.16422          599.71204      598.61435         0.31313E+01    0.31313E+01    0
   30   36        32   34       -0.33764          289.11457      287.02182         0.67631E+01    0.65781E+01    1
   30   39        33   36       -1.24789          107.79893      103.05383         0.22137E+02    0.16242E+02    1
   30   42        34   38        0.19038           14.08266       14.65283         0.30346E+02    0.27086E+02    1
   30   48        36   42       -1.37146           44.00522       38.49837         0.72430E+02    0.29128E+02    1
   30   51        37   44       -1.54849           37.71698       27.08105         0.25100E+02    0.19978E+02    1
   31   34        32   33       -0.39745          404.34951      401.24415         0.30691E+01    0.24855E+01    1
   31   37        33   35       -0.41036          277.33035      272.88330         0.37501E+01    0.37501E+01    0
   31   40        34   37        0.72815           71.73497       74.28794         0.19559E+02    0.17188E+02    1
   31   43        35   39        0.37154           -9.06123       -5.38481         0.80564E+01    0.80564E+01    0
   31   46        36   41       -1.07149           32.92515       27.90131         0.26972E+02    0.20789E+02    1
   31   49        37   43        0.31156           37.71332       39.74361         0.17870E+02    0.17870E+02    0
   31   52        38   45       -1.96868           47.06097       23.96394         0.18875E+02    0.11721E+02    1
   32   35        33   34        0.87657          619.09728      629.42861         0.25727E+01    0.17455E+01    1
   32   38        34   36       -0.34828          259.16872      257.97573         0.11653E+02    0.11653E+02    0
   32   41        35   38        0.21805          105.90701      107.36888         0.92449E+01    0.89769E+01    1
   32   44        36   40       -2.05727           58.17111       33.12776         0.17997E+02    0.64848E+01    1
   32   47        37   42        0.63123           66.72924       70.10314         0.18148E+02    0.18148E+02    0
   32   50        38   44       -1.18632           48.65369       45.78966         0.51561E+02    0.48751E+02    1
   33   39        35   37       -0.41529          249.39353      247.58365         0.92464E+01    0.92464E+01    0
   33   42        36   39       -1.64928          188.95896      172.34664         0.82432E+01    0.59423E+01    1
   33   45        37   41        0.21904           91.42050       92.82907         0.12097E+02    0.12097E+02    0
   33   48        38   43        0.99382           86.52941       89.74469         0.29988E+02    0.29988E+02    0
   33   51        39   45        0.29125           35.11587       37.36462         0.15360E+02    0.15360E+02    0
   34   37        35   36       -1.37758          621.44100      604.55208         0.27977E+01    0.16223E+01    1
   34   40        36   38       -0.48401          277.74723      275.73424         0.10293E+02    0.97190E+01    1
   34   43        37   40        0.06769           61.96912       62.31933         0.11686E+02    0.11686E+02    0
   34   46        38   42       -0.93524           92.60695       89.80690         0.53038E+02    0.26047E+02    1
   34   49        39   44        0.45857           39.79601       40.73379         0.49705E+02    0.48595E+02    1
   34   52        40   46        0.52143           38.46083       40.65489         0.30213E+02    0.28332E+02    1
   35   38        36   37        0.12932          624.76106      625.67561         0.28909E+01    0.28909E+01    0
   35   47        39   43       -1.78786          126.27633      107.98276         0.16246E+02    0.76996E+01    1
   36   39        37   38        0.09306          379.25682      379.70280         0.50528E+01    0.42556E+01    1
   36   42        38   40        1.42388          152.82027      160.73509         0.14221E+02    0.73359E+01    1
   36   45        39   42       -1.59724          140.72463      127.88807         0.20268E+02    0.73462E+01    1
   36   48        40   44       -0.28315          109.34097      108.72963         0.36740E+02    0.36740E+02    0
   36   51        41   46       -0.27304           51.22138       50.30680         0.29832E+02    0.29832E+02    0
   37   40        38   39       -0.13147          388.55579      387.86982         0.37959E+01    0.37959E+01    0
   37   43        39   41       -0.02829          172.96691      172.88563         0.14363E+02    0.14363E+02    0
   37   46        40   43       -0.64825          162.27314      160.19050         0.18345E+02    0.18345E+02    0
   37   49        41   45       -1.92157           77.82881       65.39533         0.15829E+02    0.12454E+02    1
   37   52        42   47        0.13585           36.55287       36.87370         0.42673E+02    0.42673E+02    0
   38   41        39   40       -0.36122          136.11725      134.93451         0.63926E+01    0.63926E+01    0
   38   44        40   42       -0.71199          268.44972      266.08643         0.16783E+02    0.11776E+02    1
   38   47        41   44        0.25861          106.55982      107.33009         0.23582E+02    0.20103E+02    1
   38   50        42   46       -0.36828           57.22306       55.89906         0.22550E+02    0.22550E+02    0
   39   42        40   41        2.53934          324.19913      369.05087         0.95849E+01    0.11493E+01    1
   39   45        41   43        0.96897          197.49279      203.00541         0.12455E+02    0.68620E+01    1
   39   48        42   45       -0.93030          100.63986       96.48910         0.13607E+02    0.13607E+02    0
   39   51        43   47       -1.38560           46.54358       33.91547         0.33208E+02    0.88119E+01    1
   40   43        41   42       -0.27590          240.89308      240.40018         0.11138E+02    0.11138E+02    0
   40   46        42   44        0.00130           83.72504       83.72811         0.24550E+02    0.17191E+02    1
   40   49        43   46       -0.79832           -1.12969       -4.07915         0.24251E+02    0.16624E+02    1
   40   52        44   48       -0.93769           71.13478       66.74537         0.26944E+02    0.16810E+02    1
   41   44        42   43       -2.32975          572.71719      553.28447         0.76636E+01    0.24134E+01    1
   41   47        43   45       -0.07144          129.19411      128.90538         0.10078E+02    0.10078E+02    0
   41   50        44   47        0.43716          120.31246      121.45984         0.22422E+02    0.22422E+02    0
   42   45        43   44       -0.59270          197.17167      195.79380         0.11186E+02    0.86061E+01    1
   42   48        44   46        0.66762          203.15997      205.30130         0.15023E+02    0.12183E+02    1
   42   51        45   48       -1.23946          161.82259      154.35172         0.17420E+02    0.96194E+01    1
   43   46        44   45        1.36952          262.35623      277.29324         0.67540E+01    0.17722E+01    1
   43   49        45   47        0.53576          140.86034      143.28928         0.17114E+02    0.86124E+01    1
   43   52        46   49        0.34375          133.50252      134.32782         0.24117E+02    0.24117E+02    0
   44   47        45   46        0.35251          141.41166      143.05012         0.82352E+01    0.41875E+01    1
   44   50        46   48        0.24417          129.74105      130.37127         0.14965E+02    0.14965E+02    0
   45   48        46   47        0.15801          182.51302      182.82270         0.99450E+01    0.99450E+01    0
   45   51        47   49       -0.47308          158.37248      157.20532         0.16613E+02    0.15832E+02    1
   46   49        47   48       -0.51522          208.33748      206.99624         0.81858E+01    0.75410E+01    1
   46   52        48   50       -0.37335          112.60250      111.61688         0.14754E+02    0.14754E+02    0
   47   50        48   49        0.03041          261.08987      261.17701         0.79107E+01    0.68393E+01    1
   48   51        49   50       -0.21946          216.65055      216.00529         0.67323E+01    0.67323E+01    0
   49   52        50   51       -0.12833          353.98895      353.45086         0.46205E+01    0.46205E+01    0
    6    4         8    2       -0.25757         1009.45572     1005.59167         0.33379E+01    0.33379E+01    0
   14    8        20    2        1.04062          223.45806      231.89522         0.16955E+02    0.16955E+02    0
   16    9        23    2       -1.03307          203.50527      194.77083         0.18752E+02    0.18752E+02    0
   18   10        26    2       -1.36004          230.92749      216.57972         0.26650E+02    0.16993E+02    1
   24   13        31    2       -0.71169           69.68108       67.03259         0.42530E+02    0.42530E+02    0
   26   14        34    2        0.30192           28.36301       30.81038         0.21757E+02    0.21757E+02    0
   28   15        37    2        1.17959           29.33087       41.50727         0.19086E+02    0.19086E+02    0
    5    4         6    3       -0.06391          817.35466      816.48825         0.15722E+01    0.15722E+01    0
    7    5         9    3        0.00576          748.66826      748.72926         0.40106E+01    0.40106E+01    0
    9    6        12    3        0.17634          485.80894      487.38288         0.69900E+01    0.69900E+01    0
   11    7        15    3       -1.84576          281.57687      240.60592         0.68912E+01    0.39546E+01    1
   13    8        18    3        0.84619          181.98890      195.04384         0.71691E+01    0.71691E+01    0
   15    9        21    3       -0.26550          122.23064      119.68874         0.13835E+02    0.13835E+02    0
   17   10        24    3        0.80472          137.15106      141.70425         0.27248E+02    0.27248E+02    0
   19   11        27    3       -0.93287          113.05924      104.98361         0.20044E+02    0.20044E+02    0
   23   13        29    3       -0.29258           49.26882       47.85624         0.28264E+02    0.28264E+02    0
   25   14        32    3        0.95746           41.65858       46.54548         0.30477E+02    0.30477E+02    0
    6    5         7    4       -0.11901         1310.06961     1308.45262         0.17371E+01    0.17371E+01    0
    8    6        10    4       -0.19552          653.34115      651.67401         0.48819E+01    0.48819E+01    0
   10    7        13    4        0.42101          231.67215      235.02108         0.81936E+01    0.81936E+01    0
   12    8        16    4       -0.37588          265.38199      257.78354         0.44192E+01    0.44192E+01    0
