    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    2    8         4    6       -0.03645          941.50133      940.70801         0.25086E+01    0.23010E+01    1
    2   20         8   14        1.36195          185.05999      248.10779         0.63348E+01    0.29696E+01    1
    2   23         9   16       -0.27541          190.47035      190.11755         0.16246E+03    0.12377E+03    1
    2   26        10   18       -0.71564          248.05705      208.27872         0.32251E+01    0.32251E+01    0
    2   31        13   24       -0.65460           59.32861       48.72151         0.97673E+01    0.97673E+01    0
    2   34        14   26        1.32966           13.12010       21.95254         0.76196E+02    0.26550E+02    1
    2   37        15   28        0.44585           27.18666       45.07732         0.49098E+01    0.49098E+01    0
    3    6         4    5       -0.01281          753.34216      753.09875         0.11213E+01    0.11213E+01    0
    3    9         5    7       -0.55254          773.06810      771.48906         0.14858E+02    0.14858E+02    0
    3   12         6    9       -1.07380          389.81554      387.92051         0.84448E+02    0.35353E+02    1
    3   15         7   11       -0.88873          171.29659      161.56616         0.80175E+01    0.80175E+01    0
    3   18         8   13        0.69671          129.88794      163.29406         0.23067E+01    0.23067E+01    0
    3   21         9   15        0.02748           91.32899       91.39031         0.77411E+02    0.59359E+02    1
    3   24        10   17        1.20976           94.30386      111.68093         0.15917E+02    0.10733E+02    1
    3   27        11   19       -1.05072           88.39088       78.77705         0.26465E+02    0.18964E+02    1
    3   29        13   23       -0.03215           35.25388       34.70598         0.80065E+01    0.80065E+01    0
    3   32        14   25       -0.02483           30.05711       29.73709         0.12069E+02    0.12069E+02    0
    4    7         5    6       -0.01965         2750.34748     2747.59748         0.16865E+00    0.16865E+00    0
    4   10         6    8       -0.33945          548.29521      546.66695         0.86780E+01    0.86780E+01    0
    4   13         7   10        1.51605          162.62847      209.62652         0.13135E+02    0.21024E+01    1
    4   16         8   12        0.70654          185.04127      193.10183         0.14338E+02    0.78305E+01    1
    4   19         9   14       -0.90974          116.47212      116.01551         0.38179E+03    0.21962E+03    1
    4   22        10   16        1.01672           81.37982       88.98354         0.20564E+02    0.17683E+02    1
    4   28        12   20       -0.31609           42.99224       40.12694         0.18822E+02    0.18822E+02    0
    4   30        14   24       -1.20433           30.49019       27.13348         0.10164E+03    0.48233E+02    1
    4   33        15   26        1.61620           -6.33820        7.26125         0.13357E+03    0.18338E+02    1
    4   36        16   28        0.38070           -2.68008       14.04004         0.39655E+01    0.39655E+01    0
    4   45        19   30       -1.17115           31.43118       16.23720         0.34915E+02    0.27944E+02    1
    5    8         6    7        0.02977         1143.04534     1143.27958         0.26053E+01    0.26053E+01    0
    5   14         8   11       -1.61671          201.07643      136.96644         0.11861E+02    0.16647E+01    1
    5   17         9   13       -0.39582          197.57721      193.81829         0.25332E+02    0.92805E+01    1
    5   20        10   15        0.16631           69.68720       70.64494         0.19100E+02    0.19100E+02    0
    5   23        11   17       -1.14628           93.06247       45.97187         0.43842E+01    0.31907E+01    1
    5   26        12   19       -0.04366           29.91192       29.65157         0.25340E+02    0.25340E+02    0
    5   31        15   25       -0.51238           31.51117       30.00772         0.45888E+02    0.45888E+02    0
    5   34        16   27       -0.39942            6.29298        3.09843         0.19142E+02    0.19142E+02    0
    5   43        19   29       -0.40620           14.23745        7.85862         0.21951E+02    0.21951E+02    0
    5   46        20   31        1.39335           -5.94771        4.59746         0.93812E+02    0.47932E+02    1
    6    9         7    8        0.12121          929.82799      931.31252         0.33494E+01    0.18658E+01    1
    6   15         9   12       -0.50888          273.24764      272.28380         0.35504E+02    0.35504E+02    0
    6   18        10   14       -0.01918          153.05805      152.49673         0.30267E+01    0.30267E+01    0
    6   24        12   18        0.10231           72.63330       75.17309         0.52312E+01    0.52312E+01    0
    6   27        13   20       -0.41086            4.67402       -1.08252         0.10715E+02    0.10715E+02    0
    6   29        15   24       -0.01414           28.99185       28.87192         0.13380E+02    0.13380E+02    0
    6   32        16   26        1.39333            3.78115       13.62683         0.36449E+02    0.18818E+02    1
    6   44        20   30       -0.76848           11.99213        9.56709         0.10966E+03    0.10966E+03    0
    6   47        21   32        0.79263            7.42305       12.36795         0.58446E+02    0.58446E+02    0
    7   16        10   13       -0.18466          381.07154      380.33645         0.33596E+02    0.16367E+02    1
    7   22        12   17       -0.00949           82.25530       82.00668         0.40981E+01    0.40981E+01    0
    7   25        13   19        0.31404           17.74062       18.85823         0.36103E+02    0.36103E+02    0
    7   28        14   21        0.05801           34.63954       35.31835         0.12595E+02    0.12595E+02    0
    7   30        16   25        0.27093           52.22662       54.69154         0.12348E+02    0.12348E+02    0
    7   33        17   27       -1.73723           52.10569       38.07136         0.59282E+02    0.16349E+02    1
    7   42        20   29       -0.29519           24.89769       20.27919         0.20838E+02    0.20838E+02    0
    7   45        21   31        0.47263           10.80907       19.35309         0.19017E+02    0.19017E+02    0
    7   48        22   33       -1.18855           28.20250       27.44540         0.87006E+03    0.57247E+03    1
    8   14        10   12       -0.18464          378.76060      378.17168         0.13641E+02    0.13641E+02    0
    8   20        12   16       -0.95022           85.98338       75.08457         0.12616E+02    0.73728E+01    1
    8   26        14   20       -0.41498           14.41200       11.45550         0.19370E+02    0.17878E+02    1
    8   31        17   26       -0.00789           27.84403       27.82942         0.60101E+02    0.60101E+02    0
    8   43        21   30       -0.18456            8.02200        6.64590         0.43998E+02    0.43998E+02    0
    9   18        12   15        0.08789          159.80895      161.80808         0.27811E+01    0.27811E+01    0
    9   21        13   17        0.27517           53.58277       60.39221         0.34600E+01    0.34600E+01    0
    9   24        14   19       -0.01282           10.65803       10.52179         0.10100E+02    0.10100E+02    0
    9   27        15   21       -0.17753           41.39732       40.24936         0.19611E+02    0.19611E+02    0
    9   29        17   25        0.64121           48.98242       50.51231         0.38160E+02    0.38160E+02    0
    9   32        18   27       -1.80338           75.68889       31.16908         0.23825E+02    0.44814E+01    1
    9   41        21   29        0.38774           -2.61870       10.85596         0.88626E+01    0.88626E+01    0
    9   44        22   31        0.96558           10.99634       20.40309         0.34692E+02    0.33676E+02    1
