    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    2    8         4    6       -0.01708          880.02840      879.45323         0.14870E+01    0.14870E+01    0
    2   20         8   14        1.23933          159.86608      184.12265         0.10596E+02    0.70236E+01    1
    2   23         9   16       -1.49299          176.65277      145.13600         0.19812E+02    0.75103E+01    1
    2   26        10   18        0.24959          133.98545      152.21700         0.24542E+01    0.24542E+01    0
    2   31        13   24       -0.44032           46.98815       33.00595         0.49842E+01    0.49842E+01    0
    2   34        14   26        0.58059            7.55285       17.12913         0.10693E+02    0.10693E+02    0
    2   37        15   28        0.59496           19.76653       38.66680         0.62019E+01    0.62019E+01    0
    3    6         4    5        0.01929          902.24688      902.57452         0.12550E+01    0.12550E+01    0
    3    9         5    7        0.00384          668.48668      668.59707         0.14753E+01    0.14753E+01    0
    3   12         6    9       -0.46557          316.95764      316.16766         0.37406E+02    0.36771E+02    1
    3   15         7   11       -0.98336          113.82024      110.28020         0.25702E+02    0.24384E+02    1
    3   18         8   13        1.53949          112.98919      130.78230         0.38868E+02    0.95697E+01    1
    3   21         9   15       -0.85818           74.41717       72.14147         0.49949E+02    0.49949E+02    0
    3   24        10   17        0.74425           70.17585       85.24932         0.76122E+01    0.76122E+01    0
    3   27        11   19       -1.12098           83.54808       79.05604         0.96030E+02    0.43300E+02    1
    3   29        13   23        0.11075           17.85452       18.52734         0.22461E+02    0.22461E+02    0
    3   32        14   25       -0.00139           21.60537       21.60222         0.68541E+02    0.68541E+02    0
    4    7         5    6       -0.31148         1545.81650     1533.74383         0.67593E+00    0.60894E+00    1
    4   10         6    8       -0.37495          406.39529      400.35123         0.25823E+01    0.25823E+01    0
    4   13         7   10        1.47780           82.52826      115.22225         0.13402E+02    0.29460E+01    1
    4   16         8   12       -0.62947          123.11524      120.41993         0.20864E+02    0.20864E+02    0
    4   19         9   14       -1.05104           93.71142       86.07489         0.16776E+02    0.15171E+02    1
    4   22        10   16       -1.34050           50.05679       49.39285         0.10000E+04    0.26700E+03    1
    4   28        12   20       -0.73762           28.94378       24.84147         0.30678E+02    0.30678E+02    0
    4   30        14   24       -0.91698           17.22288        5.31205         0.10350E+02    0.10350E+02    0
    4   33        15   26        1.20602          -11.88270        8.23253         0.12734E+02    0.92514E+01    1
    4   36        16   28        0.52878          -11.05520        7.67500         0.49169E+01    0.49169E+01    0
    4   45        19   30       -1.01102           23.56487        4.39607         0.20339E+02    0.19121E+02    1
    5    8         6    7       -0.15113         1165.59112     1164.74199         0.36484E+01    0.36484E+01    0
    5   14         8   11       -1.65465          160.15043      119.59290         0.17050E+02    0.26931E+01    1
    5   17         9   13       -0.61415          175.16082      174.50883         0.23575E+03    0.83019E+02    1
    5   20        10   15        0.82654           41.14729       45.43396         0.49304E+02    0.21208E+02    1
    5   23        11   17       -1.33965           82.64989       56.52262         0.11696E+02    0.67208E+01    1
    5   26        12   19        1.04750           22.64541       27.51249         0.91424E+02    0.32520E+02    1
    5   31        15   25        1.02078           22.42885       25.85240         0.51188E+02    0.40147E+02    1
    5   34        16   27        0.24284           -2.30257        0.40094         0.13751E+02    0.13751E+02    0
    5   43        19   29       -0.63535            9.89128        5.07878         0.45510E+02    0.45510E+02    0
    5   46        20   31        1.22444          -10.20135        4.69784         0.39536E+02    0.29812E+02    1
    6    9         7    8        0.06282          880.26095      880.99513         0.19553E+01    0.19553E+01    0
    6   15         9   12       -0.95906          212.95440      212.41716         0.76028E+03    0.12004E+03    1
    6   18        10   14        0.20148          109.15041      109.83146         0.64672E+02    0.26204E+02    1
    6   24        12   18        0.50687           35.61432       56.14430         0.32061E+01    0.32061E+01    0
    6   27        13   20        0.07211          -15.94930      -15.58426         0.29657E+02    0.29657E+02    0
    6   29        15   24       -1.35348           14.22882        2.03060         0.19886E+02    0.12590E+02    1
    6   32        16   26        0.65855           -6.67988        1.07344         0.11294E+02    0.11294E+02    0
    6   44        20   30        0.02451            7.19994        7.52694         0.25942E+02    0.25942E+02    0
    6   47        21   32       -0.98735            3.12517        2.20415         0.41546E+03    0.39088E+03    1
    7   16        10   13       -0.50675          323.79959      322.92557         0.42958E+02    0.37775E+02    1
    7   22        12   17       -0.36729           65.39429       60.47279         0.80117E+01    0.80117E+01    0
    7   25        13   19        1.25891           -4.95972       19.75394         0.10765E+02    0.65451E+01    1
    7   28        14   21        0.28594           20.67787       22.20403         0.27614E+02    0.27614E+02    0
    7   30        16   25       -0.08383           37.34069       36.66626         0.13963E+02    0.13963E+02    0
    7   33        17   27       -1.48649           41.20123       34.00039         0.50550E+02    0.27266E+02    1
    7   42        20   29        0.33233           17.71230       22.84744         0.21099E+02    0.21099E+02    0
    7   45        21   31       -0.16907           11.06865       10.64894         0.16737E+03    0.13849E+03    1
    7   48        22   33       -1.04553           25.76484        8.80673         0.24731E+02    0.22483E+02    1
    8   14        10   12        0.31276          265.82261      268.33443         0.81149E+01    0.54175E+01    1
    8   20        12   16       -0.53353           64.77871       64.10636         0.67104E+02    0.67104E+02    0
    8   26        14   20       -0.19933          -10.90936      -11.90545         0.25488E+02    0.25488E+02    0
    8   31        17   26        0.38165           16.52629       19.03134         0.16945E+02    0.16945E+02    0
    8   43        21   30        0.06260           -0.57111        0.82978         0.14659E+02    0.14659E+02    0
    9   18        12   15       -0.44178          129.47312      128.84471         0.44471E+02    0.44471E+02    0
    9   21        13   17        0.02922           38.07914       38.61864         0.46368E+01    0.46368E+01    0
    9   24        14   19        0.27364           -8.57521       -7.37936         0.24567E+02    0.24567E+02    0
    9   27        15   21       -1.10919           26.49642       25.38091         0.43513E+03    0.12609E+03    1
    9   29        17   25        0.18319           29.45301       29.77866         0.51219E+02    0.51219E+02    0
    9   32        18   27       -1.65337           95.03113       20.72889         0.67525E+01    0.24618E+01    1
    9   41        21   29        1.52430          -10.41592        7.93389         0.73838E+02    0.25584E+02    1
    9   44        22   31       -0.38833            9.82297        2.89416         0.18388E+02    0.18388E+02    0
    9   47        23   33        0.05383           12.04598       12.48220         0.42705E+02    0.42705E+02    0
   10   16        12   14       -0.86600          294.55663      292.13885         0.24220E+02    0.15096E+02    1
   10   19        13   16       -0.59201           94.95367       93.49616         0.25683E+02    0.25683E+02    0
   10   25        15   20        0.36621           17.34753       17.52613         0.41514E+03    0.21780E+03    1
   10   28        16   22       -0.17228           14.51077       11.88522         0.82479E+01    0.82479E+01    0
   10   30        18   26       -1.63998           62.30879        5.67076         0.64563E+01    0.25848E+01    1
   10   33        19   28        0.15330           11.14769       11.79266         0.26264E+02    0.26264E+02    0
   10   42        22   30       -1.03254           18.63079       -0.27754         0.18527E+02    0.17055E+02    1
   10   48        24   34       -1.18610           31.52774       14.88625         0.31035E+02    0.24870E+02    1
   11   14        12   13       -0.33613          744.15748      742.26900         0.36586E+01    0.36586E+01    0
   11   17        13   15        1.05257          228.39993      245.00282         0.60113E+01    0.27018E+01    1
   11   20        14   17       -1.40062          167.41471      111.02214         0.49331E+01    0.15981E+01    1
   11   23        15   19       -1.66674           99.82145       45.76494         0.94301E+01    0.26735E+01    1
   11   26        16   21        0.73918           50.05034       58.80242         0.90383E+01    0.90383E+01    0
   11   31        19   27        0.19766           74.47380       75.35766         0.20010E+02    0.20010E+02    0
   11   40        22   29        1.30331            6.33818       15.51327         0.69851E+02    0.41634E+02    1
   11   43        23   31       -0.46383           17.23009       12.88644         0.33387E+02    0.33387E+02    0
   11   46        24   33       -0.31323           26.49973       21.85351         0.22221E+02    0.22221E+02    0
   12   15        13   14       -1.05777         1600.26817     1558.93598         0.21251E+01    0.56335E+00    1
   12   18        14   16       -0.04261          251.37050      251.18917         0.10066E+02    0.10066E+02    0
   12   24        16   20       -0.97511           93.50739       79.72325         0.63121E+01    0.61528E+01    1
   12   27        17   22        1.04992           64.77029       75.15008         0.11818E+02    0.10698E+02    1
   12   29        19   26        0.20986           29.57269       29.68916         0.12234E+03    0.12234E+03    0
   12   32        20   28       -0.00657           35.82823       35.77599         0.11230E+02    0.11230E+02    0
   12   41        23   30       -0.12963           22.96303       20.58560         0.16131E+02    0.16131E+02    0
   12   44        24   32       -0.26612           34.44478       32.01302         0.34371E+02    0.34371E+02    0
   12   47        25   34        0.21969            8.97601       14.55760         0.13048E+02    0.13048E+02    0
   12   50        26   36       -1.06589           18.68820        5.15884         0.30960E+02    0.27608E+02    1
   13   16        14   15       -0.07506          447.47746      447.13093         0.46461E+01    0.46461E+01    0
   13   19        15   17        0.05141          406.79141      407.37019         0.38161E+01    0.38161E+01    0
   13   22        16   19        0.41924           94.53152       99.41810         0.56881E+01    0.56881E+01    0
   13   25        17   21       -0.46782          135.90497      135.28192         0.72643E+02    0.64150E+02    1
   13   30        20   27       -0.39401          126.76940      126.60068         0.15706E+03    0.15706E+03    0
   13   39        23   29       -0.97222           40.56068       37.04520         0.78438E+02    0.76686E+02    1
   13   42        24   31       -0.13798           41.56206       37.64508         0.10453E+02    0.10453E+02    0
   13   45        25   33       -1.58108           49.18009       19.66340         0.40299E+02    0.16710E+02    1
   14   17        15   16        0.21483          424.80015      426.62963         0.33968E+01    0.25028E+01    1
   14   23        17   20        0.03030          117.13207      117.27504         0.13769E+02    0.13769E+02    0
   14   31        21   28       -0.11885           77.66011       77.07408         0.13719E+02    0.13719E+02    0
   14   40        24   30        0.26199           41.67689       43.47990         0.40696E+02    0.40696E+02    0
   14   43        25   32        0.90430            7.82042       15.89498         0.33331E+02    0.33331E+02    0
   14   46        26   34       -0.31336           23.85124       21.23385         0.37726E+02    0.37726E+02    0
   14   52        28   38        1.53215          -44.47844      -18.07619         0.62616E+02    0.20188E+02    1
   15   18        16   17       -0.09448         1251.28793     1249.03356         0.14447E+01    0.92610E+00    1
   15   21        17   19       -0.21086          109.60290      107.78687         0.50899E+01    0.50899E+01    0
   15   24        18   21        0.63735          110.17842      120.30739         0.40880E+01    0.40880E+01    0
   15   27        19   23       -0.33104           10.60043       10.00047         0.46603E+02    0.46603E+02    0
   15   29        21   27       -0.81849          191.91702      186.58188         0.14877E+02    0.69512E+01    1
   15   38        24   29       -0.47106           45.39336       45.15698         0.57579E+03    0.52363E+03    1
   15   41        25   31        1.08641            1.37280       14.79580         0.25774E+02    0.22549E+02    1
   15   50        28   37        0.54790          -24.69327      -10.63983         0.12893E+02    0.12893E+02    0
   16   19        17   18        0.03782          509.92221      510.45761         0.14830E+01    0.14830E+01    0
   16   25        19   22       -0.05328          128.21058      128.05189         0.21088E+02    0.21088E+02    0
   16   28        20   24        0.50860           13.41224       17.55866         0.10340E+02    0.10340E+02    0
   16   30        22   28       -0.67013           89.50391       87.77198         0.17303E+02    0.17303E+02    0
   16   39        25   30        1.16229            6.68961       20.74251         0.30347E+02    0.21820E+02    1
   16   45        27   34        0.03860            7.61228        8.28655         0.17025E+02    0.17025E+02    0
   16   48        28   36       -0.71348           -6.41590       -9.87641         0.64570E+02    0.64570E+02    0
