    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    2    8         4    6       -0.73181          514.40228      508.22296         0.59393E+01    0.59304E+01    1
    2   20         8   14       -1.50503          283.51636      130.92203         0.31238E+01    0.13558E+01    1
    2   23         9   16       -1.41310          207.99578      104.31347         0.44637E+01    0.21608E+01    1
    2   26        10   18       -0.83556          152.95147       64.09627         0.16858E+01    0.16858E+01    0
    2   31        13   24       -1.23506           27.63689        0.44174         0.89953E+01    0.71878E+01    1
    2   34        14   26        0.36496          -21.47509      -10.59244         0.59145E+01    0.59145E+01    0
    2   37        15   28        0.09423           18.34458       27.89148         0.19446E+01    0.19446E+01    0
    3    6         4    5       -0.06157         1101.58967     1094.33648         0.18092E+00    0.18092E+00    0
    3    9         5    7       -0.29252         1122.96270     1101.28626         0.57302E+00    0.57302E+00    0
    3   12         6    9        1.11240          267.96063      284.70511         0.54717E+01    0.41449E+01    1
    3   15         7   11       -1.10861          -24.85868      -62.04784         0.29038E+01    0.26168E+01    1
    3   18         8   13        1.30203           28.19632       50.77321         0.83132E+01    0.63787E+01    1
    3   21         9   15        0.31713           12.55098       20.65975         0.51802E+01    0.51802E+01    0
    3   24        10   17       -0.01042           -5.55710       -5.97908         0.38061E+01    0.38061E+01    0
    3   27        11   19       -0.18098           -1.08297       -7.25651         0.50865E+01    0.50865E+01    0
    3   29        13   23       -1.07559          -17.88846      -22.41081         0.51006E+02    0.32454E+02    1
    3   32        14   25       -0.05987           -9.19457      -10.62920         0.64916E+01    0.64916E+01    0
    4    7         5    6        0.09661         2364.20374     2369.56850         0.70390E+00    0.42502E+00    1
    4   10         6    8       -0.30852          365.80909      363.87043         0.95692E+01    0.66244E+01    1
    4   13         7   10        0.49550          -76.23448      -69.40336         0.47276E+01    0.47276E+01    0
    4   16         8   12       -0.04020            0.25325       -0.04480         0.12789E+02    0.12048E+02    1
    4   19         9   14       -0.56168           -1.31853       -3.38490         0.79237E+02    0.29962E+02    1
    4   22        10   16        0.28142          -65.19983      -61.34620         0.96575E+01    0.96575E+01    0
    4   28        12   20       -0.11885          -30.73218      -34.84609         0.49292E+01    0.49292E+01    0
    4   30        14   24       -1.05294          -14.98864      -26.11204         0.13412E+02    0.12726E+02    1
    4   33        15   26        1.45929          -43.27815      -24.20974         0.21746E+02    0.11809E+02    1
    4   36        16   28        0.54509          -33.35473      -26.20437         0.13277E+02    0.13277E+02    0
    4   45        19   30       -1.55787           31.10375       15.09878         0.11686E+03    0.35288E+02    1
    5    8         6    7       -0.11140         2057.43217     2054.68026         0.15828E+01    0.82980E+00    1
    5   14         8   11       -0.76287          -27.66429      -42.92674         0.32995E+01    0.32995E+01    0
    5   17         9   13       -0.52467          -17.03206      -17.60596         0.29898E+03    0.80574E+02    1
    5   20        10   15        1.03854         -146.63668     -137.40324         0.12861E+02    0.12371E+02    1
    5   23        11   17       -0.96713          -74.59904     -100.33234         0.49263E+01    0.49263E+01    0
    5   26        12   19        0.14591          -66.08048      -63.20662         0.76715E+01    0.76715E+01    0
    5   31        15   25        0.17300          -38.87124      -38.41663         0.51973E+02    0.51242E+02    1
    5   34        16   27       -1.45856          -44.35783      -54.35145         0.36819E+02    0.22344E+02    1
    5   43        19   29        0.22942          -10.80565       -4.65630         0.12861E+02    0.12861E+02    0
    5   46        20   31        1.47184          -11.84641       15.44765         0.29877E+02    0.19562E+02    1
    6    9         7    8       -0.28983         1220.03654     1209.36215         0.78808E+00    0.62048E+00    1
    6   15         9   12        1.91421          -20.58412      108.61755         0.60399E+01    0.99629E+00    1
    6   18        10   14       -1.10985          -49.78592      -54.78553         0.22186E+02    0.19663E+02    1
    6   24        12   18        0.78167          -42.40322      -35.23002         0.14151E+02    0.14151E+02    0
