    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    2    8         4    6       -0.32780          511.91495      504.93173         0.35344E+01    0.23506E+01    1
    2   20         8   14       -0.11916           41.17251       24.78773         0.99972E+00    0.99972E+00    0
    2   23         9   16       -0.82149           74.93188       51.08538         0.57655E+01    0.54616E+01    1
    2   26        10   18        2.08009         -174.20067      -23.32571         0.28267E+01    0.24715E+01    1
    2   31        13   24       -0.75767          -13.82820      -26.08589         0.97831E+01    0.97831E+01    0
    2   34        14   26       -0.20176          -25.49264      -28.22623         0.13017E+02    0.13017E+02    0
    2   37        15   28        0.02267           -2.62942       -0.76766         0.23987E+01    0.23987E+01    0
    3    6         4    5       -0.42806          745.19735      733.37949         0.79436E+00    0.77202E+00    1
    3    9         5    7       -0.54234          843.13866      838.39109         0.48507E+01    0.48507E+01    0
    3   12         6    9        0.18668          -72.23246      -59.43229         0.90992E+00    0.90992E+00    0
    3   15         7   11       -0.95212         -366.15186     -403.37422         0.22454E+01    0.22454E+01    0
    3   18         8   13       -0.16586          -50.02573      -60.87584         0.16907E+01    0.16907E+01    0
    3   21         9   15       -0.25801          -38.15519      -44.44003         0.54376E+01    0.54376E+01    0
    3   24        10   17        1.37826         -122.57088     -104.81508         0.11967E+02    0.11967E+02    0
    3   27        11   19       -0.28211          101.68242       69.79048         0.15349E+01    0.15349E+01    0
    3   29        13   23       -1.18659          -41.76883      -49.77744         0.20615E+02    0.20218E+02    1
    3   32        14   25        0.10798          -28.09837      -25.62681         0.67964E+01    0.67964E+01    0
    4    7         5    6       -0.27368         2662.96668     2652.94036         0.94996E+00    0.64426E+00    1
    4   10         6    8       -0.35342         -105.41766     -123.31807         0.82183E+00    0.82183E+00    0
    4   13         7   10       -0.04293          -81.11164      -85.32528         0.66409E+00    0.66409E+00    0
    4   16         8   12       -0.16051         -110.80403     -117.58706         0.21140E+01    0.21140E+01    0
    4   19         9   14       -0.44056          -35.33757      -49.42280         0.34478E+01    0.34478E+01    0
    4   22        10   16        1.55891         -202.19885     -147.65479         0.37796E+01    0.37796E+01    0
    4   28        12   20        0.73801          -44.40180      -15.51703         0.43593E+01    0.43593E+01    0
    4   30        14   24       -1.35411          -29.78660      -37.80274         0.28285E+02    0.22709E+02    1
    4   33        15   26        0.45341          -31.36481      -25.69533         0.12340E+02    0.12340E+02    0
    4   36        16   28        0.15247          -29.28948      -23.60605         0.46722E+01    0.46722E+01    0
    4   45        19   30       -2.43915           34.64399      -17.38119         0.23066E+02    0.16997E+02    1
