    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    2    8         4    6       -0.09455          968.05447      966.81309         0.38141E+01    0.38141E+01    0
    2   20         8   14        1.57434          237.46778      263.72019         0.98084E+01    0.82439E+01    1
    2   23         9   16       -1.04986          206.76911      199.80680         0.24653E+02    0.23907E+02    1
    2   26        10   18       -0.14954          222.63923      218.92190         0.72117E+01    0.72117E+01    0
    2   31        13   24       -0.67579           72.27492       68.13970         0.25865E+02    0.25865E+02    0
    2   34        14   26        0.60730           27.79757       30.14452         0.45636E+02    0.45636E+02    0
    2   37        15   28        1.09835           30.64352       40.09024         0.22907E+02    0.22907E+02    0
    3    6         4    5       -0.00056          800.97143      800.96386         0.15870E+01    0.15870E+01    0
    3    9         5    7        0.01761          750.72907      750.89206         0.45876E+01    0.45876E+01    0
    3   12         6    9        0.18465          495.60537      496.83237         0.93891E+01    0.93891E+01    0
    3   15         7   11       -1.56413          287.48335      259.96227         0.67886E+01    0.49890E+01    1
    3   18         8   13        1.16129          191.24499      217.25125         0.49729E+01    0.49389E+01    1
    3   21         9   15       -0.36288          126.98670      126.18759         0.60149E+02    0.60149E+02    0
    3   24        10   17        0.26359          135.74496      150.09282         0.28324E+01    0.28324E+01    0
    3   27        11   19       -0.08904          111.82111      109.59401         0.69374E+01    0.69374E+01    0
    3   29        13   23        0.25818           52.76157       53.69042         0.37928E+02    0.37928E+02    0
    3   32        14   25        0.10014           42.67895       43.15506         0.32717E+02    0.32717E+02    0
    4    7         5    6       -0.03251         1249.15431     1248.66991         0.15839E+01    0.15839E+01    0
    4   10         6    8       -0.52121          647.75745      642.46572         0.40999E+01    0.40999E+01    0
    4   13         7   10        1.06698          231.21573      240.07741         0.82051E+01    0.78474E+01    1
    4   16         8   12       -0.00096          280.50814      280.50136         0.12674E+02    0.12674E+02    0
    4   19         9   14       -0.49501          158.93042      156.80210         0.25637E+02    0.25637E+02    0
    4   22        10   16       -0.80423          124.53747      123.82218         0.32861E+03    0.14869E+03    1
    4   28        12   20       -0.95817           56.70284       55.35572         0.19945E+03    0.12135E+03    1
    4   30        14   24       -1.89672           46.89701       38.68974         0.52480E+02    0.31069E+02    1
    4   33        15   26        1.86873            8.89585       17.00519         0.79666E+02    0.35558E+02    1
    4   36        16   28        0.15202            5.79311       10.27836         0.59029E+01    0.59029E+01    0
    4   45        19   30       -0.85580           31.30040       19.97412         0.27392E+02    0.27392E+02    0
    5    8         6    7        0.10607         1156.66945     1158.28601         0.18912E+01    0.13450E+01    1
    5   14         8   11       -1.87922          315.10691      276.72320         0.59960E+01    0.32319E+01    1
    5   17         9   13       -0.33120          281.59375      279.16042         0.16154E+02    0.11996E+02    1
    5   20        10   15        0.14854          138.25125      139.80540         0.10513E+02    0.10513E+02    0
    5   23        11   17       -1.01475          146.45015       91.83135         0.24352E+01    0.24352E+01    0
    5   26        12   19       -0.00393           57.86669       57.78882         0.76338E+01    0.76338E+01    0
    5   31        15   25        0.32270           51.46442       51.73178         0.16252E+03    0.16252E+03    0
    5   34        16   27       -0.59737           21.56357        9.75018         0.77416E+01    0.77416E+01    0
    5   43        19   29       -0.24576           16.82203       15.84034         0.86299E+02    0.86299E+02    0
    5   46        20   31        1.79373            1.18987       12.32074         0.76566E+02    0.58459E+02    1
    6    9         7    8       -0.08543          924.60568      923.54580         0.18419E+01    0.18419E+01    0
    6   15         9   12        1.45519          373.82954      397.51506         0.86434E+01    0.41314E+01    1
    6   18        10   14        0.61350          226.17044      235.96784         0.55465E+01    0.55465E+01    0
    6   24        12   18       -0.06259          106.79055      105.72105         0.75999E+01    0.75999E+01    0
    6   27        13   20       -0.12548           29.11272       28.61211         0.37629E+02    0.37629E+02    0
    6   29        15   24       -0.46168           50.18542       47.28219         0.18043E+02    0.18043E+02    0
    6   32        16   26       -0.01439           21.98352       21.73313         0.76411E+01    0.76411E+01    0
    6   44        20   30        0.38214           14.04205       15.05985         0.12993E+03    0.12993E+03    0
    6   47        21   32       -0.50303            8.02310        7.09135         0.19685E+03    0.19685E+03    0
    7   16        10   13       -0.82502          486.63311      481.20870         0.11325E+02    0.99093E+01    1
    7   22        12   17       -0.61558          128.71868      103.07455         0.25769E+01    0.25769E+01    0
    7   25        13   19        0.02952           59.22803       59.87024         0.59067E+01    0.59067E+01    0
    7   28        14   21       -0.01194           60.26678       60.19936         0.26100E+02    0.26100E+02    0
    7   30        16   25       -0.46817           76.90393       69.75733         0.73593E+01    0.73593E+01    0
    7   33        17   27       -2.65525           62.55845       48.45253         0.63526E+02    0.24862E+02    1
    7   42        20   29       -1.32876           30.29963       29.59037         0.10000E+04    0.61079E+03    1
    7   45        21   31        0.90935            7.32417        9.47317         0.14547E+03    0.14547E+03    0
    7   48        22   33       -0.44711           31.96319       29.14955         0.57948E+02    0.57948E+02    0
    8   14        10   12        0.54444          548.51870      554.55818         0.45655E+01    0.39222E+01    1
    8   20        12   16        0.04092          126.13550      126.53536         0.86537E+01    0.86537E+01    0
    8   26        14   20       -0.07011           45.27587       44.96335         0.28572E+02    0.28572E+02    0
    8   31        17   26        0.07608           50.09189       50.27313         0.46693E+02    0.46693E+02    0
    8   43        21   30       -1.11267           12.54681        0.00474         0.29103E+02    0.29103E+02    0
    9   18        12   15        0.66848          205.53025      213.72911         0.51577E+01    0.51577E+01    0
    9   21        13   17       -0.27160          129.88750      120.14430         0.23868E+01    0.23868E+01    0
    9   24        14   19       -0.01801           72.43499       72.14282         0.66184E+01    0.66184E+01    0
    9   27        15   21       -0.08822           93.44125       92.44213         0.11198E+02    0.11198E+02    0
    9   29        17   25       -0.04686           76.45693       76.44456         0.49442E+03    0.34484E+03    1
    9   32        18   27       -2.34763          112.73082       51.39350         0.10566E+02    0.42344E+01    1
    9   41        21   29        0.48526            3.05892        6.18071         0.47875E+02    0.47875E+02    0
    9   44        22   31        0.30227           16.59695       17.66084         0.93212E+02    0.93212E+02    0
    9   47        23   33        1.82331           16.13811       30.59895         0.92694E+02    0.43632E+02    1
   10   16        12   14       -0.78142          368.26616      365.01574         0.10710E+02    0.10133E+02    1
   10   19        13   16       -0.17428          179.30015      178.59619         0.15654E+02    0.15654E+02    0
