    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    2    8         4    6       -0.05145          964.69377      963.75531         0.27453E+01    0.27453E+01    0
    2   20         8   14        1.06288          232.57879      261.12165         0.51190E+01    0.51190E+01    0
    2   23         9   16       -2.04723          207.45973      184.91066         0.50695E+02    0.14394E+02    1
    2   26        10   18        1.14773          183.60367      206.27432         0.90756E+01    0.90756E+01    0
    2   31        13   24       -0.56754           76.91855       75.96872         0.94570E+02    0.94570E+02    0
    2   34        14   26        0.64333           28.86627       35.96359         0.15986E+02    0.15986E+02    0
    2   37        15   28        0.66127           31.88617       39.35246         0.17449E+02    0.17449E+02    0
    3    6         4    5        0.07075          813.71198      815.12483         0.10673E+01    0.10673E+01    0
    3    9         5    7       -0.19604          748.63460      746.19465         0.34116E+01    0.34116E+01    0
    3   12         6    9        0.58537          501.09612      505.73276         0.78768E+01    0.78768E+01    0
    3   15         7   11       -2.02919          270.26028      231.63316         0.93160E+01    0.46114E+01    1
    3   18         8   13        1.20483          189.65533      228.33867         0.34449E+01    0.34449E+01    0
    3   21         9   15        0.07766          129.37293      129.57053         0.52060E+02    0.52060E+02    0
    3   24        10   17       -0.12642          139.84290      134.15461         0.34263E+01    0.34263E+01    0
    3   27        11   19       -0.50780          130.08157      113.85556         0.54302E+01    0.54302E+01    0
    3   29        13   23        0.21000           55.32808       55.66750         0.84425E+02    0.84425E+02    0
    3   32        14   25        0.00292           43.32487       43.35713         0.14101E+02    0.14101E+02    0
    4    7         5    6       -0.20307         1236.34761     1231.96488         0.10936E+01    0.10936E+01    0
    4   10         6    8       -0.92797          638.14684      626.35749         0.32764E+01    0.32764E+01    0
    4   13         7   10        1.49357          239.30433      257.76405         0.68713E+01    0.52734E+01    1
    4   16         8   12        0.03116          279.99152      280.19942         0.13390E+02    0.13390E+02    0
    4   19         9   14        0.37931          162.26187      164.59471         0.17923E+02    0.17923E+02    0
    4   22        10   16       -0.32875          128.99627      128.29466         0.61965E+02    0.61965E+02    0
    4   28        12   20        0.12675           57.98857       58.70671         0.30113E+02    0.30113E+02    0
    4   30        14   24       -1.29946           49.55230       46.62833         0.79508E+02    0.59745E+02    1
    4   33        15   26        0.47327           11.15190       11.54234         0.18704E+03    0.18704E+03    0
    4   36        16   28        0.01207            8.14716        8.57275         0.49381E+01    0.49381E+01    0
    4   45        19   30       -1.68360           29.92478       13.28138         0.48664E+02    0.36672E+02    1
    5    8         6    7        0.20637         1147.59265     1151.03296         0.13074E+01    0.12296E+01    1
    5   14         8   11       -1.61040          309.15709      279.62674         0.69540E+01    0.35999E+01    1
    5   17         9   13        0.24772          283.55012      284.76386         0.17988E+02    0.17988E+02    0
    5   20        10   15        1.54643          143.09029      185.82626         0.48115E+01    0.39801E+01    1
    5   23        11   17       -0.31088          147.92398      132.35806         0.26178E+01    0.26178E+01    0
    5   26        12   19        0.51246           63.71135       77.29520         0.57002E+01    0.57002E+01    0
    5   31        15   25       -0.17080           54.33373       54.25590         0.50528E+03    0.29548E+03    1
    5   34        16   27       -0.20902           20.69070       16.55472         0.77371E+01    0.77371E+01    0
    5   43        19   29       -0.31816           15.29887       14.12281         0.93257E+02    0.93257E+02    0
    5   46        20   31        1.32443           -3.09213       14.55367         0.28058E+02    0.27228E+02    1
    6    9         7    8       -0.13915          941.59629      939.13802         0.12935E+01    0.12935E+01    0
    6   15         9   12        0.21690          386.19196      388.59931         0.69827E+01    0.60589E+01    1
    6   18        10   14        0.83822          242.23843      265.19414         0.32343E+01    0.32343E+01    0
    6   24        12   18       -0.02179          102.50603      102.22878         0.10207E+02    0.10207E+02    0
    6   27        13   20        0.88637           37.04418       37.90422         0.15472E+03    0.15472E+03    0
    6   29        15   24       -1.26468           54.55986       46.77489         0.18432E+02    0.18432E+02    0
    6   32        16   26        0.24394           20.19763       25.21789         0.64612E+01    0.64612E+01    0
    6   44        20   30       -1.40031           10.16903        9.50611         0.10000E+04    0.73100E+03    1
    6   47        21   32        0.64120            5.79627        9.32022         0.66344E+02    0.66344E+02    0
    7   16        10   13       -0.31756          487.14571      485.00470         0.96637E+01    0.96637E+01    0
    7   22        12   17       -0.50423          127.67375      108.70727         0.28540E+01    0.28540E+01    0
    7   25        13   19        0.35381           65.93847       75.69983         0.46571E+01    0.46571E+01    0
    7   28        14   21       -0.92607           62.05628       58.92024         0.55885E+02    0.43524E+02    1
    7   30        16   25       -0.08078           80.05693       78.60449         0.62478E+01    0.62478E+01    0
    7   33        17   27       -1.62359           58.46943       48.04797         0.26470E+02    0.20577E+02    1
    7   42        20   29       -0.30172           21.27057       20.57957         0.14236E+03    0.14236E+03    0
    7   45        21   31        1.79603           -1.97952       18.72606         0.41492E+02    0.29820E+02    1
    7   48        22   33       -0.93846           27.89564       11.83030         0.21302E+02    0.21302E+02    0
    8   14        10   12        0.81035          560.71431      572.26895         0.33581E+01    0.30514E+01    1
    8   20        12   16       -0.10848          128.87790      126.72233         0.42557E+01    0.42557E+01    0
    8   26        14   20        0.99608           43.10959       44.57373         0.86652E+02    0.86652E+02    0
    8   31        17   26       -0.11747           48.72039       48.42432         0.44128E+02    0.44128E+02    0
    8   43        21   30       -1.15283            6.91727        3.83905         0.12286E+03    0.12286E+03    0
    9   18        12   15        0.95202          208.29440      227.17112         0.31904E+01    0.31904E+01    0
    9   21        13   17        0.01044          126.72655      127.07477         0.25669E+01    0.25669E+01    0
    9   24        14   19        0.01483           72.16487       72.46211         0.53579E+01    0.53579E+01    0
    9   27        15   21       -2.01183           88.60471       62.77163         0.19426E+02    0.98759E+01    1
    9   29        17   25        0.00961           77.46024       77.46655         0.13870E+03    0.13870E+03    0
    9   32        18   27       -2.06444          116.59027       55.86331         0.75172E+01    0.37610E+01    1
    9   41        21   29        1.33896           -1.61720        7.69268         0.45721E+02    0.44295E+02    1
    9   44        22   31       -0.64275           17.74745        9.23895         0.24784E+02    0.24784E+02    0
    9   47        23   33        1.27837           11.43466       16.20149         0.93782E+02    0.92804E+02    1
   10   16        12   14       -1.12246          373.38830      367.77587         0.84293E+01    0.84293E+01    0
   10   19        13   16       -0.29926          186.51226      184.64000         0.10107E+02    0.10107E+02    0
   10   25        15   20        0.05182           72.18900       72.48572         0.18549E+02    0.18549E+02    0
   10   28        16   22       -0.21453           62.20564       57.24361         0.54346E+01    0.54346E+01    0
