    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    2    8         4    6        0.02162          890.16616      893.27301         0.34847E+00    0.34847E+00    0
    2   20         8   14        0.79704          143.18566      173.57872         0.36050E+01    0.36050E+01    0
    2   23         9   16       -1.42894          144.58940      112.69907         0.16339E+02    0.71039E+01    1
    2   26        10   18       -1.37891          322.33872      103.25560         0.18004E+01    0.11283E+01    1
    2   31        13   24       -0.98098           15.89370       15.24947         0.24686E+03    0.24100E+03    1
    2   34        14   26        1.67877          -30.23221       -5.99232         0.34312E+02    0.12214E+02    1
    2   37        15   28        0.96354            7.09324       31.35187         0.78733E+01    0.78254E+01    1
    3    6         4    5       -0.09707         1411.89623     1404.50189         0.27979E+00    0.27979E+00    0
    3    9         5    7       -0.02053         1010.45255     1009.64401         0.10784E+01    0.10784E+01    0
    3   12         6    9       -0.03060          293.99371      293.53482         0.41600E+01    0.41600E+01    0
    3   15         7   11       -0.05471          -33.00078      -33.95627         0.50266E+01    0.50266E+01    0
    3   18         8   13        1.67215           25.63560       84.29133         0.82167E+01    0.31531E+01    1
    3   21         9   15       -1.07137           27.95856       26.77707         0.21511E+03    0.12011E+03    1
    3   24        10   17       -0.07232            1.41698       -1.15329         0.43381E+01    0.43381E+01    0
    3   27        11   19        0.21936            0.96002        7.42931         0.58835E+01    0.58835E+01    0
    3   29        13   23        0.01743          -13.57557      -13.47957         0.24779E+02    0.24779E+02    0
    3   32        14   25       -0.38732           -4.04947       -4.42117         0.19991E+03    0.16210E+03    1
    4    7         5    6       -0.32968         2387.70910     2372.71564         0.66943E+00    0.51897E+00    1
    4   10         6    8       -0.01116          412.73047      412.62710         0.44937E+01    0.44937E+01    0
    4   13         7   10        0.60800          -68.12323      -55.37752         0.31090E+01    0.31090E+01    0
    4   16         8   12       -0.66902            7.19525       -1.11127         0.71951E+01    0.71951E+01    0
    4   19         9   14       -0.40808            5.90204        0.57916         0.84506E+01    0.84506E+01    0
    4   22        10   16        0.28873          -52.29885      -43.87356         0.45319E+01    0.45319E+01    0
    4   28        12   20        0.90943          -29.48609        2.26246         0.48873E+01    0.48873E+01    0
