    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    2    8         4    6        0.03036          290.81627      291.76784         0.15978E+01    0.15978E+01    0
    2   20         8   14       -1.10527           19.79078        0.99787         0.87838E+01    0.80849E+01    1
    2   23         9   16       -1.30589           -7.13246       -8.47130         0.19850E+03    0.15464E+03    1
    2   26        10   18       -1.74082          129.43270      -41.88585         0.50592E+01    0.18216E+01    1
    2   31        13   24       -0.32492          -13.61248      -21.59678         0.64408E+01    0.64408E+01    0
    2   34        14   26       -1.97763           -8.00571      -10.25461         0.49932E+03    0.15509E+03    1
    2   37        15   28        1.30488            1.39907       17.23015         0.29578E+02    0.16239E+02    1
    3    6         4    5       -0.31271         1087.69133     1076.97142         0.62175E+00    0.62175E+00    0
    3    9         5    7        0.01112          212.82852      213.02313         0.24252E+01    0.24252E+01    0
    3   12         6    9       -0.35678         -237.46758     -240.74837         0.67849E+01    0.67849E+01    0
    3   15         7   11       -1.34366         -266.72986     -297.62654         0.80808E+01    0.38175E+01    1
    3   18         8   13        1.81696         -401.89028     -180.95512         0.30566E+01    0.90960E+00    1
    3   21         9   15       -1.50781         -122.28883     -123.81733         0.47346E+03    0.13066E+03    1
    3   24        10   17        0.12033         -158.56581     -147.31614         0.16491E+01    0.16491E+01    0
    3   27        11   19        1.28608         -178.96680     -113.39852         0.45546E+01    0.34034E+01    1
    3   29        13   23       -1.09699          -36.48263      -43.50838         0.22975E+02    0.21306E+02    1
    3   32        14   25       -0.55994          -28.36975      -37.16131         0.99076E+01    0.99076E+01    0
    4    7         5    6       -0.20563         1831.58250     1822.12433         0.60494E+00    0.51313E+00    1
    4   10         6    8       -0.00109         -209.48562     -209.50549         0.25861E+01    0.22760E+01    1
    4   13         7   10        1.54116         -375.10472     -302.32501         0.45286E+01    0.13801E+01    1
    4   16         8   12        0.53064         -279.80105     -273.58891         0.76311E+01    0.76311E+01    0
    4   19         9   14       -1.25130         -156.96453     -159.47813         0.71177E+02    0.54873E+02    1
    4   22        10   16       -0.92938         -231.86354     -235.75805         0.31559E+02    0.31559E+02    0
    4   28        12   20       -0.29281          -78.45386      -81.42652         0.16806E+02    0.16806E+02    0
    4   30        14   24       -0.82076          -37.24237      -51.69058         0.76369E+01    0.76369E+01    0
    4   33        15   26       -0.63218          -36.15822      -37.11527         0.11039E+03    0.10193E+03    1
    4   36        16   28        0.18427          -24.31259      -13.25361         0.29020E+01    0.29020E+01    0
    4   45        19   30       -0.25211           46.95006       43.08539         0.23649E+02    0.23649E+02    0
    5    8         6    7       -0.24256         1229.87771     1223.84201         0.82376E+00    0.82376E+00    0
    5   14         8   11       -0.43471         -348.86335     -355.46226         0.43486E+01    0.43486E+01    0
    5   17         9   13       -0.62699         -197.50223     -202.74354         0.10543E+02    0.10543E+02    0
    5   20        10   15        1.06409         -250.96957     -235.16807         0.77475E+01    0.74069E+01    1
    5   23        11   17       -0.32653         -128.63270     -155.82909         0.15738E+01    0.15738E+01    0
    5   26        12   19        0.69683         -116.57081      -97.65069         0.55649E+01    0.55649E+01    0
    5   31        15   25        0.01598          -69.64304      -69.49145         0.14191E+02    0.14191E+02    0
    5   34        16   27        0.28694          -43.30190      -38.55399         0.92524E+01    0.92524E+01    0
    5   43        19   29        0.27478           41.30398       42.23395         0.10186E+03    0.10186E+03    0
    5   46        20   31        1.34506           37.92318       63.34214         0.28351E+02    0.19196E+02    1
    6    9         7    8        0.01657         1199.71409     1200.19756         0.78312E+00    0.78312E+00    0
    6   15         9   12        1.11269         -365.26554     -333.53791         0.55586E+01    0.23583E+01    1
    6   18        10   14        0.25353         -288.20680     -281.91162         0.35674E+01    0.35674E+01    0
    6   24        12   18       -0.09096         -111.54528     -113.80671         0.52232E+01    0.52232E+01    0
