    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    2    8         4    6       -0.01322          851.30504      850.87676         0.15453E+01    0.15453E+01    0
    2   20         8   14        1.70016          169.11590      209.56336         0.90539E+01    0.57783E+01    1
    2   23         9   16       -1.51478          176.46127      175.32148         0.70771E+03    0.21070E+03    1
    2   26        10   18        1.19464           80.09664      164.46309         0.25385E+01    0.25385E+01    0
    2   31        13   24       -0.12777           43.63032       42.25501         0.14704E+02    0.14704E+02    0
    2   34        14   26        1.77538           -3.62544       17.88848         0.26238E+02    0.14554E+02    1
    2   37        15   28        0.38149           17.44490       28.61431         0.67290E+01    0.67290E+01    0
    3    6         4    5       -0.20470          968.04066      964.34858         0.11817E+01    0.11817E+01    0
    3    9         5    7        0.01189          625.22188      625.32847         0.47380E+01    0.47380E+01    0
    3   12         6    9        0.05558          286.35608      286.91271         0.62294E+01    0.62294E+01    0
    3   15         7   11       -1.72573          136.15859       80.37360         0.46128E+01    0.27155E+01    1
    3   18         8   13        1.65405          104.40615      120.43635         0.20312E+02    0.11413E+02    1
    3   21         9   15       -0.92259           68.30267       64.73699         0.34272E+02    0.34272E+02    0
    3   24        10   17        0.66955           46.64363       57.80780         0.92462E+01    0.92462E+01    0
    3   27        11   19       -1.41568           81.81911       48.90285         0.87216E+01    0.74626E+01    1
    3   29        13   23        0.33249           10.70218       11.38074         0.66863E+02    0.66863E+02    0
    3   32        14   25       -0.07850           15.81289       15.53402         0.43790E+02    0.43790E+02    0
    4    7         5    6       -0.21979         1431.56778     1425.73148         0.88886E+00    0.88886E+00    0
    4   10         6    8       -0.01448          347.41164      347.26440         0.40922E+01    0.40922E+01    0
    4   13         7   10        1.06452           55.68586       62.57132         0.10076E+02    0.10076E+02    0
    4   16         8   12       -1.46421           94.17412       85.73574         0.24841E+02    0.15501E+02    1
    4   19         9   14        0.38698           84.48678       86.58471         0.20333E+02    0.20333E+02    0
    4   22        10   16       -1.05931           34.01870       32.61780         0.13940E+03    0.99997E+02    1
    4   28        12   20       -0.19720           21.89475       19.15536         0.12282E+02    0.12282E+02    0
    4   30        14   24       -1.42850           10.53417       -2.69068         0.16929E+02    0.14521E+02    1
    4   33        15   26        1.58790          -18.98954       -0.75594         0.17414E+02    0.13438E+02    1
    4   36        16   28        0.27341          -12.74440       -5.42455         0.65053E+01    0.65053E+01    0
    4   45        19   30       -2.07736           30.92556       -9.21707         0.47800E+02    0.18761E+02    1
    5    8         6    7        0.13593         1137.72602     1139.31248         0.20378E+01    0.17563E+01    1
    5   14         8   11       -1.77791          140.45444       85.97140         0.46572E+01    0.21541E+01    1
    5   17         9   13        0.09210          162.65830      163.03693         0.21437E+02    0.21437E+02    0
    5   20        10   15        0.22933           23.21377       24.99821         0.14135E+02    0.14135E+02    0
    5   23        11   17       -1.66560           63.22557       14.09382         0.75716E+01    0.44436E+01    1
    5   26        12   19        0.36535           16.27201       21.21821         0.11161E+02    0.11161E+02    0
    5   31        15   25       -2.08991           17.03332       16.55337         0.10000E+04    0.58632E+03    1
    5   34        16   27        1.33431           -7.67685       -3.42711         0.10171E+03    0.48068E+02    1
    5   43        19   29       -1.17934           10.75491       -5.84743         0.24487E+02    0.24487E+02    0
    5   46        20   31       -1.25276          -10.44451      -11.10606         0.90426E+03    0.68695E+03    1
    6    9         7    8        0.05943          877.24234      877.96871         0.18698E+01    0.18698E+01    0
    6   15         9   12        1.11194          167.75461      174.81325         0.13596E+02    0.10593E+02    1
    6   18        10   14        0.53090           84.82988       89.79844         0.15367E+02    0.94646E+01    1
    6   24        12   18        0.49870           13.68571       39.10115         0.25481E+01    0.25481E+01    0
    6   27        13   20       -0.07652          -26.82494      -28.27282         0.79336E+01    0.79336E+01    0
    6   29        15   24       -1.17911            7.23587       -3.31698         0.12678E+02    0.12678E+02    0
    6   32        16   26        1.62117          -14.98500       -0.83058         0.23320E+02    0.15230E+02    1
    6   44        20   30       -1.32751            5.26625       -1.56889         0.72815E+02    0.67212E+02    1
    6   47        21   32       -0.71457            2.40557       -3.77880         0.42129E+02    0.42129E+02    0
    7   16        10   13       -0.51694          291.33824      288.89022         0.13758E+02    0.13758E+02    0
    7   22        12   17        0.25733           45.72505       49.56838         0.71877E+01    0.71877E+01    0
    7   25        13   19        1.62568          -23.44388       13.61254         0.88375E+01    0.56368E+01    1
    7   28        14   21       -0.14627           10.24005        9.94421         0.11033E+03    0.72869E+02    1
    7   30        16   25        0.74304           28.87682       29.63261         0.16926E+03    0.11044E+03    1
    7   33        17   27       -2.04321           46.69137       42.83093         0.16776E+03    0.69905E+02    1
    7   42        20   29        0.74649           12.19743       19.91743         0.31525E+02    0.31525E+02    0
    7   45        21   31       -1.86067           22.40717       15.00743         0.30343E+03    0.86445E+02    1
    7   48        22   33       -1.17363           24.90694       10.00522         0.28720E+02    0.28720E+02    0
    8   14        10   12        0.17246          183.33648      184.67124         0.68542E+01    0.56216E+01    1
    8   20        12   16       -0.52000           50.75957       48.29052         0.17810E+02    0.17810E+02    0
    8   26        14   20       -0.03220          -25.23221      -25.62455         0.10454E+02    0.10454E+02    0
    8   31        17   26        0.49162           15.92191       18.40180         0.22050E+02    0.22050E+02    0
    8   43        21   30        1.39704           -4.59008        8.02409         0.41423E+02    0.36332E+02    1
    9   18        12   15       -0.47821          107.79609      106.75131         0.29357E+02    0.28954E+02    1
    9   21        13   17       -0.79931           19.34755        6.68640         0.54054E+01    0.54054E+01    0
    9   24        14   19        0.17989          -28.18542      -25.99661         0.88238E+01    0.88238E+01    0
    9   27        15   21       -1.95967           30.91152        8.00474         0.33290E+02    0.10849E+02    1
    9   29        17   25       -0.60876           27.72669       27.41852         0.17986E+03    0.17986E+03    0
    9   32        18   27       -2.38054          109.06541       33.91403         0.11871E+02    0.35045E+01    1
    9   41        21   29        1.35801          -15.40927       17.26302         0.14187E+02    0.12801E+02    1
    9   44        22   31        1.13152           11.16963       12.74107         0.23623E+03    0.23623E+03    0
    9   47        23   33        1.72816           10.41989       16.91715         0.17150E+03    0.92044E+02    1
   10   16        12   14       -0.76904          278.02587      274.16365         0.92276E+01    0.83923E+01    1
   10   19        13   16       -0.79294           73.45202       71.79445         0.30247E+02    0.30247E+02    0
   10   25        15   20        0.01838           12.17686       12.37746         0.97299E+01    0.97299E+01    0
   10   28        16   22       -0.28862           12.88430       10.48742         0.15136E+02    0.15136E+02    0
   10   30        18   26       -2.10901           61.02102        5.29150         0.75626E+01    0.33782E+01    1
   10   33        19   28        0.56992            6.23623       11.88109         0.11156E+02    0.11156E+02    0
   10   42        22   30       -1.87481           18.19184       16.85919         0.83963E+03    0.43938E+03    1
   10   48        24   34       -1.66280           32.50670        9.76923         0.34628E+02    0.25518E+02    1
   11   14        12   13       -0.19819          761.15320      759.82522         0.30677E+01    0.30677E+01    0
   11   17        13   15        0.67275          190.65436      195.83024         0.89569E+01    0.55393E+01    1
   11   20        14   17       -1.82703          156.93949       78.11631         0.40139E+01    0.14914E+01    1
   11   23        15   19       -1.84947           95.48971       42.84718         0.57402E+01    0.30463E+01    1
   11   26        16   21        0.83215           51.93340       52.98161         0.11401E+03    0.84957E+02    1
   11   31        19   27        1.47388           65.18689       71.06157         0.47888E+02    0.22449E+02    1
   11   40        22   29        1.90485            4.80686       33.66657         0.39619E+02    0.19345E+02    1
   11   43        23   31        0.08212           20.38606       20.71519         0.78007E+02    0.78007E+02    0
   11   46        24   33        0.02656           26.47990       26.83889         0.24390E+02    0.24390E+02    0
   12   15        13   14       -0.44167         1479.25289     1474.31541         0.19691E+01    0.19691E+01    0
