    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    2    8         4    6       -0.08103         1002.39063     1001.57237         0.49590E+01    0.49590E+01    0
    2   20         8   14        1.36078          226.59968      246.38844         0.10494E+02    0.94530E+01    1
    2   23         9   16       -1.27666          201.72845      192.41258         0.25083E+02    0.21727E+02    1
    2   26        10   18       -0.43410          215.63580      198.11203         0.44408E+01    0.44408E+01    0
    2   31        13   24       -1.43832           67.55978       54.94897         0.21709E+02    0.18051E+02    1
    2   34        14   26       -0.83392           24.14911       23.75812         0.37616E+03    0.37616E+03    0
    2   37        15   28        0.74064           29.41304       38.79218         0.15558E+02    0.15558E+02    0
    3    6         4    5       -0.05436          881.03934      880.41584         0.18583E+01    0.18583E+01    0
    3    9         5    7        0.02168          745.88582      746.02341         0.66894E+01    0.66894E+01    0
    3   12         6    9       -0.24338          469.75095      467.94945         0.84290E+01    0.84290E+01    0
    3   15         7   11       -0.97570          258.97523      240.59630         0.46601E+01    0.46601E+01    0
    3   18         8   13        1.56430          171.72642      219.53902         0.55437E+01    0.36187E+01    1
    3   21         9   15        1.15379          115.05433      121.32950         0.24354E+02    0.24354E+02    0
    3   24        10   17        0.32737          113.85275      131.18079         0.29127E+01    0.29127E+01    0
    3   27        11   19       -1.03118          100.11756       80.62370         0.91784E+01    0.91784E+01    0
    3   29        13   23       -0.34095           45.55783       43.56626         0.23361E+02    0.23361E+02    0
    3   32        14   25        0.37027           39.09907       40.13537         0.55581E+02    0.55581E+02    0
    4    7         5    6       -0.11629         1316.26816     1314.99793         0.23845E+01    0.21608E+01    1
    4   10         6    8       -0.22003          591.85796      590.37567         0.61788E+01    0.61788E+01    0
    4   13         7   10        0.82449          206.04095      212.24951         0.89161E+01    0.86553E+01    1
    4   16         8   12       -0.16803          249.33606      248.31775         0.14741E+02    0.14741E+02    0
    4   19         9   14       -0.95713          140.03028      137.34592         0.39303E+02    0.39303E+02    0
    4   22        10   16       -0.15118          105.03322      104.61255         0.47526E+02    0.47526E+02    0
    4   28        12   20       -1.43332           49.56962       48.72363         0.67776E+03    0.28907E+03    1
    4   30        14   24       -2.17483           40.46122       26.80474         0.81827E+02    0.21409E+02    1
    4   33        15   26        1.15893            3.33443       10.73681         0.24158E+02    0.24158E+02    0
    4   36        16   28        0.02697            2.42117        3.32582         0.51922E+01    0.51922E+01    0
    4   45        19   30       -1.15058           32.79821       11.54733         0.19628E+02    0.19628E+02    0
    5    8         6    7        0.19545         1176.85553     1179.16862         0.27474E+01    0.17321E+01    1
    5   14         8   11       -1.81486          288.10035      231.03278         0.49683E+01    0.20993E+01    1
    5   17         9   13       -0.25767          257.90571      256.61185         0.23762E+02    0.17551E+02    1
    5   20        10   15        0.40583          115.32073      118.26462         0.15163E+02    0.15163E+02    0
    5   23        11   17       -1.36285          124.61663       47.10876         0.25626E+01    0.23048E+01    1
    5   26        12   19        0.40426           48.75533       52.95203         0.14555E+02    0.14555E+02    0
    5   31        15   25        1.69037           45.07490       49.96151         0.88398E+02    0.46577E+02    1
    5   34        16   27       -0.54209           17.49255        5.09597         0.66948E+01    0.66948E+01    0
    5   43        19   29       -0.76775           16.92738        9.98787         0.38138E+02    0.38138E+02    0
    5   46        20   31        1.63935           -1.45003        8.32020         0.89616E+02    0.60868E+02    1
    6    9         7    8       -0.13911          953.05030      951.85357         0.26563E+01    0.26563E+01    0
    6   15         9   12        1.13274          341.45131      350.92581         0.12031E+02    0.80396E+01    1
    6   18        10   14        0.26846          204.22374      207.17403         0.80600E+01    0.80600E+01    0
    6   24        12   18        0.08267           88.56155       90.73270         0.49445E+01    0.49445E+01    0
    6   27        13   20       -0.40938           17.94534       14.60171         0.18381E+02    0.18381E+02    0
    6   29        15   24       -1.38549           42.92287       32.12258         0.16452E+02    0.14555E+02    1
    6   32        16   26        0.01830           14.96687       15.35100         0.63357E+01    0.63357E+01    0
    6   44        20   30        0.00394           12.98129       13.01777         0.37382E+02    0.37382E+02    0
    6   47        21   32        0.78865            7.78927       10.28066         0.11542E+03    0.11542E+03    0
    7   16        10   13       -1.36360          452.89574      441.35721         0.18998E+02    0.76996E+01    1
    7   22        12   17       -0.51182          102.47669       82.61512         0.27664E+01    0.27664E+01    0
    7   25        13   19        0.09029           42.33738       43.75117         0.82057E+01    0.82057E+01    0
    7   28        14   21        0.09858           50.08347       50.92595         0.17247E+02    0.17247E+02    0
    7   30        16   25       -0.39415           69.46457       62.99335         0.68424E+01    0.68424E+01    0
