    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    2    8         4    6       -0.32212          968.47447      965.26636         0.50280E+01    0.50280E+01    0
    2   20         8   14        0.91016          205.41164      211.19912         0.21619E+02    0.21619E+02    0
    2   23         9   16       -1.51196          193.93601      182.31145         0.26441E+02    0.20621E+02    1
    2   26        10   18       -0.18058          205.47148      198.48615         0.46343E+01    0.46343E+01    0
    2   31        13   24       -0.45189           60.48078       55.95304         0.15796E+02    0.15796E+02    0
    2   34        14   26        0.62161           22.26833       23.74366         0.74308E+02    0.74308E+02    0
    2   37        15   28        0.90228           27.57722       45.20268         0.10086E+02    0.10086E+02    0
    3    6         4    5       -0.20304          882.28329      880.13137         0.20111E+01    0.20111E+01    0
    3    9         5    7        0.01957          737.68612      737.81639         0.63797E+01    0.63797E+01    0
    3   12         6    9        0.06601          434.33279      434.73783         0.10169E+02    0.10169E+02    0
    3   15         7   11       -1.38871          220.82022      204.42428         0.93027E+01    0.74349E+01    1
    3   18         8   13        0.65954          159.21925      176.82807         0.41427E+01    0.41427E+01    0
    3   21         9   15       -0.81764          102.84626       98.84466         0.27065E+02    0.27065E+02    0
    3   24        10   17        0.21397          114.42056      126.56093         0.27172E+01    0.27172E+01    0
    3   27        11   19       -0.55164           99.63799       96.79749         0.34297E+02    0.33697E+02    1
    3   29        13   23       -0.52536           37.14365       33.24026         0.18366E+02    0.18366E+02    0
    3   32        14   25        0.40851           33.55377       35.10746         0.40901E+02    0.40901E+02    0
    4    7         5    6       -0.01955         1379.28507     1379.07429         0.21891E+01    0.21891E+01    0
    4   10         6    8       -0.36526          552.79972      550.26856         0.60068E+01    0.60068E+01    0
    4   13         7   10        0.54259          177.24592      180.53506         0.10752E+02    0.10752E+02    0
    4   16         8   12       -1.32510          213.45996      204.74027         0.15797E+02    0.13576E+02    1
    4   19         9   14       -0.64032          128.25193      126.42430         0.38619E+02    0.38619E+02    0
    4   22        10   16       -0.94499           89.11677       87.41428         0.73404E+02    0.73404E+02    0
    4   28        12   20       -0.27947           46.18023       44.75843         0.33536E+02    0.33536E+02    0
    4   30        14   24       -1.21440           32.54562       24.76457         0.20982E+02    0.20982E+02    0
    4   33        15   26        0.72540           -0.05709        3.73460         0.29520E+02    0.29520E+02    0
    4   36        16   28        0.18136           -1.17012        4.98061         0.51354E+01    0.51354E+01    0
    4   45        19   30       -1.39077           28.83497       17.44554         0.47951E+02    0.44269E+02    1
