    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    2    8         4    6       -0.01455          870.17312      870.00204         0.42581E+01    0.42581E+01    0
    2   20         8   14        1.15788          190.33240      210.51445         0.81209E+01    0.78867E+01    1
    2   23         9   16       -2.18435          176.17960      151.93269         0.80227E+02    0.14283E+02    1
    2   26        10   18        1.13889           86.66192      159.17830         0.28155E+01    0.28155E+01    0
    2   31        13   24       -1.89425           42.59741       24.75163         0.30964E+02    0.16800E+02    1
    2   34        14   26       -0.36174          -11.79340      -11.91220         0.10000E+04    0.53705E+03    1
    2   37        15   28        0.71998           16.69985       30.20472         0.10504E+02    0.10504E+02    0
    3    6         4    5       -0.04293         1040.19654     1039.63917         0.16416E+01    0.16416E+01    0
    3    9         5    7       -0.00835          609.23223      609.16800         0.55206E+01    0.55206E+01    0
    3   12         6    9       -0.12610          270.81694      270.54835         0.29672E+02    0.29293E+02    1
    3   15         7   11       -1.76660          193.25991      161.66036         0.97472E+01    0.49075E+01    1
    3   18         8   13        1.95875           99.51486      166.57429         0.53213E+01    0.32307E+01    1
    3   21         9   15        0.74577           60.19106       69.31676         0.10824E+02    0.10824E+02    0
    3   24        10   17        1.39032           32.73042       85.48634         0.40630E+01    0.40630E+01    0
    3   27        11   19       -1.05345           70.81652       64.15624         0.34221E+02    0.27444E+02    1
    3   29        13   23        0.56017            6.74765        9.04724         0.33240E+02    0.33240E+02    0
    3   32        14   25       -1.28874           12.85715        3.74301         0.23133E+02    0.21996E+02    1
    4    7         5    6       -0.08774         1446.95627     1445.89002         0.19423E+01    0.19423E+01    0
    4   10         6    8       -0.22154          279.69958      278.45490         0.74089E+01    0.74089E+01    0
    4   13         7   10        0.11536           37.78416       38.24524         0.16306E+02    0.16306E+02    0
    4   16         8   12       -0.27047           81.30161       81.06292         0.17528E+03    0.10123E+03    1
    4   19         9   14       -0.57444           72.71097       72.15436         0.12557E+03    0.11376E+03    1
    4   22        10   16       -0.39785           21.86777       20.31091         0.33794E+02    0.33794E+02    0
    4   28        12   20        0.25055           17.54160       21.98271         0.96256E+01    0.96256E+01    0
    4   30        14   24       -1.99726            6.94287       -3.02232         0.99932E+02    0.26944E+02    1
    4   33        15   26        1.06546          -23.52390      -21.06475         0.66854E+02    0.66854E+02    0
    4   36        16   28        0.03682          -15.13494      -13.62563         0.42488E+01    0.42488E+01    0
    4   45        19   30       -2.28948           35.47741       25.76313         0.42451E+03    0.85442E+02    1
    5    8         6    7        0.09929         1149.87642     1150.77572         0.22631E+01    0.22631E+01    0
    5   14         8   11       -0.71817          124.44584      121.39926         0.17569E+02    0.15561E+02    1
    5   17         9   13       -0.21665          152.64205      151.50049         0.16726E+02    0.16726E+02    0
    5   20        10   15        1.17966            8.31241       16.51163         0.16487E+02    0.15825E+02    1
    5   23        11   17       -1.07344           56.37032       11.91528         0.31651E+01    0.31651E+01    0
    5   26        12   19       -0.05482            6.78276        6.48196         0.27536E+02    0.27536E+02    0
    5   31        15   25        0.18204           14.38759       14.64350         0.95777E+02    0.95777E+02    0
    5   34        16   27       -0.59572          -11.06051      -25.74580         0.62104E+01    0.62104E+01    0
    5   43        19   29        0.12475           13.79221       15.30902         0.28351E+02    0.28351E+02    0
    5   46        20   31        1.37665          -10.50305       10.03060         0.26568E+02    0.24321E+02    1
    6    9         7    8       -0.05966          869.00925      868.34638         0.20568E+01    0.20568E+01    0
    6   15         9   12        1.57336          134.77321      158.34045         0.10135E+02    0.44893E+01    1
    6   18        10   14        0.03694           70.34279       70.96175         0.52857E+01    0.52857E+01    0
    6   24        12   18        0.22541           11.51861       20.13224         0.33982E+01    0.33982E+01    0
    6   27        13   20       -0.05849          -38.05514      -39.59325         0.57085E+01    0.57085E+01    0
    6   29        15   24        0.08711            4.37400        5.20884         0.11839E+02    0.11839E+02    0
    6   32        16   26       -0.02255          -19.50651      -20.07099         0.53108E+01    0.53108E+01    0
    6   44        20   30        0.11608            5.75273        7.45931         0.23540E+02    0.23540E+02    0
    6   47        21   32        0.17925            5.06350        5.23596         0.48934E+03    0.37896E+03    1
    7   16        10   13       -0.52240          279.90018      277.96135         0.19872E+02    0.17555E+02    1
    7   22        12   17       -0.01171           39.07890       38.63216         0.28146E+01    0.28146E+01    0
    7   25        13   19        1.43104          -39.02416      -33.16625         0.48060E+02    0.31388E+02    1
    7   28        14   21       -1.20302            6.34466        1.21608         0.34573E+02    0.34573E+02    0
    7   30        16   25       -0.12643           26.21867       23.90039         0.61264E+01    0.61264E+01    0
    7   33        17   27       -2.43156           46.55728        4.48967         0.24029E+02    0.76344E+01    1
    7   42        20   29        1.09280           10.58242       14.99144         0.95707E+02    0.80807E+02    1
    7   45        21   31       -2.32295           32.39806        9.55065         0.13689E+03    0.34954E+02    1
    7   48        22   33       -1.53434           28.72907       13.40153         0.40247E+02    0.36504E+02    1
    8   14        10   12        0.41518          135.99132      138.56199         0.93332E+01    0.70270E+01    1
    8   20        12   16       -0.03473           43.06097       42.81851         0.12112E+02    0.12112E+02    0
    8   26        14   20        0.01985          -29.96373      -29.54954         0.61038E+01    0.61038E+01    0
    8   31        17   26       -1.12125            5.77721        3.28534         0.52539E+02    0.50047E+02    1
    8   43        21   30       -0.26147           -1.79928       -2.12184         0.26592E+03    0.26592E+03    0
    9   18        12   15        1.03212           87.45517      100.06510         0.51777E+01    0.51777E+01    0
    9   21        13   17       -0.07377           21.08182       18.30086         0.22714E+01    0.22714E+01    0
    9   24        14   19        1.28886          -37.05252      -29.34666         0.19474E+02    0.17957E+02    1
    9   27        15   21       -1.68682           54.74387       40.39219         0.19359E+02    0.14905E+02    1
    9   29        17   25       -0.01066           24.43349       24.40419         0.33116E+02    0.33116E+02    0
    9   32        18   27       -2.46342           92.40520       19.74016         0.12057E+02    0.37506E+01    1
    9   41        21   29        0.60735          -12.62924        2.76539         0.12151E+02    0.12151E+02    0
    9   44        22   31       -0.51452           13.49278        9.81918         0.45950E+02    0.45950E+02    0
    9   47        23   33        1.79006           12.58012       27.00109         0.81159E+02    0.42955E+02    1
   10   16        12   14       -1.13888          263.08628      254.86060         0.97663E+01    0.58355E+01    1
   10   19        13   16       -0.41388           53.66645       53.37726         0.19832E+03    0.90492E+02    1
   10   25        15   20        0.65066           13.21247       26.28621         0.52864E+01    0.52864E+01    0
   10   28        16   22       -0.07954           20.93048       18.80206         0.46975E+01    0.46975E+01    0
   10   30        18   26       -2.22382           46.14337       -3.49915         0.95336E+01    0.39989E+01    1
   10   33        19   28       -0.03389            3.45994        3.27155         0.19879E+02    0.19879E+02    0
   10   42        22   30       -1.51409           18.82388        7.01968         0.48408E+02    0.40061E+02    1
   10   48        24   34       -2.25951           33.17965       10.89887         0.69101E+02    0.35386E+02    1
   11   14        12   13        0.09496          758.50103      759.15325         0.34856E+01    0.29926E+01    1
   11   17        13   15        0.37452          161.49930      163.72462         0.10041E+02    0.71725E+01    1
   11   20        14   17       -1.51259          163.64612      109.17187         0.20487E+01    0.17867E+01    1
   11   23        15   19       -2.53585          105.41038       85.05953         0.35727E+02    0.10804E+02    1
   11   26        16   21        0.05313           67.41117       68.45226         0.54609E+01    0.54609E+01    0
   11   31        19   27        2.20646           60.90800       77.68108         0.28086E+02    0.11771E+02    1
   11   40        22   29        1.68923            6.21771       17.80762         0.49585E+02    0.42719E+02    1
   11   43        23   31        1.28996           21.09649       22.55430         0.33278E+03    0.27666E+03    1
   11   46        24   33       -0.12375           29.55960       27.89017         0.24434E+02    0.24434E+02    0
   12   15        13   14       -0.78718         1370.75185     1355.12886         0.20398E+01    0.11091E+01    1
   12   18        14   16       -0.40928          139.08192      133.53670         0.31612E+01    0.31612E+01    0
   12   24        16   20       -0.00642           56.70136       56.50442         0.28349E+01    0.28349E+01    0
   12   27        17   22        0.06543           45.41994       45.88136         0.14998E+02    0.14998E+02    0
   12   29        19   26        0.00994            7.28416        7.36424         0.84245E+01    0.84245E+01    0
   12   32        20   28        0.63661           21.88772       24.26111         0.23944E+02    0.23944E+02    0
   12   41        23   30        0.08364           20.38615       22.80758         0.10219E+02    0.10219E+02    0
   12   44        24   32       -1.87763           33.63896       24.99948         0.12974E+03    0.68260E+02    1
   12   47        25   34        0.18488           10.98853       15.81947         0.12686E+02    0.12686E+02    0
   12   50        26   36       -1.15091           28.01027       17.14839         0.37132E+02    0.37132E+02    0
   13   16        14   15       -0.33204          358.90453      356.81278         0.37555E+01    0.34048E+01    1
   13   19        15   17        0.69707          341.08521      355.66874         0.20537E+01    0.20537E+01    0
   13   22        16   19        0.55798           55.64072       65.76185         0.36551E+01    0.36551E+01    0
   13   25        17   21       -2.63159          115.95073       86.45037         0.25422E+02    0.76214E+01    1
   13   30        20   27       -0.42550          103.49270      103.04751         0.89792E+02    0.64277E+02    1
   13   39        23   29       -2.37102           39.08047       29.63336         0.15192E+03    0.69594E+02    1
   13   42        24   31       -1.76123           42.99560       26.07112         0.48714E+02    0.30881E+02    1
   13   45        25   33       -1.95508           51.28212       27.44377         0.48780E+02    0.25584E+02    1
   14   17        15   16        0.51062          357.58268      364.01048         0.22060E+01    0.16931E+01    1
   14   23        17   20        0.28738           69.71165       74.41359         0.39706E+01    0.39706E+01    0
   14   31        21   28       -0.39276           52.86144       48.64775         0.63051E+01    0.63051E+01    0
   14   40        24   30       -0.67860           39.05212       25.50126         0.14025E+02    0.14025E+02    0
   14   43        25   32        0.20094            8.47007       14.20527         0.10428E+02    0.10428E+02    0
   14   46        26   34        0.01665           28.19958       28.97673         0.67499E+01    0.67499E+01    0
   14   52        28   38        1.13466          -42.28004       -5.84828         0.10835E+02    0.10835E+02    0
   15   18        16   17        0.04976          943.05363      944.40205         0.81542E+00    0.81542E+00    0
   15   21        17   19       -0.24264           24.31203       21.65362         0.40011E+01    0.40011E+01    0
   15   24        18   21        0.62180           62.98574       69.92502         0.61957E+01    0.58215E+01    1
   15   27        19   23       -0.02631           -9.18096       -9.56947         0.57193E+01    0.57193E+01    0
   15   29        21   27       -1.08806          159.90292      149.96991         0.52485E+01    0.49632E+01    1
   15   38        24   29       -0.69962           40.15723       10.29020         0.61549E+01    0.61549E+01    0
   15   41        25   31        0.05621            2.96935        5.67431         0.57890E+01    0.57890E+01    0
   15   50        28   37        0.12601          -20.22722      -13.39026         0.60948E+01    0.60948E+01    0
   16   19        17   18       -0.17938          431.00535      428.55422         0.15366E+01    0.15366E+01    0
   16   25        19   22       -0.00758           71.72782       71.68264         0.10540E+02    0.10540E+02    0
   16   28        20   24        1.78531           -4.23837       11.87811         0.15331E+02    0.93382E+01    1
   16   30        22   28       -0.65926           51.85538       49.22931         0.11226E+02    0.11226E+02    0
   16   39        25   30        0.47060            5.27473        6.80873         0.80935E+02    0.80935E+02    0
   16   45        27   34        0.59666            4.28102       13.56362         0.19117E+02    0.19117E+02    0
   16   48        28   36       -1.15541           -2.80432       -7.56001         0.77985E+02    0.76087E+02    1
   17   20        18   19       -0.38051          893.89354      888.51849         0.15919E+01    0.15919E+01    0
   17   23        19   21        0.22687          300.49502      301.66533         0.85926E+01    0.83284E+01    1
   17   26        20   23        0.07755          135.01999      135.24466         0.25350E+02    0.22233E+02    1
   17   37        25   29        0.15495           -2.67376        0.32306         0.12867E+02    0.12867E+02    0
   18   21        19   20        0.08491          688.90055      690.39367         0.12039E+01    0.12039E+01    0
   18   24        20   22        0.01473          399.24183      399.37762         0.46378E+01    0.46378E+01    0
   19   22        20   21       -0.01904          601.89524      601.74327         0.28372E+01    0.28372E+01    0
   19   25        21   23        0.20449           95.77102       96.63568         0.10181E+02    0.10181E+02    0
   19   28        22   25       -0.33075          -11.93938      -12.37878         0.53983E+02    0.49213E+02    1
   19   42        28   33        1.62843            3.71853       16.82876         0.47205E+02    0.33058E+02    1
   20   23        21   22        0.01029          646.45687      646.54698         0.24120E+01    0.24120E+01    0
   20   26        22   24       -0.32083          195.10605      192.82846         0.61354E+01    0.61354E+01    0
   20   37        27   30        1.91118          -43.66910       -4.49450         0.20999E+02    0.11941E+02    1
   20   40        28   32        1.60759            4.92128       23.32749         0.30891E+02    0.22009E+02    1
   21   24        22   23       -0.14930          954.29664      952.80923         0.22563E+01    0.22563E+01    0
   21   27        23   25       -0.04272          217.50630      217.30882         0.93873E+01    0.93873E+01    0
   21   38        28   31        1.53588          -12.87613        0.67000         0.44322E+02    0.27472E+02    1
   22   25        23   24        0.01163          513.40103      513.49539         0.25502E+01    0.25502E+01    0
   22   28        24   26       -0.05212          231.80419      231.54439         0.84255E+01    0.84255E+01    0
   22   36        28   30        0.17376          -37.03049      -35.28158         0.24791E+02    0.24791E+02    0
   22   51        29   40       -1.71821            6.46574        0.33224         0.68598E+02    0.43581E+02    1
   23   26        24   25       -0.11785         1447.84215     1446.39720         0.18189E+01    0.18189E+01    0
   23   34        28   29       -0.38141           -4.79956       -6.29998         0.77867E+02    0.77867E+02    0
   23   49        29   39        0.05053            1.05133        1.76586         0.95057E+01    0.95057E+01    0
   23   52        30   41       -1.40131           19.44452       17.00572         0.16137E+03    0.88409E+02    1
   24   27        25   26       -0.04808          377.89504      377.46839         0.22881E+01    0.22881E+01    0
   24   47        29   38        1.70784           -9.98876        7.17110         0.18971E+02    0.11194E+02    1
   24   50        30   40       -0.89870            2.36879       -0.44908         0.42209E+02    0.42209E+02    0
   25   28        26   27       -0.10900         1206.06776     1205.11210         0.24469E+01    0.24469E+01    0
   25   45        29   37        0.00292            9.65462        9.67690         0.11957E+02    0.11957E+02    0
   25   48        30   39        0.04807           14.86207       15.46490         0.88607E+01    0.88607E+01    0
   25   51        31   41       -0.08573           21.83827       21.77401         0.17632E+03    0.17632E+03    0
   26   43        29   36       -1.55363            3.99288       -4.24630         0.15462E+02    0.12880E+02    1
   26   46        30   38       -0.33143           -1.34959       -1.94462         0.49469E+02    0.49469E+02    0
   26   49        31   40        2.08269          -18.54531      -10.46024         0.44515E+02    0.28437E+02    1
   27   44        30   37        0.00400           88.90981       88.93448         0.10867E+02    0.10867E+02    0
   27   47        31   39        1.12998           48.56141       64.97068         0.61017E+01    0.61017E+01    0
   28   39        29   34        0.09739           51.17552       51.62183         0.48724E+01    0.48724E+01    0
   28   42        30   36        1.53708           48.67623       53.54813         0.18621E+02    0.14062E+02    1
