    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    2    8         4    6       -0.07743          902.31224      901.38621         0.41872E+01    0.41872E+01    0
    2   20         8   14       -0.02570          179.94433      179.51224         0.81754E+01    0.81754E+01    0
    2   23         9   16       -1.52843          187.95644      136.75909         0.20299E+02    0.47331E+01    1
    2   26        10   18       -1.40515          243.28837      157.49199         0.49891E+01    0.29360E+01    1
    2   31        13   24       -1.31279           57.36019       36.46179         0.12242E+02    0.99422E+01    1
    2   34        14   26        0.02432           11.33615       11.57323         0.18091E+02    0.18091E+02    0
    2   37        15   28        0.04169           26.25180       28.08769         0.44736E+01    0.44736E+01    0
    3    6         4    5       -0.06210          727.20939      726.24001         0.13655E+01    0.13655E+01    0
    3    9         5    7       -0.09036          775.28814      774.98566         0.12685E+02    0.12685E+02    0
    3   12         6    9       -0.89562          376.69761      375.82366         0.86716E+02    0.63938E+02    1
    3   15         7   11       -0.39366          159.24681      156.29144         0.15418E+02    0.11692E+02    1
    3   18         8   13        0.18746          126.73411      143.37856         0.12457E+01    0.12457E+01    0
    3   21         9   15       -0.41767           87.85658       84.39608         0.15987E+02    0.15987E+02    0
    3   24        10   17        0.46108           88.65835       97.88926         0.77008E+01    0.77008E+01    0
    3   27        11   19       -1.26871           87.53115       58.36721         0.11231E+02    0.75483E+01    1
    3   29        13   23       -0.47530           33.00665       26.62642         0.10165E+02    0.10165E+02    0
    3   32        14   25       -0.39078           28.67228       19.62858         0.67216E+01    0.67216E+01    0
    4    7         5    6       -1.54697         2848.85332     1459.03836         0.48343E-01    0.26271E-01    1
    4   10         6    8       -0.44926          523.00018      518.89944         0.52519E+01    0.45603E+01    1
    4   13         7   10        1.50705          152.03758      176.41789         0.12184E+02    0.40288E+01    1
    4   16         8   12        0.27952          174.57456      176.31304         0.14364E+02    0.14364E+02    0
    4   19         9   14       -1.75410          112.27934       95.15507         0.36100E+02    0.11291E+02    1
    4   22        10   16       -0.32676           77.10556       72.30014         0.93341E+01    0.89923E+01    1
    4   28        12   20       -0.66987           40.92663       30.64293         0.11114E+02    0.11114E+02    0
    4   30        14   24       -1.47577           29.00777       14.93626         0.52707E+02    0.14099E+02    1
    4   33        15   26        1.00254           -8.13287       -4.77500         0.46070E+02    0.46070E+02    0
    4   36        16   28        0.14092           -3.81061        2.47049         0.39073E+01    0.39073E+01    0
    4   45        19   30       -1.48066           29.07199       10.63935         0.58582E+02    0.29121E+02    1
    5    8         6    7        0.25471         1131.67190     1134.56982         0.21244E+01    0.18017E+01    1
    5   14         8   11        0.06753          190.92662      191.26404         0.13212E+02    0.13212E+02    0
    5   17         9   13        0.09796          189.85742      190.07008         0.44728E+02    0.40599E+02    1
    5   20        10   15        1.26933           63.11595       81.28264         0.91495E+01    0.76852E+01    1
    5   23        11   17       -0.99742           88.19230       41.06518         0.27742E+01    0.27742E+01    0
    5   26        12   19       -0.53896           28.14631       27.86152         0.28595E+03    0.28595E+03    0
    5   31        15   25       -1.83268           29.11085       19.98064         0.12859E+03    0.27027E+02    1
