    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    2    8         4    6       -0.00085          969.34742      969.33449         0.32957E+01    0.32957E+01    0
    2   20         8   14        0.29018          231.45578      239.24871         0.51188E+01    0.51188E+01    0
    2   23         9   16       -1.50302          205.79294      185.67143         0.16028E+02    0.11843E+02    1
    2   26        10   18        1.09673          159.69661      190.82252         0.63166E+01    0.63166E+01    0
    2   31        13   24       -0.04111           75.44893       75.17462         0.23722E+02    0.23722E+02    0
    2   34        14   26        1.10232           28.10344       35.62723         0.25839E+02    0.25839E+02    0
    2   37        15   28        0.31918           31.47853       37.89767         0.97963E+01    0.97963E+01    0
    3    6         4    5        0.03367          812.45853      812.96725         0.14105E+01    0.14105E+01    0
    3    9         5    7        0.04997          750.29311      750.77855         0.43707E+01    0.43707E+01    0
    3   12         6    9        0.02319          494.86475      495.00020         0.10680E+02    0.10680E+02    0
    3   15         7   11       -1.28684          269.23286      257.75260         0.11572E+02    0.98395E+01    1
    3   18         8   13        0.88749          187.84094      220.63514         0.29932E+01    0.29932E+01    0
    3   21         9   15       -0.19072          127.82858      127.51793         0.10723E+03    0.81317E+02    1
    3   24        10   17       -0.12895          142.72317      137.31472         0.36760E+01    0.36760E+01    0
    3   27        11   19       -1.11590          132.25854      105.14966         0.71424E+01    0.71424E+01    0
    3   29        13   23        0.05251           52.19938       52.30751         0.66264E+02    0.66264E+02    0
    3   32        14   25        0.09217           41.93554       42.77508         0.17077E+02    0.17077E+02    0
    4    7         5    6       -0.14776         1243.60054     1241.09537         0.13921E+01    0.13921E+01    0
    4   10         6    8       -0.52702          641.07763      635.87636         0.42177E+01    0.42177E+01    0
    4   13         7   10        1.25851          232.82829      245.67652         0.87977E+01    0.63841E+01    1
    4   16         8   12        0.38845          277.99378      279.88680         0.18332E+02    0.18332E+02    0
    4   19         9   14       -1.21082          160.53692      155.31200         0.27092E+02    0.25544E+02    1
    4   22        10   16       -0.46584          126.33117      125.95371         0.27324E+03    0.16321E+03    1
    4   28        12   20       -0.01608           56.64233       56.60667         0.76903E+02    0.76903E+02    0
    4   30        14   24       -0.78105           47.72243       46.93138         0.18023E+03    0.13274E+03    1
    4   33        15   26        0.59618           10.29496       10.67971         0.25776E+03    0.23909E+03    1
    4   36        16   28        0.06688            7.73804       10.13732         0.48546E+01    0.48546E+01    0
    4   45        19   30       -1.74208           32.56908       -0.46390         0.27224E+02    0.19119E+02    1
    5    8         6    7        0.18235         1150.55994     1153.51810         0.16635E+01    0.12635E+01    1
    5   14         8   11       -1.42916          310.44562      294.24842         0.81669E+01    0.58246E+01    1
    5   17         9   13        0.56732          282.76166      285.12073         0.24431E+02    0.21195E+02    1
    5   20        10   15        1.39930          140.40318      174.39311         0.51078E+01    0.45281E+01    1
    5   23        11   17       -0.60211          147.70178      115.80246         0.24741E+01    0.24741E+01    0
    5   26        12   19        0.34118           63.10781       70.27694         0.71908E+01    0.71908E+01    0
    5   31        15   25        0.30461           52.94612       53.05822         0.72710E+03    0.36588E+03    1
    5   34        16   27       -0.33807           19.04848       13.40300         0.91678E+01    0.91678E+01    0
