602
15	2	5	3	4	466.4466	0.534776114771624
16	2	8	4	6	208.1579	0.232328246974866
17	2	11	5	8	114.505	0.0786488175239947
18	2	14	6	10	71.96982	0.0610606282801017
19	2	17	7	12	56.88157	0.0189068762585757
20	2	20	8	14	36.21418	0.112854611582224
21	2	23	9	16	25.50738	0.0579380018334613
22	2	26	10	18	21.05344	0.205750850725427
25	2	31	13	24	13.92502	0.0366831434441075
26	2	34	14	26	11.84239	0.0544744872024831
27	2	37	15	28	10.47975	0.089263749087389
30	3	6	4	5	457.9095	0.615001470036055
31	3	9	5	7	178.3667	0.1662099968088
32	3	12	6	9	105.2918	0.0626472564584219
33	3	15	7	11	76.9061	0.0987071061927365
34	3	18	8	13	50.88976	0.320180634090137
35	3	21	9	15	32.23651	0.0229182275886823
36	3	24	10	17	25.91682	0.329789276793907
37	3	27	11	19	19.59455	0.112888527931743
39	3	29	13	23	16.45088	0.0121163247831112
40	3	32	14	25	14.12221	0.0675042062177068
41	3	35	15	27	12.26526	0.038251379327909
44	3	44	18	29	6.301005	0.0986389372196248
45	4	7	5	6	448.7586	0.544777784161212
46	4	10	6	8	180.9541	0.162030447665024
47	4	13	7	10	99.8437	0.0833405315474124
48	4	16	8	12	75.4853	0.0340011997676475
49	4	19	9	14	43.06274	0.0525794135078773
50	4	22	10	16	31.82059	0.0437882658166244
51	4	25	11	18	23.12162	0.211468247652909
52	4	28	12	20	16.66436	0.013068645653614
54	4	30	14	24	16.67875	0.00444333002797946
55	4	33	15	26	13.90523	0.00292452490691852
56	4	36	16	28	11.98361	0.176718004649128
59	4	45	19	30	5.79453	0.0453844979201805
60	5	8	6	7	389.3107	0.43916010255677
61	5	11	7	9	189.3354	0.149133149827782
62	5	14	8	11	96.82013	0.109860319811333
63	5	17	9	13	61.76263	0.0216356874016893
64	5	20	10	15	39.62319	0.113771219264586
65	5	23	11	17	28.67331	0.497173894862576
66	5	26	12	19	19.53572	0.0863311602653427
69	5	31	15	25	17.2655	0.0161460717989595
70	5	34	16	27	13.54175	0.0903373934963809
73	5	43	19	29	6.106462	4.40380721748734e-06
74	5	46	20	31	5.491806	0.0362947592157321
75	6	9	7	8	381.4067	0.453164879423174
76	6	12	8	10	143.6723	0.154126151444299
77	6	15	9	12	97.41744	0.0802419136328139
78	6	18	10	14	56.11019	0.300756905395171
79	6	21	11	16	35.62199	0.0550469254176352
80	6	24	12	18	23.87295	0.154640908079771
81	6	27	13	20	18.992	0.0318075590979884
