    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    2    8         4    6       -0.03763          647.73369      646.82192         0.20668E+01    0.20668E+01    0
    2   20         8   14        2.29675          107.50887      144.66599         0.41693E+02    0.84971E+01    1
    2   23         9   16       -1.51477          148.28080      140.91996         0.92806E+02    0.32626E+02    1
    2   26        10   18       -0.94114          187.08634      146.70954         0.41785E+01    0.41785E+01    0
    2   31        13   24       -0.34411           46.18845       42.62103         0.15267E+02    0.15267E+02    0
    2   34        14   26        2.09899           -3.20127       17.00978         0.46266E+02    0.18316E+02    1
    2   37        15   28        1.35333           21.74868       42.85171         0.13650E+02    0.12635E+02    1
    3    6         4    5       -0.15922          493.14180      489.77621         0.10083E+01    0.10083E+01    0
    3    9         5    7        0.16535          446.79514      448.77826         0.35405E+01    0.35405E+01    0
    3   12         6    9       -0.44731          175.16291      172.89282         0.12294E+02    0.12294E+02    0
    3   15         7   11       -0.91364          -38.21027      -52.29569         0.56939E+01    0.56939E+01    0
    3   18         8   13        1.56076           30.80672       49.25245         0.14855E+02    0.93586E+01    1
    3   21         9   15        0.37798           32.59098       34.37457         0.28070E+02    0.28070E+02    0
    3   24        10   17        0.82866           16.84186       46.83098         0.42601E+01    0.42601E+01    0
    3   27        11   19       -0.14288           49.12895       48.14153         0.25108E+02    0.25108E+02    0
    3   29        13   23       -0.49491           12.45647       10.63419         0.37060E+02    0.37060E+02    0
    3   32        14   25       -0.45162            9.86582        8.28998         0.44582E+02    0.44582E+02    0
    4    7         5    6       -0.29074          906.70413      900.03091         0.10283E+01    0.10283E+01    0
    4   10         6    8        0.55345          111.67693      118.69779         0.32813E+01    0.32813E+01    0
    4   13         7   10        1.25414          -82.20510      -68.24260         0.66665E+01    0.58542E+01    1
    4   16         8   12       -0.60162          -32.40067      -33.27313         0.74287E+02    0.61603E+02    1
    4   19         9   14       -0.48905           32.70097       30.25367         0.22027E+02    0.22027E+02    0
    4   22        10   16       -1.37204            3.85740        3.41378         0.93582E+03    0.40901E+03    1
    4   28        12   20       -0.99361           24.11958       21.50487         0.87044E+02    0.64836E+02    1
    4   30        14   24       -1.48656            8.37006       -4.87312         0.21684E+02    0.15091E+02    1
    4   33        15   26        2.92231          -21.21981      -13.31166         0.41410E+03    0.57020E+02    1
    4   36        16   28        0.39637          -13.38634        1.10936         0.47622E+01    0.47622E+01    0
    4   45        19   30       -2.12401           40.24885       18.82727         0.14248E+03    0.35946E+02    1
    5    8         6    7        0.12598          744.87676      746.55662         0.15373E+01    0.15373E+01    0
    5   14         8   11       -1.92470          -17.82350      -74.83689         0.68232E+01    0.22285E+01    1
    5   17         9   13       -0.97666           81.54996       74.06194         0.11495E+02    0.11495E+02    0
    5   20        10   15        1.88765           -5.92368        8.21181         0.59534E+02    0.14688E+02    1
    5   23        11   17       -1.28982           47.93386       10.39607         0.45039E+01    0.45039E+01    0
    5   26        12   19        1.86503           13.26035       28.91362         0.40259E+02    0.18003E+02    1
    5   31        15   25       -1.05439           11.87230        9.95766         0.18461E+03    0.74150E+02    1
    5   34        16   27        0.14382           -7.76722       -4.63473         0.70289E+01    0.70289E+01    0
    5   43        19   29       -0.17548           18.48632       17.10020         0.43641E+02    0.43641E+02    0
    5   46        20   31        1.29950            1.38206       16.91399         0.30475E+02    0.30351E+02    1
    6    9         7    8       -0.07998          446.51520      445.07419         0.12684E+01    0.12684E+01    0
    6   15         9   12        1.33188           53.45854       66.99346         0.12528E+02    0.66172E+01    1
    6   18        10   14        1.26622           62.40923       75.98429         0.16103E+02    0.82620E+01    1
    6   24        12   18        0.84692           11.00017       37.72067         0.41159E+01    0.41159E+01    0
    6   27        13   20       -0.71953          -20.75490      -21.91417         0.93177E+02    0.93177E+02    0
    6   29        15   24       -1.06683            7.16414       -3.35592         0.11506E+02    0.11506E+02    0
    6   32        16   26        0.40030          -10.37390       -2.14176         0.64659E+01    0.64659E+01    0
    6   44        20   30        0.60608           19.62324       21.56171         0.10820E+03    0.10820E+03    0
    6   47        21   32        0.94511           17.67693       23.69857         0.57228E+02    0.57228E+02    0
    7   16        10   13       -0.72800          212.74636      205.35266         0.69525E+01    0.64150E+01    1
    7   22        12   17        0.15408           52.36485       56.47216         0.40272E+01    0.40272E+01    0
    7   25        13   19        1.90723          -21.19571        9.93013         0.22684E+02    0.78730E+01    1
    7   28        14   21       -0.18243            5.26828        4.51081         0.37060E+02    0.35497E+02    1
    7   30        16   25        0.32214           24.74483       30.74602         0.60303E+01    0.60303E+01    0
    7   33        17   27       -2.33792           46.86815       32.37578         0.48416E+02    0.21307E+02    1
    7   42        20   29       -0.30935           37.65438       36.58534         0.94342E+02    0.94342E+02    0
    7   45        21   31       -1.87848           45.60425       26.15275         0.59000E+02    0.33200E+02    1
    7   48        22   33        0.24154           28.74280       33.65020         0.17948E+02    0.17948E+02    0
    8   14        10   12        0.06865           25.02877       25.62529         0.52748E+01    0.50075E+01    1
    8   20        12   16       -1.18882           65.87565       62.43735         0.48027E+02    0.29239E+02    1
    8   26        14   20        0.47805          -26.01091      -25.09212         0.66271E+02    0.66271E+02    0
    8   31        17   26       -0.17038           19.43380       19.09668         0.56214E+02    0.56214E+02    0
    8   43        21   30        0.35902           15.57967       16.31662         0.15982E+03    0.15982E+03    0
    9   18        12   15       -0.04318          138.23283      138.00099         0.11782E+02    0.11782E+02    0
    9   21        13   17       -0.10466           -6.10181       -8.57950         0.36167E+01    0.36167E+01    0
    9   24        14   19        0.02232          -42.70548      -42.56629         0.17215E+02    0.17215E+02    0
    9   27        15   21       -0.90275          -10.10774      -13.21227         0.39567E+02    0.36875E+02    1
    9   29        17   25        1.60136           14.51810       21.57677         0.24656E+02    0.20656E+02    1
    9   32        18   27       -1.42991           68.53570       39.89944         0.56654E+01    0.55243E+01    1
    9   41        21   29        1.70860            4.99045       20.45651         0.62161E+02    0.34025E+02    1
    9   44        22   31        0.47265           11.03092       18.28824         0.21367E+02    0.21367E+02    0
    9   47        23   33        1.32112           18.40707       35.63074         0.27558E+02    0.26544E+02    1
   10   16        12   14       -0.61695          248.87323      245.36404         0.74099E+01    0.74099E+01    0
   10   19        13   16        0.28086           44.09556       44.79981         0.25216E+02    0.25216E+02    0
   10   25        15   20        0.73520          -17.65007      -15.94085         0.45689E+02    0.45689E+02    0
   10   28        16   22       -0.01148           -3.05076       -3.38278         0.43451E+01    0.43451E+01    0
   10   30        18   26       -1.75112           47.46504       15.83082         0.63923E+01    0.49414E+01    1
   10   33        19   28        0.20974            9.57310       10.61613         0.22220E+02    0.22220E+02    0
   10   42        22   30        0.02991           18.45252       18.86330         0.22739E+02    0.22739E+02    0
   10   48        24   34       -2.05044           36.20199       27.19664         0.13257E+03    0.79451E+02    1
   11   14        12   13        0.18402          522.30555      524.17961         0.20184E+01    0.20184E+01    0
   11   17        13   15        0.89352          117.28963      124.61091         0.66123E+01    0.52013E+01    1
   11   20        14   17       -1.72308           84.79981        9.96152         0.32393E+01    0.14815E+01    1
   11   23        15   19       -1.82057           13.58297      -16.43791         0.86804E+01    0.52583E+01    1
   11   26        16   21        0.43984           12.98378       21.45594         0.55559E+01    0.55559E+01    0
   11   31        19   27        1.78724           67.22128       80.38174         0.41228E+02    0.12152E+02    1
   11   40        22   29        1.68161            7.39105       28.80294         0.37674E+02    0.23019E+02    1
   11   43        23   31        0.57980           20.15814       25.99280         0.31069E+02    0.31069E+02    0
