    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    2    8         4    6        0.33337          518.89101      528.68854         0.19075E+01    0.17039E+01    1
    2   20         8   14       -1.52421          257.91009      215.25417         0.25414E+02    0.49121E+01    1
    2   23         9   16       -1.03540          194.90953      174.75372         0.10682E+02    0.81443E+01    1
    2   26        10   18        1.47358           32.94924       95.39677         0.68509E+01    0.42302E+01    1
    2   31        13   24       -1.04557           22.72080       20.04444         0.68291E+02    0.61832E+02    1
    2   34        14   26       -2.12519            3.64046        0.94505         0.45152E+03    0.13905E+03    1
    2   37        15   28       -0.85786           16.44163       15.48468         0.47131E+03    0.17662E+03    1
    3    6         4    5       -0.46903         1035.80512     1007.28387         0.37425E+00    0.35051E+00    1
    3    9         5    7       -0.71537         1104.86907     1077.95178         0.14635E+01    0.11285E+01    1
    3   12         6    9        0.09385          270.36285      290.47030         0.29121E+00    0.29121E+00    0
    3   15         7   11       -0.18776          -66.58230     -102.99551         0.45264E+00    0.45264E+00    0
    3   18         8   13        1.33438           24.87243       34.51948         0.27314E+02    0.15299E+02    1
    3   21         9   15       -0.55238           -0.17191       -2.26604         0.34939E+02    0.34939E+02    0
    3   24        10   17       -1.03362            3.80965      -24.88262         0.60640E+01    0.55540E+01    1
    3   27        11   19       -1.08438           32.70543       -1.06572         0.63819E+01    0.55715E+01    1
    3   29        13   23       -0.39595          -22.25139      -29.50611         0.74474E+01    0.74474E+01    0
    3   32        14   25       -0.00609          -15.05552      -15.23277         0.53478E+01    0.53478E+01    0
    4    7         5    6        0.17596         2426.54007     2439.44176         0.52699E+00    0.32190E+00    1
    4   10         6    8       -0.31164          334.07970      331.70115         0.65996E+01    0.54539E+01    1
    4   13         7   10        0.23385          -59.60826      -55.33555         0.40010E+01    0.35671E+01    1
    4   16         8   12       -1.41127          -20.00086      -50.82038         0.65306E+01    0.40908E+01    1
    4   19         9   14       -0.48078           -7.68494       -9.08802         0.62769E+02    0.37770E+02    1
    4   22        10   16        0.89009          -78.28172      -69.85742         0.13973E+02    0.13973E+02    0
    4   28        12   20        0.75522          -27.89428      -13.12998         0.87273E+01    0.87273E+01    0
    4   30        14   24       -0.69943          -17.88010      -20.37153         0.37741E+02    0.37741E+02    0
    4   33        15   26       -1.26815          -26.84642      -29.78118         0.89319E+02    0.66677E+02    1
    4   36        16   28       -0.88627          -34.34313      -36.17574         0.12113E+03    0.84227E+02    1
    4   45        19   30       -1.31955           25.21648       -6.76975         0.26016E+02    0.14956E+02    1
    5    8         6    7        0.22379         1986.74466     2000.22927         0.55521E+00    0.34018E+00    1
    5   14         8   11       -0.61225          -81.09941     -173.69604         0.43647E+00    0.43647E+00    0
    5   17         9   13       -1.19871          -26.39013      -43.79580         0.12993E+02    0.60696E+01    1
    5   20        10   15       -1.38488         -161.72072     -163.54934         0.32615E+03    0.83300E+02    1
    5   23        11   17       -1.37607          -22.76875      -79.26277         0.56926E+01    0.31928E+01    1
    5   26        12   19        0.45155          -72.60840      -61.78955         0.63064E+01    0.63064E+01    0
    5   31        15   25        0.13335          -45.15362      -42.02466         0.57384E+01    0.57384E+01    0
    5   34        16   27       -1.27962          -50.47513      -65.62914         0.17474E+02    0.12928E+02    1
    5   43        19   29       -0.32084          -18.24052      -23.00817         0.23198E+02    0.23198E+02    0
    5   46        20   31        0.50323          -20.31221       -4.13006         0.11281E+02    0.11281E+02    0
    6    9         7    8       -0.26476         1249.73978     1241.30803         0.85724E+00    0.71756E+00    1
    6   15         9   12       -0.03055          -26.47586      -26.97067         0.41515E+01    0.41515E+01    0
    6   18        10   14       -1.36323          -58.47812      -71.24605         0.28352E+02    0.94572E+01    1
    6   24        12   18       -0.01028          -32.92095      -33.13239         0.63138E+01    0.63138E+01    0
    6   27        13   20       -0.15053          -87.22188      -89.60377         0.94873E+01    0.94873E+01    0
    6   29        15   24       -1.24813          -31.96662      -39.45620         0.24930E+02    0.18909E+02    1
    6   32        16   26        1.48072          -50.02227      -39.27928         0.52812E+02    0.18328E+02    1
    6   44        20   30       -0.59136            8.80093        0.92926         0.25998E+02    0.25998E+02    0
    6   47        21   32       -0.19957            6.29445        2.86766         0.21235E+02    0.21235E+02    0
    7   16        10   13       -0.34306          143.71090      139.08480         0.55197E+01    0.48315E+01    1
    7   22        12   17       -0.56218           10.54929       -0.16195         0.56344E+01    0.56344E+01    0
    7   25        13   19        1.28440          -64.29175      -31.79251         0.68895E+01    0.50780E+01    1
    7   28        14   21        0.17454          -27.48997      -23.69205         0.67735E+01    0.67735E+01    0
    7   30        16   25        0.09539           -2.84853       -1.12441         0.62152E+01    0.62152E+01    0
    7   33        17   27       -1.02458          -10.61281      -18.08580         0.19599E+02    0.18109E+02    1
    7   42        20   29       -0.59135           32.35383       23.97342         0.23006E+02    0.23006E+02    0
    7   45        21   31        0.07524           24.13145       26.40827         0.11360E+02    0.11360E+02    0
    7   48        22   33       -0.26958           28.45685       20.54991         0.12433E+02    0.12433E+02    0
    8   14        10   12       -0.22168          -47.35633      -52.09438         0.20357E+01    0.20357E+01    0
    8   20        12   16        0.66982          -43.33181      -40.19795         0.18598E+02    0.18074E+02    1
    8   26        14   20        0.72439         -106.81597      -98.50440         0.11101E+02    0.11101E+02    0
    8   31        17   26       -1.34996          -40.77963      -47.57019         0.31531E+02    0.22111E+02    1
    8   43        21   30        0.61356           -7.12793        0.60062         0.26044E+02    0.26044E+02    0
    9   18        12   15       -0.20991           30.66633       29.74580         0.16714E+02    0.14425E+02    1
    9   21        13   17       -0.35469         -109.71916     -116.59850         0.44146E+01    0.44146E+01    0
