    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    2    8         4    6        0.28657          284.21904      293.50969         0.15446E+01    0.15446E+01    0
    2   20         8   14       -1.70313           46.93052       -4.81926         0.89216E+01    0.45242E+01    1
    2   23         9   16        1.43642          -18.13020        3.44394         0.12551E+02    0.10556E+02    1
    2   26        10   18       -2.04210           85.34462       -6.35842         0.88200E+01    0.39920E+01    1
    2   31        13   24       -0.44903          -18.45367      -25.95313         0.94764E+01    0.94764E+01    0
    2   34        14   26        1.20983           -9.16236        0.79730         0.25957E+02    0.21423E+02    1
    2   37        15   28        1.44998           -0.36879       33.65257         0.10078E+02    0.83968E+01    1
    3    6         4    5       -0.53863         1234.07435     1216.30822         0.64619E+00    0.64619E+00    0
    3    9         5    7       -0.12076          173.83316      170.74589         0.20107E+01    0.16609E+01    1
    3   12         6    9       -0.42623         -245.01063     -251.62970         0.40610E+01    0.40176E+01    1
    3   15         7   11       -0.84080         -251.11458     -275.95624         0.29711E+01    0.29711E+01    0
    3   18         8   13        2.70939         -404.12702     -208.95970         0.65326E+01    0.15355E+01    1
    3   21         9   15       -1.32112         -129.87710     -147.63503         0.10776E+02    0.98542E+01    1
    3   24        10   17        0.60416         -162.09017     -133.11705         0.32149E+01    0.32149E+01    0
    3   27        11   19        1.84366         -233.06593     -136.21316         0.71032E+01    0.33030E+01    1
    3   29        13   23       -1.58745          -40.64028      -49.92782         0.30648E+02    0.23323E+02    1
    3   32        14   25       -1.32956          -29.28975      -36.07492         0.33547E+02    0.30482E+02    1
    4    7         5    6       -0.23612         1940.19800     1930.89602         0.64301E+00    0.59911E+00    1
    4   10         6    8        0.44645         -210.34708     -201.39960         0.20770E+01    0.20770E+01    0
    4   13         7   10        1.29011         -373.76099     -340.42903         0.34302E+01    0.25226E+01    1
    4   16         8   12       -1.55492         -249.05334     -284.41781         0.50557E+01    0.39279E+01    1
    4   19         9   14       -1.70822         -158.06275     -198.97590         0.94660E+01    0.46023E+01    1
    4   22        10   16        0.46859         -231.55379     -227.45532         0.15120E+02    0.15120E+02    0
    4   28        12   20       -1.51176          -81.42945      -94.80729         0.24127E+02    0.19280E+02    1
    4   30        14   24       -1.35896          -38.99777      -59.07182         0.10238E+02    0.91010E+01    1
    4   33        15   26        0.82905          -36.86432      -32.51205         0.40779E+02    0.29393E+02    1
    4   36        16   28        0.25840          -26.03264      -18.06842         0.56508E+01    0.56508E+01    0
    4   45        19   30        0.42040           45.90845       52.02237         0.24928E+02    0.24928E+02    0
    5    8         6    7       -0.15955         1274.05027     1269.19181         0.81998E+00    0.67315E+00    1
    5   14         8   11       -0.61350         -318.21771     -332.66057         0.28041E+01    0.28041E+01    0
    5   17         9   13       -1.34219         -189.67217     -216.64056         0.58947E+01    0.43863E+01    1
    5   20        10   15        0.24824         -250.90170     -248.53663         0.11545E+02    0.11545E+02    0
    5   23        11   17       -1.32687         -135.13764     -196.59287         0.31084E+01    0.28301E+01    1
    5   26        12   19        0.40785         -120.69406     -112.37377         0.74066E+01    0.74066E+01    0
    5   31        15   25        0.84258          -70.39270      -66.45777         0.43386E+02    0.28832E+02    1
    5   34        16   27       -0.01757          -46.51208      -46.85630         0.78143E+01    0.78143E+01    0
    5   43        19   29        0.21671           40.91575       43.48881         0.29033E+02    0.29033E+02    0
    5   46        20   31        2.06704           38.57807       65.46751         0.72237E+02    0.27886E+02    1
    6    9         7    8       -0.08297         1343.58481     1340.28045         0.76961E+00    0.57377E+00    1
    6   15         9   12        1.80164         -358.08382     -286.95927         0.39336E+01    0.17034E+01    1
    6   18        10   14       -0.00443         -282.11653     -282.16910         0.74714E+01    0.74714E+01    0
    6   24        12   18        0.21410          -99.91706      -96.32973         0.77501E+01    0.77501E+01    0
