    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    2    8         4    6       -0.19094          691.21864      689.94273         0.74936E+01    0.74936E+01    0
    2   20         8   14        0.12693           90.03088       94.44590         0.39520E+01    0.39520E+01    0
    2   23         9   16       -1.30900          117.34866       67.27056         0.80745E+01    0.41442E+01    1
    2   26        10   18        1.24912         -146.05022       14.45834         0.17212E+01    0.13951E+01    1
    2   31        13   24       -0.78072            1.28863      -10.98124         0.10071E+02    0.10071E+02    0
    2   34        14   26       -0.09739          -19.46985      -20.71267         0.13821E+02    0.13821E+02    0
    2   37        15   28        0.18382            0.07606        9.05426         0.40338E+01    0.40338E+01    0
    3    6         4    5        0.15809         1132.16433     1134.40446         0.15486E+01    0.15041E+01    1
    3    9         5    7       -0.04090          950.56169      950.35706         0.84874E+01    0.84874E+01    0
    3   12         6    9        0.03768          123.88475      123.93600         0.15716E+03    0.45868E+02    1
    3   15         7   11       -0.28667          -95.54945      -99.01538         0.72605E+01    0.72605E+01    0
    3   18         8   13        1.17010          -18.19791       44.28464         0.23938E+01    0.20713E+01    1
    3   21         9   15       -0.55867            1.59258       -3.82544         0.13658E+02    0.13658E+02    0
    3   24        10   17        0.18694          -32.22796      -27.78753         0.64906E+01    0.64906E+01    0
    3   27        11   19       -0.40974           -6.60253      -24.99631         0.38652E+01    0.38652E+01    0
    3   29        13   23       -0.32723          -31.99106      -32.92185         0.47972E+02    0.47972E+02    0
    3   32        14   25        1.00859          -24.76628      -15.00584         0.16074E+02    0.16074E+02    0
    4    7         5    6       -0.34797         2648.45195     2643.25473         0.15802E+01    0.15802E+01    0
    4   10         6    8        0.01754          273.37597      273.52780         0.48089E+01    0.48089E+01    0
    4   13         7   10        1.59414         -164.83792     -115.24350         0.86868E+01    0.20950E+01    1
    4   16         8   12       -0.15612          -59.64238      -60.05843         0.44341E+02    0.33523E+02    1
    4   19         9   14       -1.38329           -9.84017      -27.14013         0.31601E+02    0.88138E+01    1
    4   22        10   16       -1.67961          -87.67410      -88.21123         0.85402E+03    0.41353E+03    1
    4   28        12   20        0.73843          -46.06687      -34.69024         0.11074E+02    0.11074E+02    0
    4   30        14   24       -1.10860          -24.20196      -35.35223         0.14635E+02    0.13366E+02    1
    4   33        15   26        0.67045          -29.24490      -23.44158         0.17827E+02    0.17827E+02    0
    4   36        16   28        0.10068          -34.84968      -29.65163         0.33733E+01    0.33733E+01    0
    4   45        19   30       -1.28824           44.37196        6.07816         0.16736E+02    0.12196E+02    1
    5    8         6    7        0.23455         2018.18467     2021.40052         0.17449E+01    0.14950E+01    1
    5   14         8   11       -0.52877         -116.47857     -117.51127         0.72435E+02    0.33800E+02    1
    5   17         9   13       -0.06986          -20.71617      -21.38649         0.91849E+01    0.91849E+01    0
    5   20        10   15        1.17751         -164.04476     -127.87433         0.41645E+01    0.35807E+01    1
    5   23        11   17       -0.99585          -84.93664     -113.42182         0.45825E+01    0.45825E+01    0
    5   26        12   19        1.33709          -86.32955      -55.54192         0.12995E+02    0.65621E+01    1
    5   31        15   25        1.49267          -51.57629      -36.05715         0.37720E+02    0.12951E+02    1
    5   34        16   27        0.13897          -52.85176      -50.36839         0.85674E+01    0.85674E+01    0
    5   43        19   29        0.03484           -3.11522       -2.42310         0.17355E+02    0.17355E+02    0
    5   46        20   31        1.52059          -11.38951       19.69160         0.37400E+02    0.17747E+02    1
    6    9         7    8       -0.24021         1244.39000     1240.16046         0.12979E+01    0.12979E+01    0
    6   15         9   12        0.80406          -55.88352      -48.47648         0.72998E+01    0.72998E+01    0
    6   18        10   14       -0.34644          -90.07628     -101.25093         0.27461E+01    0.27461E+01    0
    6   24        12   18        0.23595          -73.81469      -57.63204         0.18934E+01    0.18934E+01    0
    6   27        13   20        0.19708         -103.45676      -97.70241         0.51417E+01    0.51417E+01    0
    6   29        15   24       -0.70015          -42.10588      -55.69451         0.58461E+01    0.58461E+01    0
    6   32        16   26        1.01365          -68.09814      -35.66489         0.41607E+01    0.41558E+01    1
    6   44        20   30       -0.11651           16.00773       14.52931         0.27272E+02    0.27272E+02    0
    6   47        21   32       -0.29315           15.09529       13.65270         0.74094E+02    0.74094E+02    0
    7   16        10   13       -0.53629          113.64159      110.48283         0.15603E+02    0.11062E+02    1
    7   22        12   17       -0.06877          -43.33557      -46.34565         0.24527E+01    0.24527E+01    0
    7   25        13   19        1.26542          -87.20703      -45.67387         0.49385E+01    0.39147E+01    1
    7   28        14   21       -0.51406          -41.48209      -43.17804         0.47636E+02    0.44675E+02    1
    7   30        16   25       -0.48817          -14.24788      -18.80001         0.12047E+02    0.12047E+02    0
    7   33        17   27       -1.86955           13.39272       -7.22069         0.56416E+02    0.11979E+02    1
    7   42        20   29       -1.19902           40.14260       31.50869         0.60464E+02    0.45276E+02    1
    7   45        21   31       -1.62781           45.68166       27.96293         0.31091E+03    0.31583E+02    1
    7   48        22   33       -0.28517           28.12252       26.62854         0.69607E+02    0.69607E+02    0
    8   14        10   12        0.38844         -107.96501     -106.47821         0.12135E+02    0.11367E+02    1
    8   20        12   16       -0.02266          -83.61633      -84.04544         0.44649E+01    0.44649E+01    0
    8   26        14   20        0.06752         -130.67546     -129.59316         0.79456E+01    0.79456E+01    0
    8   31        17   26       -1.14801          -21.64037      -46.48899         0.58266E+01    0.51386E+01    1
    8   43        21   30        0.67560           -5.23386       -4.83371         0.80813E+03    0.55387E+03    1
    9   18        12   15       -0.04889          -55.99628      -57.05655         0.29167E+01    0.29167E+01    0
    9   21        13   17       -0.01124         -159.61830     -159.96017         0.28146E+01    0.28146E+01    0
    9   24        14   19       -0.00225         -126.00281     -126.02346         0.11681E+02    0.11681E+02    0
    9   27        15   21       -0.52666          -69.57335      -70.02619         0.14749E+03    0.14749E+03    0
    9   29        17   25        0.31636          -60.44889      -59.77941         0.44823E+02    0.43024E+02    1
    9   32        18   27       -1.43218           48.27644      -17.04642         0.40771E+01    0.24256E+01    1
    9   41        21   29        0.18563           -7.85865        0.84167         0.65713E+01    0.65713E+01    0
    9   44        22   31        0.22253           11.79807       15.27630         0.20989E+02    0.20989E+02    0
    9   47        23   33        1.12589            6.83873       27.83566         0.20635E+02    0.18556E+02    1
   10   16        12   14       -0.97059          124.27760      122.98714         0.32301E+02    0.31700E+02    1
   10   19        13   16        0.23647         -106.52229     -105.81383         0.21105E+02    0.21105E+02    0
   10   25        15   20        1.06580          -88.48086      -66.61538         0.54504E+01    0.51776E+01    1
   10   28        16   22       -0.63789          -39.94129      -55.20403         0.52535E+01    0.52535E+01    0
   10   30        18   26       -0.83473           -7.53024      -34.69554         0.27430E+01    0.27430E+01    0
   10   33        19   28       -0.83951          -28.46983      -29.21068         0.17342E+03    0.12522E+03    1
   10   42        22   30       -1.43287           20.32819        5.30086         0.49435E+02    0.29780E+02    1
   10   48        24   34       -0.51101           32.92585       22.64710         0.17348E+02    0.17348E+02    0
   11   14        12   13        0.06367          808.50216      808.95709         0.28768E+01    0.28768E+01    0
   11   17        13   15       -0.13848           -0.15725       -0.51578         0.16461E+02    0.16461E+02    0
   11   20        14   17       -1.01122          -93.41695     -140.58864         0.13794E+01    0.13794E+01    0
   11   23        15   19       -1.41448          -47.14949      -82.90721         0.70909E+01    0.34300E+01    1
   11   26        16   21        0.75272          -66.28905      -60.48420         0.13877E+02    0.13877E+02    0
   11   31        19   27       -1.08489          -22.69543      -23.09384         0.26109E+03    0.24366E+03    1
   11   40        22   29        0.73513           10.51477       17.46491         0.31001E+02    0.31001E+02    0
   11   43        23   31        0.91548           25.44994       31.63447         0.46281E+02    0.46281E+02    0
   11   46        24   33        1.32578           15.25765       26.57080         0.71280E+02    0.38627E+02    1
   12   15        13   14       -0.66445         1398.87855     1382.87627         0.17718E+01    0.91401E+00    1
   12   18        14   16       -0.78701          -10.26386      -27.79279         0.19230E+01    0.19230E+01    0
   12   24        16   20       -0.04335          -91.64900      -92.58653         0.40214E+01    0.40214E+01    0
   12   27        17   22       -0.09914          -35.67422      -37.07095         0.75075E+01    0.75075E+01    0
   12   29        19   26       -0.07597          -66.44070      -67.30694         0.59546E+01    0.59546E+01    0
   12   32        20   28       -0.19698          -17.07105      -17.96985         0.19564E+02    0.19564E+02    0
   12   41        23   30        0.06755           19.27632       23.68634         0.45319E+01    0.45319E+01    0
   12   44        24   32       -1.64760           37.49740       31.77760         0.38228E+03    0.90472E+02    1
   12   47        25   34        0.19271           11.65378       18.88518         0.88339E+01    0.88339E+01    0
   12   50        26   36        1.26932          -46.47724      -20.71325         0.41802E+02    0.17265E+02    1
   13   16        14   15       -0.27544          366.58892      363.71191         0.30414E+01    0.20536E+01    1
   13   19        15   17        0.43731          -22.57139      -13.53467         0.20792E+01    0.20792E+01    0
   13   22        16   19        0.32150          -98.05447      -86.35587         0.18220E+01    0.18220E+01    0
   13   25        17   21       -0.86267           -1.94973       -2.70726         0.11927E+03    0.97295E+02    1
   13   30        20   27        0.20130           24.43787       25.19288         0.17931E+02    0.17931E+02    0
   13   39        23   29       -0.74294           44.25925       42.50839         0.11766E+03    0.11766E+03    0
   13   42        24   31        0.51475           36.77453       41.69814         0.31025E+02    0.31025E+02    0
   13   45        25   33       -1.99000           79.08524       25.15134         0.25092E+03    0.11510E+02    1
   14   17        15   16        0.01329          266.48937      266.59450         0.27090E+01    0.26940E+01    1
   14   23        17   20        0.77402          -85.32391      -77.61258         0.65209E+01    0.65209E+01    0
   14   31        21   28        0.25504          -69.14951      -66.64247         0.68813E+01    0.68813E+01    0
   14   40        24   30        0.33637           32.95326       34.16997         0.77425E+02    0.77425E+02    0
   14   43        25   32        0.93378           11.92655       16.10092         0.10179E+03    0.66575E+02    1
   14   46        26   34        0.89581          -26.58930        9.11787         0.79053E+01    0.79053E+01    0
   14   52        28   38        1.10520          -55.25204      -40.60361         0.43473E+02    0.26247E+02    1
   15   18        16   17        0.16795          492.52591      498.02771         0.67457E+00    0.67457E+00    0
   15   21        17   19       -0.08302          -33.53550      -35.16962         0.22271E+01    0.22271E+01    0
   15   24        18   21        1.42862         -121.88714      -70.41767         0.44192E+01    0.18033E+01    1
   15   27        19   23       -0.03719          -95.47967      -96.18768         0.44370E+01    0.44370E+01    0
   15   29        21   27       -0.73881           44.56613       39.14331         0.62650E+01    0.61731E+01    1
   15   38        24   29       -1.07663           46.65918       31.98271         0.20497E+02    0.19275E+02    1
   15   41        25   31        0.26948            0.56197       15.88194         0.49007E+01    0.49007E+01    0
   15   50        28   37        0.27845          -48.24889      -43.92786         0.21310E+02    0.21310E+02    0
   16   19        17   18       -0.07396          233.93932      232.05745         0.82514E+00    0.82514E+00    0
   16   25        19   22       -0.04125          -53.46008      -53.73106         0.95612E+01    0.95612E+01    0
   16   28        20   24        0.47976          -56.16410      -43.74149         0.32556E+01    0.32556E+01    0
   16   30        22   28        0.66088          -64.75726      -60.75148         0.74308E+01    0.73778E+01    1
   16   39        25   30        1.13405           -2.05640        4.89917         0.17535E+03    0.43014E+02    1
   16   45        27   34       -1.07632           55.55617        8.54766         0.72391E+01    0.68095E+01    1
   16   48        28   36        0.06547          -23.20782      -21.96517         0.16501E+02    0.16501E+02    0
   17   20        18   19       -0.24121          749.88419      741.67326         0.66059E+00    0.66059E+00    0
   17   23        19   21       -0.34767          -67.45214      -68.24908         0.18743E+02    0.18743E+02    0
   17   26        20   23        0.89767          -35.90850      -24.47771         0.50585E+01    0.50585E+01    0
   17   37        25   29        0.28359           -9.45206       12.62330         0.31969E+01    0.31969E+01    0
   18   21        19   20        0.02197          502.82062      503.21023         0.11939E+01    0.11939E+01    0
   18   24        20   22        0.04554          127.83079      128.05840         0.85511E+01    0.85511E+01    0
   19   22        20   21       -0.12505          630.25990      628.62547         0.17331E+01    0.17331E+01    0
   19   25        21   23        0.30515          114.30125      118.81946         0.31343E+01    0.29074E+01    1
   19   28        22   25        0.59431         -123.68693     -119.22798         0.87140E+01    0.87140E+01    0
   19   42        28   33        1.43568          -15.27872        7.69604         0.50560E+02    0.16631E+02    1
   20   23        21   22        0.02645          718.76256      719.04730         0.19616E+01    0.19616E+01    0
   20   26        22   24       -0.86727           38.78652       26.34392         0.33785E+01    0.30359E+01    1
   20   37        27   30        0.45240          -56.97627      -35.60071         0.51803E+01    0.51803E+01    0
   20   40        28   32        1.35996          -12.17348        3.40605         0.50124E+02    0.21997E+02    1
   21   24        22   23       -0.11952         1071.09130     1068.98574         0.12760E+01    0.12760E+01    0
   21   27        23   25       -0.17501           44.96417       42.61370         0.32313E+01    0.32313E+01    0
   21   38        28   31        1.57521          -18.54972       -1.50309         0.82359E+02    0.22390E+02    1
   22   25        23   24       -0.13588          689.58636      687.24306         0.12001E+01    0.12001E+01    0
   22   28        24   26       -0.13873           79.95157       77.71397         0.26040E+01    0.26040E+01    0
   22   36        28   30       -0.08088          -76.59397      -79.12363         0.79777E+01    0.79777E+01    0
   22   51        29   40       -1.48669          -17.22585      -34.35768         0.35655E+02    0.13500E+02    1
   23   26        24   25       -0.31654         1636.65872     1630.59341         0.11639E+01    0.11639E+01    0
   23   34        28   29       -1.11954          -32.82974      -38.24628         0.11661E+03    0.63313E+02    1
   23   49        29   39       -0.38914          -30.36288      -38.73726         0.62456E+01    0.62456E+01    0
   23   52        30   41       -1.53634            4.41288       -2.51649         0.18666E+03    0.34114E+02    1
   24   27        25   26        0.14721          633.78876      636.32942         0.11763E+01    0.11763E+01    0
   24   47        29   38        0.28162          -43.95936      -43.81463         0.21887E+03    0.21887E+03    0
   24   50        30   40       -1.33464          -23.99600      -32.13003         0.65951E+02    0.21715E+02    1
   25   28        26   27       -0.20619         1354.32826     1351.14185         0.14411E+01    0.13882E+01    1
   25   45        29   37       -1.27927          -52.85777      -59.78358         0.21256E+02    0.16823E+02    1
   25   48        30   39        0.29567          -29.80879      -24.98011         0.68038E+01    0.68038E+01    0
   25   51        31   41        0.05598          -19.59924      -19.48601         0.65346E+02    0.65346E+02    0
   26   43        29   36        0.76709          -74.98504      -70.73280         0.12322E+02    0.12322E+02    0
   26   46        30   38       -1.15404          -41.76938      -44.78869         0.38693E+02    0.33946E+02    1
   26   49        31   40        1.66215          -89.65277      -61.83873         0.47015E+02    0.65969E+01    1
   27   44        30   37       -1.05978            2.62544       -0.27436         0.29693E+02    0.24491E+02    1
   27   47        31   39        0.52259          -39.76193      -29.16127         0.43682E+01    0.43682E+01    0
   28   39        29   34       -0.01135          -32.98550      -33.06823         0.30638E+01    0.30638E+01    0
   28   42        30   36        0.97245          -66.25544      -59.84868         0.10392E+02    0.67649E+01    1
   28   45        31   38       -2.31970          -84.07090      -84.74594         0.10000E+04    0.23004E+03    1
   28   48        32   40       -1.40609          -52.44600      -52.76210         0.60142E+03    0.39018E+03    1
   28   51        33   42        0.67931          -38.69926      -27.58957         0.66342E+01    0.66342E+01    0
   29   32        30   31       -0.24101          621.81787      619.86903         0.24195E+01    0.24195E+01    0
   29   35        31   33       -0.28176          109.46228      104.09082         0.20982E+01    0.20982E+01    0
   29   41        33   37        0.38215          -68.15816      -56.87356         0.27736E+01    0.27736E+01    0
   29   44        34   39       -0.01245          -66.79917      -67.06815         0.45769E+01    0.45769E+01    0
   29   50        36   43       -1.00799            1.56992       -1.75025         0.77420E+02    0.41411E+02    1
   30   33        31   32       -0.24233          201.83851      199.96506         0.27074E+01    0.27074E+01    0
   30   36        32   34       -0.08676           59.12109       57.92806         0.29652E+01    0.29652E+01    0
   30   39        33   36       -0.04330          -46.85793      -47.36302         0.52947E+01    0.52947E+01    0
   30   42        34   38       -0.06495         -137.57630     -137.65358         0.97138E+02    0.68187E+02    1
   30   48        36   42       -0.45727          -28.29975      -31.56462         0.16381E+02    0.16381E+02    0
   30   51        37   44        0.60242          -17.07171      -11.23575         0.14164E+02    0.14164E+02    0
   31   34        32   33       -0.02947          549.22709      548.93871         0.19847E+01    0.19847E+01    0
   31   37        33   35       -0.22352          107.51511       98.77822         0.10397E+01    0.10397E+01    0
   31   40        34   37        0.01727         -111.93305     -111.80312         0.80078E+01    0.80078E+01    0
   31   43        35   39        1.44028         -198.26341     -122.75869         0.38294E+01    0.15207E+01    1
   31   46        36   41        0.41010          -60.62039      -58.10351         0.15882E+02    0.15882E+02    0
   31   49        37   43        1.00394          -25.39620       -7.62180         0.65774E+01    0.65774E+01    0
   31   52        38   45       -0.48041           11.99223        8.24545         0.17632E+02    0.17632E+02    0
   32   35        33   34        0.33267          577.74700      585.30653         0.90535E+00    0.90535E+00    0
   32   38        34   36       -0.25371            9.65270        7.16896         0.40773E+01    0.40773E+01    0
   32   41        35   38        1.36934         -204.73237     -146.27534         0.38838E+01    0.14098E+01    1
   32   44        36   40       -1.39908         -103.89228     -126.41438         0.12190E+02    0.49038E+01    1
   32   47        37   42        1.17810          -22.45541       -2.03617         0.65123E+01    0.55966E+01    1
   32   50        38   44        1.71474          -39.13174      -17.30311         0.45125E+02    0.92455E+01    1
   33   39        35   37        0.39189           28.45708       31.19885         0.57598E+01    0.57598E+01    0
   33   42        36   39       -1.42982           10.49947      -41.65467         0.36739E+01    0.16409E+01    1
   33   45        37   41        0.79585           12.60143       23.56485         0.56473E+01    0.56473E+01    0
   33   48        38   43       -1.05470           23.25710       18.42004         0.22037E+02    0.21154E+02    1
   33   51        39   45        0.33157           -0.89385        1.87658         0.14194E+02    0.14194E+02    0
   34   37        35   36       -1.20309          662.25900      631.80849         0.12859E+01    0.78579E+00    1
   34   40        36   38       -0.23497           47.31221       46.63109         0.13944E+02    0.13944E+02    0
   34   43        37   40        1.41418          -77.04896      -39.97004         0.58310E+01    0.23061E+01    1
   34   46        38   42       -0.25453            4.08266        3.97091         0.34231E+03    0.17762E+03    1
   34   49        39   44       -0.38211          -26.71935      -26.86153         0.40579E+03    0.26708E+03    1
   34   52        40   46        1.37663            7.87549       28.26977         0.22424E+02    0.80471E+01    1
   35   38        36   37        0.03433          379.02583      379.64047         0.16810E+01    0.11419E+01    1
   35   47        39   43       -1.39165           68.28764       26.11402         0.54913E+01    0.25997E+01    1
   36   39        37   38        0.25427          378.69978      380.12332         0.36429E+01    0.36429E+01    0
   36   42        38   40        0.45969           61.20913       62.35218         0.16399E+02    0.16399E+02    0
   36   45        39   42       -0.11830           59.54230       59.42635         0.11993E+03    0.60231E+02    1
   36   48        40   44       -1.04511           26.78767       24.28304         0.34167E+02    0.33099E+02    1
   36   51        41   46        0.17946           -7.29524       -6.97500         0.55994E+02    0.55994E+02    0
   37   40        38   39       -0.12568          302.10436      301.11529         0.25167E+01    0.25167E+01    0
   37   43        39   41       -0.20435          102.96760      102.50502         0.18226E+02    0.18226E+02    0
   37   46        40   43        0.04284           50.04038       50.18833         0.17068E+02    0.17068E+02    0
   37   49        41   45       -1.66394          -17.26513      -38.61556         0.78049E+02    0.62802E+01    1
   37   52        42   47        0.48628          -43.78855      -43.24756         0.90588E+02    0.90588E+02    0
   38   41        39   40        0.01463           41.86485       41.95731         0.33117E+01    0.33117E+01    0
   38   44        40   42       -0.11748          187.91705      187.85366         0.12439E+03    0.72445E+02    1
   38   47        41   44       -0.45520          -16.64471      -17.30200         0.41467E+02    0.41467E+02    0
   38   50        42   46       -0.98838          -14.74569      -17.52917         0.37578E+02    0.28787E+02    1
   39   42        40   41       -0.02893          355.33000      355.23628         0.82560E+01    0.62664E+01    1
   39   45        41   43        1.48496           83.16924      107.14460         0.10677E+02    0.24179E+01    1
   39   48        42   45       -0.23540           21.78056       21.21991         0.25491E+02    0.25491E+02    0
   39   51        43   47       -1.51443          -40.50498      -47.09164         0.11812E+03    0.18465E+02    1
   40   43        41   42       -0.58138          138.77857      136.69261         0.13114E+02    0.55457E+01    1
   40   46        42   44       -0.15977          -38.86819      -39.34231         0.24930E+02    0.13684E+02    1
   40   49        43   46        1.55909          -59.63785      -49.86425         0.48058E+02    0.97974E+01    1
