    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    2    8         4    6       -0.08236          662.41846      661.52880         0.49321E+01    0.46355E+01    1
    2   20         8   14        0.57208           75.52943       90.03988         0.54197E+01    0.54197E+01    0
    2   23         9   16       -1.59785          106.63633       61.33807         0.70611E+01    0.55924E+01    1
    2   26        10   18        1.74451         -168.65344        6.16386         0.25151E+01    0.17889E+01    1
    2   31        13   24       -1.49704           -1.61518      -22.41908         0.13606E+02    0.11389E+02    1
    2   34        14   26       -0.00974          -22.85757      -22.98502         0.13478E+02    0.13478E+02    0
    2   37        15   28        0.50863           -0.20561       13.18368         0.74843E+01    0.74843E+01    0
    3    6         4    5       -0.02028          973.76057      973.33768         0.10223E+01    0.10223E+01    0
    3    9         5    7        0.17230          913.81113      915.38923         0.46362E+01    0.46362E+01    0
    3   12         6    9        0.72472           52.25169       56.89144         0.11901E+02    0.97454E+01    1
    3   15         7   11       -1.89429         -141.65122     -187.38894         0.62765E+01    0.36356E+01    1
    3   18         8   13        1.71129          -22.01053       39.80382         0.48614E+01    0.30620E+01    1
    3   21         9   15        0.18833           -8.38753       -5.60941         0.89790E+01    0.89790E+01    0
    3   24        10   17       -1.56497          -44.26664      -65.01899         0.14146E+02    0.11626E+02    1
    3   27        11   19       -0.86864          -12.74184      -53.21131         0.37243E+01    0.37243E+01    0
    3   29        13   23       -1.66404          -34.99882      -44.30705         0.39952E+02    0.24394E+02    1
    3   32        14   25       -0.04230          -26.85715      -27.12678         0.24407E+02    0.24407E+02    0
    4    7         5    6       -0.35538         2614.95397     2605.17696         0.12422E+01    0.85790E+00    1
    4   10         6    8       -0.50659          164.33684      159.63899         0.49948E+01    0.44887E+01    1
    4   13         7   10        0.21062         -209.08198     -204.35177         0.29021E+01    0.29021E+01    0
    4   16         8   12       -0.33732          -70.88297      -73.14888         0.13299E+02    0.13299E+02    0
    4   19         9   14       -1.12647          -13.11174      -18.28722         0.23992E+02    0.23992E+02    0
    4   22        10   16       -1.45265          -94.80409      -95.61697         0.32287E+03    0.23633E+03    1
    4   28        12   20       -0.30310          -43.90480      -47.49109         0.14420E+02    0.14420E+02    0
    4   30        14   24       -1.54512          -25.04178      -36.97440         0.21901E+02    0.17408E+02    1
    4   33        15   26        0.26789          -28.46685      -26.63882         0.22613E+02    0.22613E+02    0
    4   36        16   28        0.80984          -34.06625      -21.34384         0.11086E+02    0.11086E+02    0
    4   45        19   30       -1.03822           46.31716        9.86932         0.10327E+02    0.10327E+02    0
    5    8         6    7        0.12582         1929.37741     1933.12654         0.11472E+01    0.68790E+00    1
    5   14         8   11       -1.08742         -134.15208     -138.69606         0.29580E+02    0.15797E+02    1
    5   17         9   13       -0.11518          -27.24423      -28.65965         0.71721E+01    0.71721E+01    0
    5   20        10   15        0.09704         -173.94748     -171.55659         0.44641E+01    0.44641E+01    0
    5   23        11   17       -2.08443          -91.52285     -156.86404         0.89501E+01    0.41814E+01    1
    5   26        12   19        1.38480          -84.68694      -72.43309         0.18971E+02    0.17075E+02    1
    5   31        15   25        0.30934          -52.35936      -52.27782         0.10000E+04    0.51084E+03    1
    5   34        16   27        0.75919          -51.92732      -48.06763         0.30113E+02    0.30113E+02    0
    5   43        19   29       -0.17897           -0.28131       -2.56146         0.27058E+02    0.27058E+02    0
    5   46        20   31        0.90110          -10.37244        6.03609         0.19922E+02    0.19922E+02    0
    6    9         7    8       -0.32645         1099.77244     1094.29571         0.13621E+01    0.13621E+01    0
    6   15         9   12        2.10181          -66.30475        6.23106         0.32271E+01    0.19485E+01    1
    6   18        10   14        0.76363          -90.20680      -81.33100         0.76206E+01    0.76206E+01    0
    6   24        12   18        0.53934          -81.32185      -53.59046         0.25256E+01    0.25256E+01    0
    6   27        13   20       -0.11092         -102.18154     -104.67371         0.66816E+01    0.66816E+01    0
    6   29        15   24       -0.03384          -40.56069      -41.05565         0.77569E+01    0.77569E+01    0
    6   32        16   26        1.73519          -67.19116      -28.98570         0.94143E+01    0.60392E+01    1
    6   44        20   30        0.18330           18.32510       23.65973         0.11891E+02    0.11891E+02    0
    6   47        21   32       -0.24552           17.32552       11.70199         0.15919E+02    0.15919E+02    0
    7   16        10   13       -0.49888          103.98941      100.17098         0.85123E+01    0.85123E+01    0
    7   22        12   17       -0.10172          -42.96483      -45.76684         0.38972E+01    0.38972E+01    0
    7   25        13   19        1.73124          -90.69484      -43.06626         0.64107E+01    0.46704E+01    1
    7   28        14   21        0.42817          -43.19748      -42.31441         0.71464E+02    0.71464E+02    0
    7   30        16   25       -1.30104          -14.33512      -17.32446         0.51577E+02    0.48894E+02    1
    7   33        17   27       -1.10109           16.21070        9.90691         0.23070E+02    0.23070E+02    0
    7   42        20   29        0.16965           44.10313       46.00082         0.29146E+02    0.29146E+02    0
    7   45        21   31       -1.45870           53.00075       36.88762         0.39863E+02    0.31122E+02    1
    7   48        22   33       -1.35296           29.52361       15.29552         0.37087E+02    0.34676E+02    1
    8   14        10   12        1.00974         -182.65256     -165.69594         0.28866E+01    0.25909E+01    1
    8   20        12   16       -0.01818          -93.28523      -93.69885         0.37178E+01    0.37178E+01    0
    8   26        14   20        0.89975         -134.32255     -113.90062         0.56117E+01    0.56117E+01    0
    8   31        17   26       -0.35945          -25.36489      -34.55003         0.43527E+01    0.43527E+01    0
    8   43        21   30        1.27530           -5.82923       17.65937         0.17844E+02    0.17811E+02    1
    9   18        12   15       -0.33450          -70.27493      -73.45215         0.66599E+01    0.66599E+01    0
    9   21        13   17       -0.74784         -175.98636     -192.51267         0.38746E+01    0.38746E+01    0
    9   24        14   19       -0.04982         -136.97620     -137.69369         0.74550E+01    0.74550E+01    0
    9   27        15   21       -0.11354          -81.49482      -82.51389         0.14129E+02    0.14129E+02    0
    9   29        17   25        2.21178          -63.17776      -49.63327         0.69542E+02    0.14868E+02    1
    9   32        18   27       -1.85913           48.29927       -8.33473         0.58311E+01    0.36317E+01    1
    9   41        21   29        0.59978           -7.22625       26.18942         0.55281E+01    0.55281E+01    0
    9   44        22   31        1.67048           12.08106       15.66847         0.20011E+03    0.15277E+03    1
    9   47        23   33        0.48725            8.13950       17.12982         0.18755E+02    0.18755E+02    0
   10   16        12   14       -0.44918          113.53450      110.86670         0.80763E+01    0.70964E+01    1
   10   19        13   16       -0.17541         -128.18775     -128.76230         0.19304E+02    0.19304E+02    0
   10   25        15   20        0.98169          -88.78668      -62.68937         0.39956E+01    0.39956E+01    0
   10   28        16   22       -0.53513          -40.44557      -46.58203         0.10962E+02    0.10962E+02    0
   10   30        18   26       -0.78211          -12.45114      -34.94591         0.31037E+01    0.31037E+01    0
   10   33        19   28       -1.72742          -28.25222      -37.81726         0.30363E+02    0.19956E+02    1
   10   42        22   30       -0.32662           20.60673       17.98506         0.38911E+02    0.38911E+02    0
   10   48        24   34       -1.23686           32.94894        8.40897         0.17587E+02    0.17587E+02    0
   11   14        12   13        0.17239          777.40626      778.98988         0.22375E+01    0.22375E+01    0
   11   17        13   15       -0.05043          -40.28235      -40.39965         0.18321E+02    0.18321E+02    0
   11   20        14   17       -1.50112         -119.76084     -175.42965         0.20460E+01    0.17351E+01    1
   11   23        15   19       -1.51494          -65.41020      -91.33070         0.77331E+01    0.50677E+01    1
   11   26        16   21        0.05537          -68.37156      -68.04722         0.18269E+02    0.18269E+02    0
   11   31        19   27        1.62685          -24.77989      -20.54274         0.43252E+02    0.34355E+02    1
   11   40        22   29        1.62778           12.47448       30.24806         0.34304E+02    0.26843E+02    1
   11   43        23   31        0.33920           27.16485       28.92967         0.60092E+02    0.60092E+02    0
