    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    2    8         4    6       -0.17655          712.18870      710.03883         0.41123E+01    0.41123E+01    0
    2   20         8   14       -0.70956          103.97217       17.02502         0.11218E+01    0.11218E+01    0
    2   23         9   16       -1.84874          105.53674       20.44187         0.54487E+01    0.34444E+01    1
    2   26        10   18        0.44748          -83.87494      -25.77712         0.13808E+01    0.13808E+01    0
    2   31        13   24       -0.66517           -0.53775      -20.66389         0.52308E+01    0.52308E+01    0
    2   34        14   26       -0.23479          -14.07914      -20.70787         0.62468E+01    0.62468E+01    0
    2   37        15   28        0.77770           -0.27247       10.82743         0.13804E+02    0.13804E+02    0
    3    6         4    5       -0.01022         1156.42734     1156.28790         0.15614E+01    0.15614E+01    0
    3    9         5    7       -0.10078          944.80985      943.10539         0.25108E+01    0.25108E+01    0
    3   12         6    9       -0.00487          205.45301      204.85432         0.50709E+00    0.50709E+00    0
    3   15         7   11       -1.76655         -151.01254     -176.73754         0.17609E+02    0.60280E+01    1
    3   18         8   13       -0.54081          -10.36827      -55.94768         0.13124E+01    0.13124E+01    0
    3   21         9   15        0.32927           -8.00504       -4.50634         0.13387E+02    0.12466E+02    1
    3   24        10   17       -0.46438          -51.11186      -62.45672         0.63108E+01    0.63108E+01    0
    3   27        11   19       -0.31034           79.84095       41.30876         0.13975E+01    0.13975E+01    0
    3   29        13   23        0.06269          -31.00938      -29.59671         0.60560E+01    0.60560E+01    0
    3   32        14   25        0.17158          -19.08630      -16.91685         0.12303E+02    0.12303E+02    0
    4    7         5    6       -0.45839         2654.13286     2649.37611         0.22890E+01    0.22745E+01    1
    4   10         6    8        0.34845          240.68974      270.18157         0.49181E+00    0.49181E+00    0
    4   13         7   10        1.71659           19.55637      150.02703         0.11532E+01    0.85751E+00    1
    4   16         8   12       -0.05791          -45.93250      -46.86904         0.55244E+01    0.55244E+01    0
    4   19         9   14        0.67866          -23.95554      -20.21657         0.20008E+02    0.20008E+02    0
    4   22        10   16        1.20638         -137.36560     -100.69131         0.43501E+01    0.43501E+01    0
    4   28        12   20        1.01335          -44.10457       -2.86413         0.41923E+01    0.41923E+01    0
    4   30        14   24       -1.67976          -24.28896      -37.65611         0.22231E+02    0.16894E+02    1
    4   33        15   26        0.36713          -30.67864      -21.31712         0.60514E+01    0.60514E+01    0
