    P+   P-        C+   C-  Normalised_Error  Observed_Rho_a  Calculated_Rho_a  Original_Weight  Final_Weight    C
    2    8         4    6        0.32012          782.94757      832.68415         0.32231E+00    0.32231E+00    0
    2   20         8   14       -1.01279          212.84364      174.26854         0.36092E+01    0.36092E+01    0
    2   23         9   16       -1.12214          166.03181      135.40585         0.58090E+01    0.58090E+01    0
    2   26        10   18       -0.79743          263.17588       99.91107         0.87559E+00    0.87559E+00    0
    2   31        13   24       -0.95622           27.12877       13.99009         0.11519E+02    0.11519E+02    0
    2   34        14   26        0.98939          -31.29042        1.97333         0.52457E+01    0.52457E+01    0
    2   37        15   28        0.72687            2.54437       31.12347         0.50108E+01    0.50108E+01    0
    3    6         4    5       -0.11484         1080.01501     1052.14800         0.87836E-01    0.87836E-01    0
    3    9         5    7       -0.30271          879.63083      832.25822         0.27133E+00    0.27133E+00    0
    3   12         6    9        1.52843          288.81040      340.08495         0.22046E+01    0.18598E+01    1
    3   15         7   11       -0.24579          -29.93490      -52.64718         0.94996E+00    0.94996E+00    0
    3   18         8   13        0.28293           62.85612       80.02611         0.18225E+01    0.18225E+01    0
    3   21         9   15        1.64607           24.09974       71.41091         0.54758E+01    0.46085E+01    1
    3   24        10   17        0.01736           23.48194       23.51474         0.87466E+02    0.81616E+02    1
    3   27        11   19        1.20621           42.67816       55.77773         0.15977E+02    0.15977E+02    0
    3   29        13   23       -0.02093           -8.55275       -9.59958         0.27280E+01    0.27280E+01    0
    3   32        14   25       -0.08419            2.46945        1.23433         0.10603E+02    0.10603E+02    0
    4    7         5    6       -1.20411         1911.67939     1708.81829         0.24822E+00    0.14009E+00    1
    4   10         6    8       -0.10964          260.43932      259.18503         0.36386E+01    0.36386E+01    0
    4   13         7   10       -0.13361           37.79217       36.65454         0.76549E+01    0.76549E+01    0
    4   16         8   12       -0.89049           34.83078       -2.32224         0.21412E+01    0.21412E+01    0
    4   19         9   14        0.02117           23.05337       23.38616         0.70134E+01    0.70134E+01    0
    4   22        10   16        0.32184          -52.49370      -50.98019         0.28122E+02    0.28122E+02    0
    4   28        12   20        0.12080           -1.88282       -1.51199         0.55581E+02    0.55581E+02    0
