-1.923979999999999890e+01 -1.153389999999999986e+02 1.000000000000000000e+02 2.000000000000000000e+00
-1.462870000000000061e+02 -4.311880000000000024e+01 1.000000000000000000e+02 2.000000000000000000e+00
-1.378609999999999935e+01 -1.245649999999999977e+02 1.000000000000000000e+02 2.000000000000000000e+00
9.795850000000000080e+01 -4.019149999999999778e+01 1.000000000000000000e+02 2.000000000000000000e+00
-8.189619999999999678e+00 -6.315100000000000158e+00 1.000000000000000000e+02 2.000000000000000000e+00
6.915840000000000032e+01 7.627220000000000333e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.329130000000000109e+02 -1.525919999999999987e+01 1.000000000000000000e+02 2.000000000000000000e+00
9.185479999999999734e+01 -2.843019999999999925e+01 1.000000000000000000e+02 2.000000000000000000e+00
-1.210660000000000025e+01 -2.099609999999999843e+01 1.000000000000000000e+02 2.000000000000000000e+00
-7.942759999999999820e+00 -4.903250000000000108e-01 1.000000000000000000e+02 2.000000000000000000e+00
2.558129999999999882e+02 -7.227719999999999345e+01 1.000000000000000000e+02 2.000000000000000000e+00
9.824989999999999668e+01 2.153529999999999944e+00 1.000000000000000000e+02 2.000000000000000000e+00
-1.895739999999999981e+01 -2.412600000000000122e+01 1.000000000000000000e+02 2.000000000000000000e+00
5.672070000000000078e+01 -4.819879999999999853e+01 1.000000000000000000e+02 2.000000000000000000e+00
6.891259999999999764e+01 1.344969999999999999e+01 1.000000000000000000e+02 2.000000000000000000e+00
5.204039999999999999e+00 -4.275849999999999795e+01 1.000000000000000000e+02 2.000000000000000000e+00
7.543609999999999616e+01 1.046330000000000027e+01 1.000000000000000000e+02 2.000000000000000000e+00
2.503129999999999882e+02 -5.857650000000000290e+01 1.000000000000000000e+02 2.000000000000000000e+00
6.834480000000000643e+01 -1.838289999999999935e+01 1.000000000000000000e+02 2.000000000000000000e+00
-1.533949999999999925e+01 -2.775230000000000175e+01 1.000000000000000000e+02 2.000000000000000000e+00
3.010660000000000025e+01 -2.242729999999999890e+01 1.000000000000000000e+02 2.000000000000000000e+00
-1.262429999999999986e+01 -1.083660000000000068e+01 1.000000000000000000e+02 2.000000000000000000e+00
7.522060000000000457e+01 9.607870000000000132e+00 1.000000000000000000e+02 2.000000000000000000e+00
-6.073870000000000324e+00 -3.806420000000000137e+00 1.000000000000000000e+02 2.000000000000000000e+00
-5.184590000000000032e+00 -9.101369999999999294e+00 1.000000000000000000e+02 2.000000000000000000e+00
2.263299999999999912e+01 -3.657469999999999999e+01 1.000000000000000000e+02 2.000000000000000000e+00
-6.130609999999999893e+00 -4.706559999999999633e+00 1.000000000000000000e+02 2.000000000000000000e+00
7.159739999999999327e+01 -1.525670000000000082e+00 1.000000000000000000e+02 2.000000000000000000e+00
6.615449999999999875e+01 4.841990000000000016e+00 1.000000000000000000e+02 2.000000000000000000e+00
1.047489999999999952e+02 -5.069650000000000212e+00 1.000000000000000000e+02 2.000000000000000000e+00
6.704340000000000543e+01 1.013499999999999979e+01 1.000000000000000000e+02 2.000000000000000000e+00
1.355960000000000036e+02 -6.358420000000000272e+01 1.000000000000000000e+02 2.000000000000000000e+00
6.710009999999999764e+01 9.235170000000000101e+00 1.000000000000000000e+02 2.000000000000000000e+00
