    0.26873E+03    0.58290E+03    0.10000E+03    0.20000E+01
    0.27373E+03    0.60014E+03    0.10000E+03    0.20000E+01
    0.11533E+03    0.28455E+04    0.30605E+03    0.24858E+01
    0.27831E+03    0.15797E+04    0.10007E+03    0.20003E+01
   -0.13158E+02    0.29652E+04    0.36826E+04    0.35661E+01
    0.29623E+03    0.15753E+04    0.10006E+03    0.20003E+01
   -0.32783E+03    0.13603E+04    0.10001E+03    0.20001E+01
   -0.34469E+03    0.13688E+04    0.10002E+03    0.20001E+01
   -0.10311E+02    0.29461E+04    0.21028E+04    0.33228E+01
    0.11288E+03    0.29327E+04    0.45242E+03    0.26555E+01
    0.31631E+03    0.25373E+04    0.13577E+03    0.21328E+01
   -0.13061E+03    0.18294E+04    0.10052E+03    0.20022E+01
    0.11196E+03    0.28412E+04    0.30294E+03    0.24814E+01
   -0.31326E+03   -0.84119E+02    0.10000E+03    0.20000E+01
   -0.10009E+03    0.29422E+04    0.65293E+03    0.28149E+01
   -0.14913E+03    0.18306E+04    0.10053E+03    0.20023E+01
    0.46247E+03    0.34391E+03    0.10000E+03    0.20000E+01
    0.33168E+03    0.25392E+04    0.13476E+03    0.21296E+01
    0.48167E+02    0.17217E+04    0.10022E+03    0.20010E+01
    0.10447E+03    0.15236E+04    0.10005E+03    0.20002E+01
    0.11362E+03    0.15086E+04    0.10004E+03    0.20002E+01
   -0.31418E+03    0.16402E+04    0.10014E+03    0.20006E+01
   -0.32435E+03    0.16238E+04    0.10012E+03    0.20005E+01
    0.18729E+02    0.29346E+04    0.98091E+03    0.29916E+01
    0.75749E+02    0.85117E+03    0.10000E+03    0.20000E+01
    0.68597E+02    0.83498E+03    0.10000E+03    0.20000E+01
    0.46601E+02    0.28779E+04    0.45983E+03    0.26626E+01
   -0.32434E+03    0.18162E+04    0.10053E+03    0.20023E+01
    0.34651E+03    0.87229E+03    0.10000E+03    0.20000E+01
   -0.33468E+03    0.18010E+04    0.10047E+03    0.20020E+01
